N	2gram	Potebnia_M_3	Hudozhes
1	и в	30	28
2	том что	18	19
3	в ее	2	18
4	и не	15	18
5	в том	32	15
6	а не	15	14
7	не в	15	13
8	в этом	10	13
9	о том	2	12
10	перед нами	2	11
11	как и	10	11
12	при этом	3	11
13	в его	4	11
14	не только	21	11
15	уже не	6	10
16	но и	19	9
17	в себе	16	9
18	в душе	10	8
19	что он	6	8
20	может быть	28	8
21	так и	11	8
22	между тем	9	8
23	и все	3	7
24	к тому	7	7
25	об этом	2	7
26	отношению к	5	7
27	что она	3	7
28	по отношению	5	7
29	тогда как	2	7
30	с ним	6	7
31	можно сказать	3	6
32	в котором	4	6
33	то что	18	6
34	жизни и	2	6
35	в своей	2	6
36	человеческой жизни	3	6
37	если бы	12	6
38	то же	23	6
39	не было	4	6
40	а в	12	6
41	и с	2	6
42	тем что	7	6
43	для себя	3	6
44	в то	10	6
45	я и	3	6
46	что это	4	5
47	не менее	5	5
48	у него	2	5
49	в своем	5	5
50	как бы	3	5
51	как в	10	5
52	в этой	2	5
53	что в	17	5
54	она не	2	5
55	в самом	8	5
56	его жизни	2	5
57	только на	3	5
58	не могла	2	5
59	и его	4	5
60	одно из	5	5
61	для него	9	5
62	тому что	3	4
63	тем не	3	4
64	но не	7	4
65	что они	2	4
66	же время	5	4
67	для того	4	4
68	вслед за	3	4
69	и о	2	4
70	он не	4	4
71	что и	13	4
72	и т	5	4
73	то и	6	4
74	не может	6	4
75	того чтобы	3	4
76	подобно тому	2	4
77	только в	21	4
78	тому как	5	4
79	в других	2	4
80	а между	2	4
81	бы не	4	3
82	в человеке	3	3
83	была бы	4	3
84	в них	5	3
85	столь же	4	3
86	с другой	7	3
87	в одном	2	3
88	человека и	5	3
89	что все	3	3
90	с нею	2	3
91	прежде всего	3	3
92	в нем	9	3
93	для нас	20	3
94	самом деле	2	3
95	все что	4	3
96	как о	2	3
97	когда в	2	3
98	еще не	5	3
99	одной стороны	3	3
100	было бы	9	3
101	по поводу	4	3
102	несмотря на	2	3
103	одной из	2	3
104	ни о	3	3
105	в ней	8	3
106	мы уже	2	3
107	не все	4	3
108	на него	3	3
109	со стороны	3	3
110	все это	4	3
111	а с	2	3
112	с одной	7	3
113	так же	3	3
114	или в	3	3
115	с другими	5	3
116	и на	3	3
117	и это	4	3
118	к нему	3	3
119	жизни не	3	2
120	место в	3	2
121	прежде чем	2	2
122	только не	2	2
123	себя и	4	2
124	мысли о	2	2
125	именно в	3	2
126	я а	3	2
127	не столько	2	2
128	не как	2	2
129	и от	4	2
130	произведения не	2	2
131	из этих	9	2
132	вовсе не	7	2
133	а как	2	2
134	ему в	2	2
135	т с	22	2
136	как мы	7	2
137	о любви	2	2
138	что я	5	2
139	но тем	2	2
140	мысль о	5	2
141	не видеть	2	2
142	со своей	2	2
143	что не	8	2
144	в ряду	3	2
145	же и	3	2
146	к ней	5	2
147	до сих	3	2
148	один из	4	2
149	оно не	4	2
150	это было	3	2
151	все же	2	2
152	не будет	3	2
153	в первом	3	2
154	отношение к	2	2
155	из них	6	2
156	вместе с	12	2
157	сих пор	3	2
158	и видит	2	2
159	что же	2	2
160	мысли и	2	2
161	и тогда	3	2
162	как на	5	2
163	т п	2	2
164	т д	3	2
165	того как	4	2
166	те же	6	2
167	тем самым	7	2
168	той же	2	2
169	и то	8	2
170	сказать что	5	2
171	потому что	46	2
172	в виде	2	2
173	точки зрения	2	2
174	говорить о	3	2
175	что даже	4	2
176	впрочем и	2	2
177	могла бы	2	2
178	его в	3	2
179	ответ на	3	2
180	та же	2	2
181	том как	3	2
