N	2gram	Tiupa_Narr_2	StatiiOP
1	и в	13	25
2	в этом	13	24
3	в том	14	20
4	что в	4	19
5	что он	5	19
6	может быть	10	19
7	что это	4	16
8	том что	13	15
9	в этой	4	14
10	в его	6	12
11	то что	8	12
12	не только	26	12
13	прежде всего	6	10
14	таким образом	5	10
15	и не	14	10
16	у него	6	9
17	но и	15	9
18	и т	2	8
19	в своих	2	8
20	о том	5	8
21	это не	3	7
22	было бы	2	7
23	не может	8	7
24	точки зрения	5	7
25	в то	5	7
26	место в	5	6
27	из этих	2	6
28	в конце	4	6
29	не в	8	6
30	только в	11	6
31	как бы	6	6
32	как в	5	6
33	как на	2	6
34	а в	9	6
35	т п	2	6
36	в области	2	6
37	между тем	3	6
38	то же	4	5
39	потому что	2	5
40	с другой	5	5
41	на то	2	5
42	об этом	4	5
43	такого рода	12	5
44	в котором	5	5
45	ответ на	5	5
46	а не	17	5
47	того что	6	5
48	он не	5	5
49	отношения между	2	5
50	так и	9	5
51	мы имеем	3	5
52	но в	6	5
53	этом отношении	3	4
54	состоит в	12	4
55	в жизни	6	4
56	а как	3	4
57	у нас	2	4
58	как и	4	4
59	но это	2	4
60	в начале	2	4
61	на протяжении	5	4
62	в качестве	14	4
63	можно сказать	6	4
64	если бы	4	4
65	и к	6	4
66	в ней	2	4
67	к ней	3	4
68	а также	6	4
69	и тем	5	4
70	в своей	4	4
71	в целом	3	4
72	в центре	2	4
73	в течение	2	4
74	с точки	2	4
75	в чем	2	4
76	и для	3	4
77	можно назвать	2	4
78	сказать что	3	4
79	действующих лиц	3	4
80	все же	6	4
81	ничего не	6	4
82	с его	3	3
83	и более	2	3
84	тому что	3	3
85	в какой	4	3
86	во время	2	3
87	же время	3	3
88	и здесь	2	3
89	с этой	3	3
90	для него	4	3
91	тем более	2	3
92	что я	3	3
93	и что	2	3
94	одной стороны	5	3
95	несмотря на	2	3
96	все эти	3	3
97	не является	4	3
98	своего рода	9	3
99	подчеркнуть что	2	3
100	со стороны	6	3
101	как раз	3	3
102	уже не	4	3
103	и его	3	3
104	в рассказе	4	3
105	в виде	2	3
106	но он	2	3
107	говорить о	2	3
108	в другом	4	3
109	к которому	2	3
110	а с	2	2
111	это был	2	2
112	не менее	4	2
113	должен был	2	2
114	никогда не	6	2
115	он может	2	2
116	точку зрения	3	2
117	и у	4	2
118	что у	2	2
119	как о	2	2
120	не столько	5	2
121	но также	2	2
122	в рамках	6	2
123	вовсе не	2	2
124	или иной	3	2
125	к тому	9	2
126	что они	3	2
127	но не	3	2
128	времени и	4	2
129	а то	2	2
130	в свою	2	2
131	еще не	2	2
132	в самом	2	2
133	при всей	4	2
134	одна из	3	2
135	один из	3	2
136	тем не	5	2
137	чтобы в	2	2
138	в форме	5	2
139	только что	2	2
140	внимание на	3	2
141	с одной	5	2
142	в произведениях	3	2
143	о которой	3	2
144	самом деле	3	2
145	и по	3	2
146	той же	2	2
147	мы не	2	2
148	в результате	2	2
149	то и	3	2
150	одно из	2	2
151	так сказать	3	2
152	не имеет	2	2
153	в каждой	2	2
154	то есть	9	2
