N	2gram	Vinokur_Vv_1	Problema
1	и в	27	30
2	в своей	4	22
3	то что	17	18
4	н э	6	18
5	не только	21	18
6	том что	26	17
7	в этом	34	17
8	и даже	5	14
9	но и	5	13
10	таким образом	19	13
11	потому что	14	13
12	в том	31	12
13	в его	10	12
14	и не	13	12
15	а именно	6	12
16	также и	16	12
17	о том	15	12
18	в своем	3	11
19	так что	5	11
20	в виде	4	10
21	точки зрения	7	10
22	в этой	3	10
23	все же	8	9
24	сказать что	5	9
25	но в	10	9
26	и вообще	3	9
27	только в	13	9
28	в конце	3	8
29	вовсе не	6	8
30	хотя и	3	8
31	с точки	2	8
32	никогда не	3	7
33	что он	4	7
34	у нас	2	7
35	как и	5	7
36	в дальнейшем	2	7
37	связи с	3	7
38	но не	7	7
39	может быть	24	7
40	вместе с	6	7
41	говорит о	3	7
42	до нас	3	7
43	в связи	2	7
44	не в	8	7
45	здесь не	2	7
46	в результате	3	7
47	с другой	8	6
48	прежде всего	8	6
49	можно сказать	3	6
50	уже не	5	6
51	и как	9	6
52	несмотря на	2	6
53	и для	4	6
54	как бы	5	6
55	конце концов	2	6
56	в нем	13	6
57	что и	3	6
58	другой стороны	5	6
59	и что	4	6
60	а в	5	6
61	и его	5	6
62	и на	3	6
63	его в	6	6
64	при помощи	2	6
65	так как	13	6
66	не менее	8	5
67	нисколько не	3	5
68	с тем	6	5
69	что в	11	5
70	будто бы	2	5
71	тем не	8	5
72	в силу	3	5
73	так же	3	5
74	в самом	12	5
75	до н	6	5
76	не может	13	5
77	не просто	4	5
78	а не	3	5
79	и то	5	5
80	он и	2	5
81	как раз	4	5
82	того как	3	5
83	и с	2	5
84	мы можем	2	5
85	еще и	3	4
86	в частности	3	4
87	как о	4	4
88	по крайней	4	4
89	тогда когда	3	4
90	ясно что	9	4
91	об этом	5	4
92	но все	3	4
93	при этом	3	4
94	того же	3	4
95	было бы	5	4
96	и сам	2	4
97	в качестве	7	4
98	крайней мере	4	4
99	гораздо более	3	4
100	iv в	2	4
101	xix в	12	4
102	не мог	2	4
103	даже и	3	4
104	в себе	4	4
105	в то	5	4
106	учение о	2	3
107	он сам	3	3
108	именно в	8	3
109	однако в	3	3
110	в отношении	2	3
111	точно так	2	3
112	о котором	8	3
113	не что	4	3
114	в ее	11	3
115	что иное	4	3
116	в начале	3	3
117	такого же	2	3
118	совсем не	3	3
119	смысле слова	7	3
120	как будто	3	3
121	после того	2	3
122	еще не	4	3
123	одной стороны	4	3
124	для того	21	3
125	обратить внимание	2	3
126	сам же	2	3
127	а также	3	3
128	и тем	5	3
129	иное как	5	3
130	в до	2	3
131	с одной	4	3
132	того что	12	3
133	к нему	2	3
134	есть только	2	3
135	внимание на	4	3
136	от этого	5	3
137	в ней	3	3
138	в другом	3	3
139	этом смысле	11	3
140	в одном	4	3
141	видит в	4	3
142	в виду	4	3
143	не могут	5	2
144	уже и	7	2
145	по этому	2	2
146	и без	2	2
147	в них	4	2
148	в какой	4	2
149	хотя бы	5	2
150	это не	8	2
151	во втором	2	2
152	с этой	4	2
153	уже в	5	2
154	один из	6	2
155	к этому	3	2
156	и был	2	2
157	или иных	3	2
158	значение и	2	2
159	по себе	9	2
160	со всей	3	2
161	что именно	2	2
162	к тому	4	2
163	то же	8	2
164	как мы	9	2
165	да и	4	2
166	по существу	2	2
167	что здесь	2	2
168	до сих	5	2
169	в большей	7	2
170	жизни и	2	2
171	в данном	11	2
172	что не	5	2
173	мы имеем	3	2
174	такого рода	2	2
175	иной раз	2	2
176	всяком случае	3	2
177	в котором	4	2
178	отношению к	4	2
179	но уже	2	2
180	не к	2	2
181	из них	3	2
182	наряду с	2	2
183	и до	2	2
184	данном случае	5	2
185	и тогда	3	2
186	отношение к	3	2
187	вообще и	3	2
188	по отношению	4	2
189	этому поводу	2	2
190	которого мы	2	2
191	или же	3	2
192	все эти	3	2
193	тех или	3	2
194	мы не	2	2
195	самом деле	6	2
196	именно на	2	2
197	в значительной	2	2
198	того чтобы	21	2
199	по его	2	2
200	можно было	7	2
201	то более	3	2
202	во всяком	3	2
203	между тем	8	2
204	тем что	6	2
205	мере в	4	2
206	и сейчас	2	2
207	дело в	3	2
208	в чем	4	2
209	в области	4	2
210	ничего не	2	2
211	сих пор	5	2
