N	2gram	Vinokur_Ku_3	TeoriaLi
1	не только	17	18
2	в качестве	2	17
3	и не	10	16
4	я в	3	16
5	а в	5	14
6	в частности	2	13
7	и в	23	13
8	состоит в	2	13
9	может быть	14	12
10	так и	6	12
11	при этом	6	11
12	в этом	16	11
13	в том	22	11
14	но не	3	10
15	а не	11	10
16	в его	11	9
17	то же	6	9
18	что в	13	8
19	своего рода	2	8
20	отношению к	2	8
21	но и	3	8
22	по отношению	3	8
23	том что	11	7
24	в отличие	2	7
25	в данном	7	7
26	точки зрения	23	7
27	в то	3	7
28	только в	6	7
29	как это	7	7
30	отличие от	2	7
31	еще не	9	6
32	лишь в	8	6
33	как бы	5	6
34	но в	2	6
35	в рамках	5	5
36	однако в	2	5
37	в своем	4	5
38	или иного	3	5
39	или иной	7	5
40	а также	4	5
41	в ее	4	5
42	как и	5	5
43	не в	5	5
44	в пределах	2	5
45	в самом	13	5
46	того или	3	5
47	данном случае	4	5
48	как в	4	5
49	он не	3	5
50	уже не	8	5
51	тем самым	4	5
52	с другой	7	5
53	не случайно	4	5
54	между тем	4	5
55	мы имеем	2	5
56	не менее	12	4
57	не столько	4	4
58	можно сказать	2	4
59	ни в	3	4
60	более или	2	4
61	в своей	4	4
62	то что	4	4
63	отношение к	3	4
64	по преимуществу	3	4
65	или менее	2	4
66	в их	6	4
67	не может	6	4
68	в слове	4	4
69	сказать что	7	4
70	хотя и	5	4
71	говорить о	6	4
72	не знает	2	4
73	слова в	4	3
74	в нашем	7	3
75	в этих	2	3
76	в отношении	3	3
77	прежде всего	9	3
78	и к	3	3
79	тем не	9	3
80	по своему	2	3
81	того что	11	3
82	мог бы	2	3
83	той или	5	3
84	этого слова	4	3
85	не все	2	3
86	другой стороны	3	3
87	как раз	4	3
88	так в	2	3
89	таким образом	9	3
90	а с	3	3
91	именно в	3	3
92	и вот	3	3
93	и что	7	3
94	потому что	12	3
95	его в	2	3
96	все эти	7	3
97	я не	5	2
98	сама по	2	2
99	но на	3	2
100	о чем	2	2
101	если бы	8	2
102	могут быть	6	2
103	за пределы	2	2
104	того же	4	2
105	это не	3	2
106	одного и	2	2
107	этом что	2	2
108	на фоне	7	2
109	вовсе не	5	2
110	по себе	6	2
111	что он	6	2
112	совершенно иной	2	2
113	к тому	3	2
114	но как	3	2
115	и того	2	2
116	и как	2	2
117	что они	2	2
118	одной стороны	4	2
119	или иным	2	2
120	иначе говоря	2	2
121	к его	2	2
122	слова как	2	2
123	в виду	8	2
124	чем это	2	2
125	и тем	6	2
126	не с	2	2
127	в целом	4	2
128	к такой	2	2
129	вместе с	2	2
130	дело не	2	2
131	а именно	3	2
132	и способности	2	2
133	здесь не	2	2
134	как к	2	2
135	с одной	4	2
136	это и	3	2
137	в той	4	2
138	и о	4	2
139	с точки	16	2
140	следует подчеркнуть	2	2
141	так же	2	2
142	тот или	2	2
143	на себя	2	2
144	и здесь	2	2
145	в структуре	3	2
146	о том	6	2
147	в чем	5	2
148	в области	14	2
149	я и	3	2
150	для меня	2	2
151	имеет в	2	2
