N	2gram	Vygotskiy__6	PoTuStor
1	может быть	13	17
2	и в	28	16
3	прежде всего	2	9
4	таким образом	18	9
5	в этом	27	9
6	мы можем	9	9
7	и только	3	9
8	и его	3	8
9	точки зрения	13	8
10	не может	19	8
11	с его	3	7
12	сказать что	13	7
13	не только	16	7
14	и к	6	6
15	с точки	10	6
16	самом деле	2	6
17	для него	6	6
18	при этом	3	6
19	отношение к	7	5
20	все эти	2	5
21	что такое	3	5
22	в чем	6	5
23	нуждается в	3	5
24	еще не	8	5
25	как бы	11	5
26	с самого	7	4
27	самого начала	7	4
28	в нем	7	4
29	но и	10	4
30	так и	6	4
31	все это	2	4
32	и все	5	4
33	мысли и	2	4
34	так как	10	4
35	и не	11	4
36	как мы	10	4
37	но мы	3	4
38	можно сказать	6	4
39	и наконец	2	4
40	с ними	2	4
41	и на	5	4
42	в этой	5	4
43	только в	18	4
44	его в	6	4
45	для всех	2	4
46	но в	5	4
47	в его	3	4
48	мы знаем	4	3
49	на этой	5	3
50	в этих	2	3
51	по сравнению	15	3
52	что в	17	3
53	во всех	4	3
54	и др	2	3
55	могут быть	5	3
56	вместе с	7	3
57	сих пор	3	3
58	ребенка и	2	3
59	сравнению с	14	3
60	отношения к	3	3
61	в одном	2	3
62	этом смысле	2	3
63	те же	3	3
64	ступенях развития	2	3
65	в том	28	3
66	а в	2	3
67	том что	19	3
68	и как	6	3
69	с другими	2	3
70	то что	28	3
71	в основе	3	3
72	на этом	4	3
73	только на	2	3
74	как это	3	3
75	в области	6	3
76	до сих	3	3
77	между ними	7	3
78	не менее	2	2
79	ее в	2	2
80	один из	3	2
81	не могут	5	2
82	что и	4	2
83	в развитии	24	2
84	же как	6	2
85	в частности	4	2
86	никогда не	8	2
87	между собой	9	2
88	для этого	2	2
89	в них	3	2
90	если мы	2	2
91	того же	7	2
92	вообще не	6	2
93	оно не	4	2
94	с этой	2	2
95	из этих	3	2
96	с этим	4	2
97	то же	7	2
98	что оно	7	2
99	не знает	3	2
100	и других	7	2
101	с помощью	13	2
102	что он	18	2
103	мы не	6	2
104	что на	4	2
105	что мы	11	2
106	у него	2	2
107	и по	3	2
108	для нас	2	2
109	как и	6	2
110	понятия и	10	2
111	на основе	4	2
112	они не	4	2
113	мы видим	7	2
114	так же	15	2
115	но это	2	2
116	есть в	3	2
117	мы уже	2	2
118	по своему	2	2
119	не на	2	2
120	знаем что	4	2
121	он не	7	2
122	как с	2	2
123	в пределах	5	2
124	и вообще	2	2
125	ту же	3	2
126	было бы	9	2
127	связанные с	3	2
128	в самом	8	2
129	но как	3	2
130	в своей	2	2
131	только то	3	2
132	к другим	11	2
133	с ним	2	2
