N	2gram	Vinokur_St_1	Problemy
1	и в	44	35
2	как бы	4	31
3	и не	16	27
4	что он	10	24
5	в его	9	21
6	но в	10	19
7	не может	8	18
8	как и	9	18
9	в нем	5	16
10	то есть	2	16
11	то же	5	15
12	и все	2	15
13	но и	10	14
14	для него	6	14
15	может быть	15	14
16	все это	5	14
17	в сущности	2	14
18	и его	8	14
19	в этом	21	14
20	к нему	2	13
21	он не	2	13
22	прежде всего	7	12
23	и с	3	12
24	в другом	3	12
25	в то	9	11
26	не в	12	10
27	самом деле	11	10
28	же время	4	10
29	не только	18	10
30	то что	18	10
31	в отношении	9	9
32	на самом	6	9
33	ни одного	2	9
34	я не	7	8
35	так и	9	8
36	потому что	6	8
37	все же	8	8
38	и для	3	8
39	и сам	2	7
40	лишь в	3	7
41	так же	5	7
42	а в	17	7
43	точки зрения	11	7
44	вовсе не	19	7
45	еще не	3	7
46	для себя	3	7
47	отношению к	3	7
48	что же	6	7
49	в виде	3	7
50	там где	5	7
51	таким образом	7	7
52	что в	30	6
53	в каждом	3	6
54	но это	6	6
55	что они	7	6
56	и что	4	6
57	отношение к	2	6
58	в самом	7	6
59	что у	4	6
60	не знает	2	6
61	но не	3	6
62	в слове	5	6
63	по отношению	3	6
64	только в	10	6
65	в конце	3	5
66	в том	36	5
67	да и	3	5
68	так что	6	5
69	знает и	2	5
70	как к	3	5
71	и даже	5	5
72	во время	3	5
73	этого слова	2	5
74	даже в	3	5
75	на него	2	5
76	как в	13	5
77	и то	5	5
78	в себе	2	5
79	и это	2	5
80	но на	2	4
81	никогда не	5	4
82	с другой	9	4
83	в такой	2	4
84	но все	4	4
85	же и	4	4
86	всяком случае	6	4
87	между тем	3	4
88	и так	3	4
89	но он	2	4
90	ведь и	3	4
91	его в	2	4
92	так как	5	4
93	я бы	2	4
94	у него	2	4
95	как раз	4	4
96	это слово	4	4
97	меня не	2	4
98	в своей	6	4
99	в той	6	4
100	а не	16	4
101	что не	3	4
102	и у	2	4
103	и без	3	4
104	во всяком	6	4
105	тем что	5	4
106	не хочу	3	4
107	как будто	4	4
108	что это	4	4
109	в чем	3	4
110	уже в	2	3
111	такой же	5	3
112	совсем не	2	3
113	в целом	5	3
114	из них	8	3
115	другой стороны	7	3
116	все эти	5	3
117	того что	9	3
118	это не	8	3
119	сказать что	7	3
120	и во	2	3
121	даже и	2	3
122	говорить о	2	3
123	в начале	3	3
124	в котором	5	3
125	с этим	3	3
126	в ее	4	3
127	это и	4	3
128	том что	29	3
129	к концу	2	3
130	было бы	17	3
131	со всеми	2	3
132	за пределы	2	3
133	во всех	8	3
134	что и	6	3
135	а с	3	3
136	только с	2	3
137	ничего не	2	3
138	не менее	5	2
139	на вопрос	4	2
140	в сторону	2	2
141	места в	2	2
142	в этих	2	2
143	тому что	3	2
144	для этого	2	2
145	о них	2	2
146	столь же	4	2
147	вообще не	2	2
148	с этой	3	2
149	я уже	3	2
150	что все	2	2
151	это в	4	2
152	вопрос о	4	2
153	что на	2	2
154	ни в	3	2
155	без всякого	2	2
156	что с	2	2
157	при этом	2	2
158	например в	8	2
159	совпадает с	2	2
160	время как	2	2
161	в своем	2	2
162	что оно	3	2
163	на которой	2	2
164	и по	5	2
165	есть только	2	2
166	но для	2	2
167	в которых	5	2
168	их в	2	2
169	в ней	3	2
170	по своей	2	2
171	ни на	2	2
172	но ведь	8	2
173	о том	17	2
174	в первом	2	2
175	с которыми	2	2
176	нет ни	2	2
177	а как	2	2
178	всех этих	2	2
179	это место	2	2
180	смысле этого	2	2
181	будто бы	3	2
182	того времени	5	2
183	этих двух	3	2
184	не знаю	2	2
185	не хочет	2	2
186	материал для	3	2
187	быть в	2	2
188	раз в	2	2
189	то в	3	2
190	должна была	4	2
191	но я	4	2
192	очень часто	3	2
193	но именно	2	2
194	кажется что	3	2
195	его же	2	2
196	конечно не	2	2
197	как можно	2	2
198	своего рода	3	2
199	быть и	2	2
200	бы и	4	2
201	говорит о	3	2
202	бы не	2	2
203	на этот	3	2
204	хотя бы	6	2
205	с точки	8	2
206	в которой	4	2
207	той же	5	2
208	можно было	13	2
209	и об	7	2
210	и вообще	3	2
211	этот раз	2	2
