N	2gram	Bakhtin_Pr_5	Analitik
1	в этом	14	18
2	и в	35	16
3	не только	10	16
4	так и	8	15
5	как и	18	14
6	в том	5	12
7	своего рода	2	12
8	но и	14	12
9	и не	27	12
10	том что	3	12
11	как бы	31	10
12	при этом	2	10
13	а не	4	10
14	в пределах	11	9
15	лишь в	7	9
16	и даже	5	9
17	ничего не	3	9
18	то есть	16	9
19	в целом	3	8
20	и т.п	6	8
21	не случайно	2	8
22	к тому	6	7
23	в себе	5	7
24	то что	10	7
25	особенно в	2	7
26	о том	2	7
27	с другой	4	6
28	в самом	6	6
29	в мире	4	6
30	и на	6	6
31	говорить о	3	6
32	может быть	14	6
33	но в	19	6
34	говорит о	2	5
35	в сторону	2	5
36	и к	12	5
37	не менее	2	4
38	в своем	2	4
39	столь же	2	4
40	в конце	5	4
41	у него	4	4
42	уже не	3	4
43	тому же	3	4
44	него на	2	4
45	не в	10	4
46	за пределы	3	4
47	но не	6	4
48	для него	14	4
49	в сущности	14	4
50	совпадает с	2	4
51	внутренней речи	5	4
52	отношению к	7	4
53	во всех	3	4
54	как в	5	4
55	все это	14	4
56	как раз	4	4
57	по отношению	6	4
58	не может	18	4
59	на этом	2	4
60	и его	14	4
61	то же	15	4
62	хотя и	2	4
63	между двумя	2	4
64	он в	4	4
65	точки зрения	7	4
66	только в	6	4
67	никогда не	4	3
68	прежде всего	12	3
69	или иной	4	3
70	этого слова	5	3
71	что на	2	3
72	одной из	2	3
73	не мог	3	3
74	так что	5	3
75	с самим	15	3
76	обращает на	2	3
77	было бы	3	3
78	и сам	7	3
79	со своим	2	3
80	на его	4	3
81	в речи	2	3
82	или в	2	3
83	той или	4	3
84	что и	3	3
85	из них	3	3
86	приводит к	2	3
87	только на	4	3
88	не знает	6	3
89	можно было	2	3
90	а в	7	3
91	как мы	8	3
92	тому как	2	3
93	с ними	5	3
94	и то	5	3
95	тем что	4	3
96	подобно тому	2	3
97	я в	4	3
98	как будто	4	3
99	сводится к	3	3
100	и т.д	3	3
101	бы в	4	3
102	в эту	4	3
103	я и	2	3
104	и все	15	3
105	в общем	3	2
106	а как	2	2
107	своего собственного	3	2
108	вступает в	2	2
109	того что	3	2
110	уже и	2	2
111	вообще не	2	2
112	другого и	3	2
113	в одном	6	2
114	что все	2	2
115	появляется в	3	2
116	этом смысле	3	2
117	вовсе не	7	2
118	не знаю	2	2
119	по себе	4	2
120	теми же	2	2
121	к своему	5	2
122	момент его	2	2
123	знаю что	2	2
124	а затем	2	2
125	отличие от	2	2
126	из его	2	2
127	должна была	2	2
128	ведь ты	2	2
129	же время	10	2
130	что в	6	2
131	что с	2	2
132	еще не	7	2
133	ведь и	4	2
134	в своей	4	2
135	не о	4	2
136	еще в	4	2
137	в котором	3	2
138	диалог в	2	2
139	даже в	5	2
140	это было	2	2
141	с ее	3	2
142	себя в	2	2
143	в отличие	2	2
144	вместе с	2	2
145	на него	5	2
146	и внутренне	2	2
147	другой стороны	3	2
148	таким образом	7	2
149	здесь в	2	2
150	той же	2	2
151	я как	3	2
152	те же	2	2
153	но эта	2	2
154	и слово	8	2
155	на этот	2	2
156	и он	2	2
157	речи в	2	2
158	и для	8	2
159	с точки	2	2
160	голосов в	5	2
161	так же	7	2
162	между тем	4	2
163	и во	3	2
164	он не	13	2
165	он и	5	2
166	о себе	17	2
167	на протяжении	5	2
168	в то	11	2
169	в его	21	2
170	в диалоге	3	2
171	его в	4	2
172	в этих	2	2
173	в произведении	2	2
174	сказать что	3	2
175	с ним	7	2
176	о своей	3	2
177	же не	4	2
