N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	7	9
2	но в то же	2	5
3	героя о себе самом	3	4
4	в том что он	4	4
5	сознаний с их мирами	4	4
6	себе самом и о	2	4
7	о себе самом и	3	4
8	личного стиля и тона	3	3
9	как объект а как	3	3
10	в кругозор самого героя	3	3
11	а как другой субъект	3	3
12	не как объект а	3	3
13	чужое я не как	3	3
14	то же время не	2	3
15	объект а как другой	3	3
16	я не как объект	3	3
17	потому что она не	2	3
18	утвердить чужое я не	3	3
19	с точки зрения монологического	3	3
20	дело идет не об	3	2
21	как в дантовском мире	2	2
22	материале произведений достоевского мы	2	2
23	отпечаток его личного стиля	2	2
24	но и не служит	2	2
25	множественность равноправных сознаний с	2	2
26	достоевского утвердить чужое я	2	2
27	не нарушает строгой определенности	2	2
28	пространстве а не во	2	2
29	в пределах отдельных сознаний	2	2
30	той же основной особенности	2	2
31	и в то же	3	2
32	на материале произведений достоевского	2	2
33	точки зрения монологического понимания	2	2
34	его о себе самом	2	2
35	глубокий отпечаток его личного	2	2
36	кругозор самого героя и	2	2
37	а в то же	2	2
38	на мир и на	3	2
39	все эти композиционные приемы	2	2
40	это не значит конечно	2	2
41	самосознание как художественная доминанта	3	2
42	а не во времени	2	2
43	и в этом отношении	2	2
44	в их основе идеями	2	2
45	критической литературы о достоевском	2	2
46	в полифоническом романе достоевского	2	2
47	только в этой форме	2	2
48	в самой структуре романа	2	2
49	его личного стиля и	2	2
50	рядом с другими чертами	2	2
51	слово героя о себе	2	2
52	они уже не могут	2	2
53	не значит конечно что	2	2
54	роман роман с идеей	2	2
55	в самом построении романа	2	2
56	лежащими в их основе	2	2
57	является лишь одним из	2	2
58	характера типа и темперамента	2	2
59	как и благодаря чему	2	2
60	точка зрения на мир	2	2
61	равноправных сознаний с их	2	2
62	раскольникова ивана карамазова и	2	2
63	что может быть осмысленно	2	2
64	идея как предмет изображения	2	2
65	среды почвы и земли	2	2
66	видения и понимания мира	2	2
67	звенья единого диалектического ряда	2	2
68	становится живым существом и	2	2
69	в пространстве а не	2	2
70	как звенья единого диалектического	2	2
71	по себе еще не	2	2
72	на вопрос кто он?	2	2
73	сами по себе еще	2	2
74	лентяй да ведь это	2	2
75	художественного видения и изображения	2	2
76	от характера типа и	2	2
77	в разрезе данного мгновения	2	2
78	определение романа достоевского как	2	2
