N	2gram	Propp_Isto_7	Psycholo
1	и в	24	38
2	то что	7	35
3	в том	7	25
4	в самом	2	25
5	что в	13	20
6	может быть	14	19
7	и что	10	18
8	на то	3	16
9	что она	5	16
10	точки зрения	4	16
11	том что	10	14
12	как бы	4	14
13	и т	17	14
14	потому что	9	14
15	совершенно ясно	4	13
16	в этом	12	13
17	мы видим	10	12
18	было бы	2	12
19	не только	21	12
20	мы увидим	6	12
21	таким образом	7	12
22	не в	9	12
23	что он	21	11
24	что это	6	10
25	то же	8	10
26	и не	4	10
27	и все	6	10
28	увидим что	2	9
29	все же	9	8
30	перед нами	2	8
31	с этим	2	8
32	вовсе не	4	8
33	для нас	6	8
34	как и	6	8
35	так что	3	8
36	видим что	3	8
37	и это	2	8
38	с другой	9	7
39	в ее	2	7
40	а не	8	7
41	мы можем	4	7
42	не может	14	7
43	что у	4	7
44	как мы	3	7
45	а в	10	7
46	мы уже	4	7
47	из них	2	6
48	и здесь	12	6
49	мы видели	7	6
50	до сих	2	6
51	она не	2	6
52	один из	7	6
53	и если	3	6
54	в котором	2	6
55	не имеет	4	6
56	тому что	2	6
57	он не	6	6
58	с одной	5	6
59	так как	8	6
60	он говорит	2	6
61	как это	2	6
62	и его	3	6
63	и на	2	6
64	о том	9	6
65	там где	5	6
66	одной стороны	5	5
67	вместе с	7	5
68	но и	11	5
69	сих пор	3	5
70	другой стороны	8	5
71	и когда	2	5
72	или в	8	5
73	мы не	4	5
74	в которой	2	5
75	никогда не	4	4
76	если он	3	4
77	в тех	5	4
78	что они	3	4
79	при этом	4	4
80	не можем	2	4
81	когда он	3	4
82	конечно не	2	4
83	во всех	7	4
84	в нем	6	4
85	что и	8	4
86	ее в	3	4
87	как в	12	4
88	согласиться с	2	4
89	т д	16	4
90	образом мы	2	4
91	все эти	2	4
92	при помощи	3	4
93	здесь мы	5	4
94	того что	6	4
95	и даже	3	4
96	время как	2	4
97	что этот	2	4
98	сказать что	2	4
99	у него	10	4
100	только в	6	4
101	и другое	2	4
102	что эти	2	4
103	одна из	7	4
104	как только	2	3
105	в них	3	3
106	та же	2	3
107	из этих	3	3
108	к этому	2	3
109	из одного	3	3
110	она в	3	3
111	ни в	2	3
112	но это	3	3
113	того же	2	3
114	тот же	2	3
115	когда она	2	3
116	в один	2	3
117	и о	2	3
118	в основе	2	3
119	все это	8	3
120	то и	4	3
121	такое же	2	3
122	что не	2	3
123	не так	2	3
124	по его	2	3
125	к ним	2	3
126	и тем	2	3
127	того как	3	3
128	тем что	6	3
129	в то	2	3
130	его в	3	3
131	здесь не	2	3
132	что по	2	3
133	но в	5	3
134	в данном	4	2
135	но они	3	2
136	не могут	2	2
137	всех этих	6	2
138	и другие	9	2
139	в этих	13	2
140	так например	2	2
141	с этой	6	2
142	лежит в	2	2
143	этот случай	9	2
144	показывает что	8	2
145	и ее	2	2
146	уже не	2	2
147	по существу	4	2
148	в силу	2	2
149	из всего	2	2
150	что здесь	7	2
151	то время	2	2
152	со своей	2	2
153	они не	2	2
154	например в	3	2
155	должен был	2	2
156	но он	2	2
157	к ней	2	2
158	то это	5	2
159	из анализа	2	2
160	он может	4	2
161	дело не	5	2
162	данном случае	3	2
163	со стороны	2	2
164	говорит о	2	2
165	что его	2	2
166	вытекает из	2	2
167	так же	6	2
168	в одной	2	2
169	нами в	2	2
170	что за	3	2
171	должны были	3	2
172	не просто	2	2
173	мы рассмотрим	3	2
174	и наконец	3	2
175	ее так	2	2
176	и по	3	2
177	думать что	2	2
178	в качестве	3	2
179	в конце	3	2
180	и начал	2	2
181	не имеют	2	2
182	превратилась в	3	2
183	он в	2	2
184	к себе	3	2
185	представляет собой	4	2
186	в русской	5	2
187	представляют собой	5	2
188	случай из	2	2
189	с ним	5	2
190	ничего не	5	2
