N	2gram	Voloshinov_1	SlovoVZh
1	не может	24	16
2	точки зрения	34	14
3	может быть	26	14
4	и его	19	13
5	как бы	15	13
6	таким образом	17	12
7	и в	19	12
8	в нашем	2	11
9	отношению к	2	11
10	по отношению	3	11
11	и не	26	10
12	если бы	2	9
13	так как	2	9
14	прежде всего	13	8
15	сказать что	4	7
16	в нем	10	6
17	в процессе	14	6
18	при этом	8	6
19	с помощью	6	6
20	в том	6	6
21	только в	9	6
22	слова и	3	6
23	в ней	4	6
24	и др	2	5
25	то что	8	5
26	должна быть	2	5
27	никогда не	2	5
28	а не	7	5
29	можно сказать	3	5
30	то же	7	5
31	хотя бы	5	5
32	как и	12	5
33	том что	3	5
34	отнюдь не	6	5
35	как в	4	5
36	и следовательно	3	5
37	но в	7	5
38	в виду	2	5
39	и к	3	4
40	ни было	10	4
41	все же	8	4
42	жизни и	2	4
43	так и	11	4
44	от того	4	4
45	с другой	5	4
46	на самом	3	4
47	что не	2	4
48	в литературе	2	4
49	как если	2	4
50	социального общения	12	4
51	зависимости от	2	4
52	не в	5	4
53	в этом	16	4
54	и на	4	4
55	его в	3	4
56	в самом	10	4
57	за пределы	5	4
58	свое выражение	2	4
59	и является	2	4
60	не только	8	4
61	социального взаимодействия	2	3
62	в котором	3	3
63	отношении к	4	3
64	точка зрения	7	3
65	и более	2	3
66	бы то	8	3
67	не менее	4	3
68	в своей	3	3
69	быть и	3	3
70	сих пор	8	3
71	справедливо и	2	3
72	все это	3	3
73	как к	2	3
74	то ни	8	3
75	является продуктом	2	3
76	на границе	3	3
77	и вообще	2	3
78	все эти	7	3
79	ясно что	5	3
80	по себе	4	3
81	слово в	3	3
82	но и	8	3
83	и пр	12	3
84	того что	3	3
85	тем не	2	3
86	ни в	2	3
87	так же	7	3
88	самом деле	10	3
89	мы не	6	3
90	формы и	3	3
91	и с	2	3
92	о том	2	3
93	нуждается в	3	3
94	в каком	3	3
95	и ее	3	3
96	в себе	2	3
97	для него	9	3
98	до сих	8	3
99	в пределах	6	3
100	еще не	4	3
101	только на	4	3
102	и для	11	3
103	конечно не	5	3
104	из этого	2	3
105	внутренней речи	9	3
106	но для	2	3
107	между тем	3	3
108	место в	3	2
109	с этой	2	2
110	зависит от	2	2
111	какой степени	2	2
112	что и	2	2
113	в настоящее	6	2
114	независимо от	2	2
115	но все	3	2
116	что в	4	2
117	общего с	3	2
118	не остается	2	2
119	между собой	2	2
120	в своем	2	2
121	в отношении	4	2
122	социальной жизни	3	2
123	точку зрения	2	2
124	в какой	3	2
125	допустим что	2	2
126	нет ничего	3	2
127	другой стороны	6	2
128	что слово	4	2
129	и все	5	2
130	речи в	3	2
131	самое справедливо	2	2
132	к этому	5	2
133	те же	5	2
134	на материале	8	2
135	конечно в	2	2
136	его к	2	2
137	данного коллектива	2	2
138	слова но	2	2
139	не есть	3	2
140	словом и	2	2
141	в материале	3	2
142	с точки	20	2
143	и здесь	6	2
144	как же	4	2
145	же самое	3	2
146	и те	7	2
147	с другими	3	2
148	для других	2	2
149	более того	3	2
150	выражение и	2	2
151	в данном	4	2
152	в корне	3	2
153	мы можем	2	2
154	могут быть	2	2
155	выражение в	4	2
156	кроме того	6	2
157	до конца	5	2
158	она не	2	2
159	в то	3	2
160	настоящее время	6	2
161	может стать	5	2
162	материале слова	5	2
163	общения и	5	2
164	и та	2	2
165	имеет место	2	2
166	эта последняя	3	2
167	там где	2	2
168	со всех	2	2
169	идеологического творчества	9	2
170	в чем	2	2
171	ничего не	6	2
172	к его	2	2
173	совпадает с	2	2
174	он не	3	2
175	в условиях	4	2
176	в основном	6	2
177	в его	6	2
178	и потому	5	2
179	из него	2	2
180	между ними	4	2
