N	2gram	Ircho_Kome_3	Hudozhes
1	и в	22	28
2	том что	13	19
3	в ее	3	18
4	и не	21	18
5	в том	12	15
6	а не	4	14
7	не в	4	13
8	в этом	8	13
9	о том	8	12
10	как и	3	11
11	при этом	7	11
12	в его	8	11
13	не только	5	11
14	но и	4	9
15	в себе	4	9
16	о чем	7	8
17	что он	8	8
18	может быть	6	8
19	так и	4	8
20	между тем	2	8
21	и все	2	7
22	к тому	6	7
23	об этом	7	7
24	в мире	2	7
25	в частности	3	7
26	отношению к	3	7
27	что она	4	7
28	по отношению	5	7
29	с ним	5	7
30	состоит в	2	7
31	как это	5	7
32	это не	2	6
33	в котором	2	6
34	то что	4	6
35	в своей	5	6
36	если бы	8	6
37	то же	7	6
38	не было	2	6
39	а в	7	6
40	в глазах	8	6
41	и с	4	6
42	тем что	5	6
43	в то	6	6
44	с его	3	5
45	не менее	5	5
46	у него	4	5
47	в своем	8	5
48	как бы	3	5
49	как в	2	5
50	в этой	3	5
51	что в	5	5
52	она не	2	5
53	и сам	5	5
54	в самом	9	5
55	наряду с	2	5
56	никогда не	3	5
57	не могла	3	5
58	и его	6	5
59	ничего не	3	5
60	тому что	2	4
61	тем не	3	4
62	что они	2	4
63	в качестве	2	4
64	же время	5	4
65	для того	6	4
66	и о	2	4
67	он не	5	4
68	в конечном	2	4
69	что и	8	4
70	и т	4	4
71	как раз	6	4
72	не может	3	4
73	человека в	2	4
74	того чтобы	6	4
75	в других	3	4
76	бы не	2	3
77	все время	2	3
78	конечном счете	2	3
79	в них	3	3
80	столь же	3	3
81	с другой	4	3
82	в одном	2	3
83	человека и	2	3
84	к себе	5	3
85	но при	2	3
86	прежде всего	5	3
87	в нем	3	3
88	и ее	2	3
89	самом деле	6	3
90	все что	3	3
91	еще не	6	3
92	одной стороны	3	3
93	было бы	3	3
94	несмотря на	4	3
95	одной из	3	3
96	раз в	2	3
97	в ней	4	3
98	ли в	2	3
99	на него	4	3
100	со стороны	11	3
101	все это	5	3
102	с одной	3	3
103	едва ли	7	3
104	и он	2	3
105	так же	4	3
106	можно было	2	3
107	с другими	2	3
108	и на	2	3
109	теперь же	3	3
110	на себя	4	3
111	же самое	3	3
112	на ее	3	3
113	как он	3	3
114	и это	2	3
115	к нему	5	3
116	всего лишь	2	3
117	он знает	4	2
118	в основе	2	2
119	только для	2	2
120	сам он	2	2
121	прежде чем	3	2
122	т е	16	2
123	а о	2	2
124	себя и	2	2
125	как видим	2	2
126	отнюдь не	4	2
127	однако в	4	2
128	не как	2	2
129	вовсе не	4	2
130	а как	2	2
131	не с	2	2
132	о его	2	2
133	как мы	2	2
134	мы знаем	2	2
135	а по	5	2
136	в г	2	2
137	тому же	6	2
138	о любви	2	2
139	с женой	2	2
140	что не	3	2
141	и к	3	2
142	не по	7	2
143	к ней	8	2
144	а также	2	2
145	до сих	9	2
146	не является	4	2
147	один из	3	2
148	все же	4	2
149	не будет	2	2
150	отношение к	5	2
151	из них	5	2
152	вместе с	9	2
153	дело не	2	2
154	сих пор	9	2
155	этой связи	2	2
156	приводит к	3	2
157	дело с	3	2
158	здесь не	2	2
159	т п	4	2
160	в двух	3	2
161	о которой	2	2
162	более чем	5	2
163	который в	3	2
164	между ними	2	2
165	хотя бы	4	2
166	и для	4	2
167	с точки	3	2
168	в т	3	2
169	роль в	2	2
170	потому что	10	2
171	нуждается в	2	2
172	точки зрения	4	2
173	себе в	3	2
174	говорить о	3	2
175	в другом	2	2
176	его присутствии	2	2
177	его в	8	2
178	нет ничего	2	2
179	не зная	3	2
180	но в	5	2
181	любви к	5	2
182	том как	3	2
