N	3gram	Losev_Prob_3	Problemy
1	в то же	4	12
2	на самом деле	2	10
3	не может быть	5	6
4	во всяком случае	6	5
5	с точки зрения	2	4
6	то ни было	3	4
7	бы то ни	4	4
8	может быть даже	3	3
9	по крайней мере	5	3
10	в конце концов	3	3
11	с другой стороны	5	3
12	той или иной	8	2
13	ни в чем	2	2
14	и в этом	6	2
15	о том что	3	2
16	в той или	2	2
17	а вовсе не	2	2
18	и т д	13	2
19	того или другого	3	2
20	тем не менее	10	2
21	в этом случае	5	2
22	в отличие от	2	2
23	как мы видели	2	2
24	сама по себе	8	2
25	именно потому что	3	2
26	в чем не	2	2
27	как раз и	4	2
28	чего бы то	2	2
