N	2gram	Tiupa_Narr_2	Analitik
1	в тексте	8	24
2	тогда как	15	19
3	в этом	13	18
4	в частности	11	16
5	и в	13	16
6	не только	26	16
7	так и	9	15
8	как и	4	14
9	в том	14	12
10	своего рода	9	12
11	но и	15	12
12	и не	14	12
13	том что	13	12
14	в качестве	14	11
15	иначе говоря	7	11
16	как бы	6	10
17	при этом	14	10
18	а не	17	10
19	и даже	3	9
20	в этой	4	9
21	ничего не	6	9
22	то есть	9	9
23	в данном	10	8
24	отнюдь не	4	8
25	состоит в	12	8
26	в целом	3	8
27	и т.п	6	8
28	не случайно	2	8
29	представляет собой	16	8
30	всего лишь	6	8
31	к тому	9	7
32	в себе	8	7
33	то что	8	7
34	о том	5	7
35	а также	6	7
36	с другой	5	6
37	в самом	2	6
38	в мире	4	6
39	говорить о	2	6
40	может быть	10	6
41	как это	4	6
42	но в	6	6
43	говорит о	2	5
44	и к	6	5
45	данном случае	6	5
46	с одной	5	5
47	не менее	4	4
48	только не	2	4
49	в своем	6	4
50	столь же	2	4
51	в конце	4	4
52	можно сказать	6	4
53	у него	6	4
54	уже не	4	4
55	тому же	4	4
56	не в	8	4
57	читателя в	4	4
58	но не	3	4
59	тем самым	5	4
60	для него	4	4
61	одной стороны	5	4
62	в аспекте	3	4
63	как правило	3	4
64	имеет место	2	4
65	внутренней речи	3	4
66	и тем	5	4
67	отношению к	5	4
68	во второй	2	4
69	как в	5	4
70	как раз	3	4
71	по отношению	5	4
72	не может	8	4
73	и его	3	4
74	то же	4	4
75	уже говорилось	4	4
76	коммуникативного события	8	4
77	хотя и	5	4
78	точки зрения	5	4
79	только в	11	4
80	в сознании	2	4
81	в себя	4	4
82	в рамках	6	3
83	место в	5	3
84	никогда не	6	3
85	в нашем	2	3
86	как о	2	3
87	не столько	5	3
88	на фоне	2	3
89	прежде всего	6	3
90	как уже	2	3
91	или иного	3	3
92	или иной	3	3
93	при всей	4	3
94	ему в	2	3
95	тем не	5	3
96	имеем дело	2	3
97	по поводу	2	3
98	было бы	2	3
99	и сам	3	3
100	несмотря на	2	3
101	со своим	2	3
102	мы имеем	3	3
103	в центре	2	3
104	той или	3	3
105	что и	2	3
106	со стороны	6	3
107	только на	2	3
108	если бы	4	3
109	и читателя	2	3
110	ответ на	5	3
111	этом отношении	3	3
112	именно в	2	3
113	того или	3	3
114	главного героя	2	3
115	можно было	2	3
116	а в	9	3
117	тому как	2	3
118	с ними	3	3
119	в результате	2	3
120	подобно тому	2	3
121	я в	5	3
122	сводится к	9	3
123	и т.д	4	3
124	бы в	2	3
125	едва ли	3	3
126	в конечном	3	3
127	и все	4	3
128	встречи с	2	2
129	классического реализма	2	2
130	а как	3	2
131	в ответ	3	2
132	вступает в	2	2
133	того что	6	2
134	очевидным образом	2	2
135	или даже	3	2
136	в случае	2	2
137	вовсе не	2	2
138	вследствие этого	2	2
139	на то	2	2
140	к своему	2	2
141	конечном счете	3	2
142	отличие от	5	2
143	в соответствии	3	2
144	соответствии с	3	2
145	присутствия в	2	2
146	к читателю	2	2
147	а то	2	2
148	все что	4	2
149	превращается в	2	2
150	не оказывается	2	2
151	же время	3	2
152	что в	4	2
153	что с	2	2
154	мы узнаем	2	2
155	еще не	2	2
156	о чем	2	2
157	иного рода	2	2
158	такого рода	12	2
159	о жизни	4	2
160	в своей	4	2
161	текста и	2	2
162	в обоих	2	2
163	в котором	5	2
164	один из	3	2
165	себя в	2	2
166	строго говоря	3	2
167	картины мира	2	2
168	в отличие	5	2
169	на него	5	2
170	что она	2	2
171	от которого	3	2
172	вслед за	6	2
173	жизнью и	2	2
174	внимание на	3	2
175	собственно говоря	2	2
176	о личности	2	2
177	таким образом	5	2
178	той же	2	2
179	за пределами	3	2
180	те же	2	2
181	перекликается с	2	2
182	свидетельствует о	4	2
183	и он	2	2
184	не имеет	2	2
185	и для	3	2
186	с точки	2	2
187	так же	2	2
188	роль в	2	2
189	в таком	3	2
190	не следует	3	2
191	никак не	3	2
192	и адресата	2	2
193	между тем	3	2
194	одно из	2	2
195	самого рассказывания	2	2
196	он не	5	2
197	к его	3	2
198	на протяжении	5	2
199	в то	5	2
200	повествования в	3	2
201	в его	6	2
202	представляют собой	2	2
203	сказать что	3	2
204	выше уже	2	2
205	с ним	4	2
206	стало быть	2	2
