N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	46
2	в слове	4	32
3	в том	7	32
4	и в	27	30
5	может быть	25	28
6	то же	15	23
7	не только	9	21
8	только в	8	21
9	для нас	3	20
10	но и	10	19
11	внутренней формы	3	19
12	том что	4	18
13	то что	8	18
14	того что	3	18
15	что в	8	17
16	не есть	4	17
17	по себе	4	16
18	в себе	3	16
19	не в	12	15
20	и не	30	15
21	а не	17	15
22	таким образом	18	14
23	что и	2	13
24	так как	9	13
25	вместе с	6	12
26	если бы	12	12
27	этого слова	2	11
28	так и	21	11
29	как и	14	10
30	как в	4	10
31	и что	3	10
32	в этом	18	10
33	в то	7	10
34	из этих	2	9
35	было бы	6	9
36	в нем	15	9
37	мы не	4	9
38	между тем	7	9
39	тогда когда	4	9
40	в самом	11	8
41	от того	2	8
42	в ней	5	8
43	смысле этого	2	7
44	с другой	6	7
45	вовсе не	28	7
46	к тому	4	7
47	как мы	8	7
48	с тем	7	7
49	но не	5	7
50	в языке	2	7
51	тем что	5	7
52	же что	2	6
53	но оно	2	6
54	и теперь	6	6
55	что он	6	6
56	но это	2	6
57	из них	2	6
58	те же	3	6
59	художественное произведение	11	6
60	не может	24	6
61	уже не	3	6
62	уже в	4	5
63	не могут	10	5
64	независимо от	5	5
65	в них	3	5
66	человека и	2	5
67	в каком	2	5
68	художественного произведения	7	5
69	и как	4	5
70	же время	7	5
71	в своем	2	5
72	очевидно что	2	5
73	еще не	6	5
74	в действительности	9	5
75	и тем	3	5
76	отношению к	3	5
77	слово как	3	5
78	не менее	7	5
79	по отношению	3	5
80	тому как	5	5
81	не следует	3	5
82	сказать что	3	5
83	и т	11	5
84	слова и	4	5
85	что это	3	4
86	перестает быть	2	4
87	столь же	3	4
88	оно не	3	4
89	и от	11	4
90	одной и	2	4
91	форма в	2	4
92	мы видели	4	4
93	что именно	5	4
94	в смысле	4	4
95	все это	7	4
96	в его	7	4
97	и между	5	4
98	была бы	2	4
99	в котором	2	4
100	другой стороны	5	4
101	а и	3	4
102	бы не	2	4
103	и его	19	4
104	для того	4	4
105	тем же	7	4
106	быть только	2	4
107	мы должны	2	4
108	и это	2	4
109	и потому	5	4
110	слово в	2	4
111	место в	10	3
112	могут быть	4	3
113	одним и	2	3
114	тому что	3	3
115	прежде всего	4	3
116	и все	8	3
117	к этому	2	3
118	не можем	2	3
119	тем не	2	3
120	а к	2	3
121	в последнем	2	3
122	мы можем	4	3
123	бы ни	4	3
124	можно сказать	3	3
125	при этом	8	3
126	действительности и	6	3
127	никак не	3	3
128	и следовательно	3	3
129	что она	2	3
130	как бы	8	3
131	в целом	4	3
132	время в	3	3
133	со стороны	4	3
134	только на	4	3
135	и тогда	2	3
136	художественном произведении	3	3
137	т д	6	3
138	того чтобы	5	3
139	друг друга	5	3
140	так же	9	3
141	в таком	2	3
142	в каждом	5	3
143	и на	3	3
144	это можно	2	3
145	же и	4	3
146	к одной	2	3
147	в искусстве	7	3
148	говорить о	2	3
149	его в	7	3
150	в произведении	3	3
151	там где	7	3
152	том как	2	3
153	возможно только	2	3
154	только не	2	2
155	что ни	2	2
156	связи с	5	2
157	в какой	3	2
158	не как	2	2
159	между людьми	3	2
160	на все	2	2
161	нам кажется	2	2
162	одной из	2	2
163	в ее	4	2
164	в этой	2	2
165	что они	5	2
166	как ее	4	2
167	от него	2	2
168	можно только	2	2
169	как о	2	2
170	она не	4	2
171	или на	2	2
172	мы уже	3	2
173	бы например	2	2
174	за пределы	2	2
175	лишь тогда	2	2
176	был бы	2	2
177	даже в	2	2
178	только один	2	2
179	с таким	2	2
180	все же	6	2
181	жизни и	4	2
182	то или	2	2
183	в своей	6	2
184	что уже	2	2
185	бы быть	2	2
186	что же	5	2
187	так в	2	2
188	в нас	2	2
189	т п	5	2
190	входит в	8	2
191	и содержание	2	2
192	этом отношении	3	2
193	это и	2	2
194	самом деле	16	2
195	и даже	2	2
196	и притом	2	2
197	той же	3	2
198	в которых	3	2
199	это единство	3	2
200	их в	3	2
201	ни в	8	2
202	от этого	2	2
203	точки зрения	16	2
204	из виду	2	2
205	подобно тому	4	2
206	могла быть	2	2
207	то он	3	2
208	связь между	4	2
209	что собственно	2	2
210	бы в	6	2
211	может стать	3	2
212	о том	4	2
213	произведение есть	2	2
214	так сказать	5	2
215	души и	3	2
216	в области	2	2
217	и с	3	2
