N	2gram	Losev_Prob_2	Literetu
1	и не	37	22
2	и в	35	16
3	при этом	3	15
4	не только	24	14
5	но и	16	14
6	в этом	17	14
7	а не	10	12
8	то что	38	12
9	может быть	18	12
10	в том	12	12
11	в частности	5	11
12	не в	2	10
13	такого рода	15	10
14	то же	5	9
15	так и	7	9
16	того что	12	9
17	в то	6	9
18	том что	19	8
19	не может	13	8
20	в этой	9	8
21	как бы	4	8
22	тем самым	7	7
23	точки зрения	2	7
24	только в	14	7
25	с другой	6	6
26	к тому	3	6
27	еще не	10	6
28	в его	7	6
29	в себе	5	6
30	о том	18	6
31	в качестве	2	5
32	что он	4	5
33	как и	5	5
34	лишь в	3	5
35	в целом	3	5
36	вместе с	2	5
37	а именно	6	5
38	а в	4	5
39	в основе	3	5
40	то есть	39	5
41	но не	4	4
42	даже в	2	4
43	одной стороны	5	4
44	и если	3	4
45	и для	6	4
46	хотя и	3	4
47	говоря уже	4	4
48	не говоря	4	4
49	данном случае	5	4
50	входит в	2	4
51	с одной	5	4
52	а также	2	4
53	должно быть	2	4
54	в данном	10	4
55	как будто	6	4
56	том числе	2	3
57	отнюдь не	5	3
58	свое место	2	3
59	все еще	4	3
60	прежде всего	11	3
61	и как	4	3
62	о чем	6	3
63	совершенно не	2	3
64	и к	3	3
65	в самом	5	3
66	и а	2	3
67	в слове	3	3
68	еще в	2	3
69	и тем	4	3
70	но уже	5	3
71	бы и	7	3
72	уже не	8	3
73	самом деле	4	3
74	и наконец	3	3
75	как на	2	3
76	той же	2	3
77	тому как	3	3
78	потому что	13	3
79	уже о	4	3
80	едва ли	9	3
81	в области	6	3
82	но в	6	3
83	с которой	3	2
84	к предмету	3	2
85	сознания и	2	2
86	что в	11	2
87	она и	2	2
88	не менее	13	2
89	если бы	4	2
90	так или	6	2
91	в случае	3	2
92	то ни	3	2
93	как о	3	2
94	оно не	3	2
95	в конце	7	2
96	вопрос о	3	2
97	по себе	8	2
98	ни с	2	2
99	стороны и	4	2
100	на то	6	2
101	или иной	5	2
102	и ее	2	2
103	у нас	18	2
104	и при	2	2
105	связи с	5	2
106	знает что	2	2
107	числе и	2	2
108	можно сказать	6	2
109	было бы	8	2
110	и сам	2	2
111	что не	5	2
112	несмотря на	3	2
113	во всех	2	2
114	той или	5	2
115	о нем	2	2
116	не вполне	4	2
117	собой но	2	2
118	для себя	9	2
119	один из	3	2
120	то это	3	2
121	что и	2	2
122	все же	8	2
123	бы то	2	2
124	как мы	5	2
125	в советской	2	2
126	внимание на	3	2
127	так же	5	2
128	как раз	8	2
129	и только	4	2
130	если не	4	2
131	еще и	5	2
132	того чтобы	2	2
133	для того	3	2
134	другой стороны	5	2
135	и даже	11	2
136	на свете	4	2
137	или иначе	6	2
138	в своих	3	2
139	и на	5	2
140	мы и	6	2
141	и с	10	2
142	быть только	3	2
143	тем что	4	2
144	подобно тому	2	2
145	далеко не	4	2
146	представляет собой	2	2
147	не знает	3	2
148	же самое	6	2
149	могли бы	3	2
150	и вовсе	6	2
151	его в	3	2
152	здесь не	2	2
153	здесь как	2	2
154	это будет	3	2
155	если это	2	2
156	для меня	5	2
