N	2gram	Vygotskiy__1	Narrotol
1	не только	13	32
2	может быть	22	25
3	но и	2	23
4	в качестве	2	21
5	и не	16	20
6	и в	31	19
7	то есть	26	19
8	в том	30	18
9	в этом	12	17
10	в частности	3	14
11	том что	16	14
12	не в	11	14
13	состоит в	3	13
14	а не	13	12
15	представляет собой	2	12
16	то что	32	11
17	а в	6	11
18	не может	17	10
19	точки зрения	15	10
20	при этом	19	9
21	со стороны	4	9
22	так и	3	9
23	в его	6	9
24	с другой	5	8
25	не является	5	8
26	в себе	4	8
27	как и	16	7
28	к тому	4	7
29	все же	5	7
30	как в	9	7
31	с одной	5	7
32	одной стороны	6	7
33	что он	7	6
34	но не	3	6
35	точка зрения	4	6
36	в себя	2	6
37	тем самым	2	6
38	как это	4	6
39	иначе говоря	5	6
40	о том	7	6
41	но в	3	6
42	и как	2	5
43	отнюдь не	6	5
44	нуждается в	3	5
45	по себе	9	5
46	тому же	3	5
47	уже не	2	5
48	к нему	2	5
49	и его	7	5
50	в основе	2	5
51	в отличие	3	5
52	отличие от	4	5
53	в этой	3	5
54	далеко не	2	5
55	точку зрения	3	4
56	прежде всего	4	4
57	в нем	2	4
58	у него	4	4
59	то же	5	4
60	в силу	3	4
61	было бы	6	4
62	вслед за	6	4
63	имеет место	2	4
64	как бы	5	4
65	речь идет	3	4
66	и тем	2	4
67	другой стороны	5	4
68	отличается от	2	4
69	те же	4	4
70	из которых	3	4
71	сказать что	7	4
72	только в	14	4
73	и с	2	4
74	не существует	2	3
75	не менее	2	3
76	же как	4	3
77	что в	23	3
78	могут быть	11	3
79	никогда не	8	3
80	уже в	3	3
81	из этих	6	3
82	тем не	2	3
83	ни в	9	3
84	это и	3	3
85	что они	2	3
86	одна из	4	3
87	в сущности	10	3
88	хотя и	3	3
89	он не	3	3
90	и даже	6	3
91	один из	4	3
92	не есть	3	3
93	не будет	3	3
94	как говорит	2	3
95	из них	2	3
96	жизни и	3	3
97	когда он	2	3
98	в ее	5	3
99	этом отношении	2	3
100	как мы	2	3
101	столь же	4	3
102	то или	2	3
103	будто бы	2	3
104	между тем	4	3
105	в конечном	3	3
106	в то	5	3
107	как будто	5	3
108	что это	6	3
109	в произведении	3	3
110	дело с	3	2
111	в известном	2	2
112	или иное	2	2
113	независимо от	2	2
114	должна быть	3	2
115	себя и	2	2
116	в полном	2	2
117	конечном счете	3	2
118	в своем	3	2
119	себе не	3	2
120	что у	3	2
121	в какой	5	2
122	та же	3	2
123	от всех	3	2
124	точно так	3	2
125	совершенно очевидно	3	2
126	не всегда	2	2
127	в собственном	3	2
128	идет о	2	2
129	утверждать что	5	2
130	и сейчас	2	2
131	различие между	4	2
132	что на	3	2
133	точек зрения	3	2
134	говорит о	2	2
135	по существу	4	2
136	только о	2	2
137	ту или	2	2
138	есть в	7	2
139	более или	2	2
140	и тот	2	2
141	она не	5	2
142	несмотря на	5	2
143	например в	3	2
144	в область	2	2
145	наконец в	2	2
146	и когда	3	2
147	и потому	2	2
148	даже в	2	2
149	или менее	2	2
150	приводит к	2	2
151	который в	3	2
152	отношение к	2	2
153	так же	12	2
154	как раз	2	2
155	как к	2	2
156	в связи	2	2
157	и только	3	2
158	не было	3	2
159	этой точки	5	2
160	совершенно не	5	2
161	самом деле	9	2
162	что мы	8	2
163	и для	5	2
164	с точки	2	2
165	роль в	3	2
166	в таком	3	2
167	тому как	7	2
168	в результате	4	2
169	одно из	2	2
170	не то	2	2
171	подобно тому	5	2
172	приходит к	2	2
173	но как	2	2
174	исходя из	3	2
175	все то	3	2
176	этого слова	4	2
177	и все	5	2
178	его в	2	2
179	зрения на	2	2
180	это все	3	2
181	когда мы	3	2
182	ничего не	2	2
183	что по	3	2
184	мы имеем	4	2
185	таком случае	2	2
186	о чем	2	2
