N	2gram	Vygotskiy__3	Formalny
1	и в	38	38
2	в этом	13	27
3	может быть	19	23
4	и его	6	21
5	таким образом	12	20
6	и не	10	20
7	в самом	25	16
8	не в	12	15
9	и т	14	14
10	не может	7	14
11	в нем	4	13
12	но и	5	13
13	с тем	8	11
14	в том	25	11
15	вовсе не	8	11
16	в его	5	10
17	как и	8	9
18	при этом	4	9
19	не только	12	9
20	т п	5	9
21	отнюдь не	2	8
22	что и	4	8
23	все же	8	8
24	самом деле	21	8
25	тем что	3	8
26	точки зрения	16	8
27	что в	20	7
28	не могут	2	7
29	для него	2	7
30	по существу	2	7
31	в своей	5	7
32	как мы	7	7
33	уже не	2	7
34	с точки	9	7
35	все время	30	6
36	то что	35	6
37	в истории	2	6
38	и ее	2	6
39	в ней	15	6
40	в этой	13	6
41	было бы	12	6
42	вместе с	5	6
43	то же	10	6
44	все эти	4	6
45	а не	7	6
46	как раз	8	6
47	он не	6	6
48	только в	4	6
49	а в	7	6
50	хотя бы	2	6
51	в общем	2	5
52	должна быть	5	5
53	если бы	14	5
54	что он	11	5
55	по преимуществу	2	5
56	во всех	4	5
57	если мы	6	5
58	что же	2	5
59	с этим	8	5
60	и только	3	5
61	т д	4	5
62	и для	4	5
63	всего этого	2	5
64	говорит он	2	5
65	в основе	3	5
66	в то	3	5
67	бы в	3	5
68	во всяком	2	5
69	всяком случае	2	5
70	к этому	3	4
71	к тому	6	4
72	мы видели	6	4
73	что они	4	4
74	совершенно не	5	4
75	в сущности	10	4
76	как бы	14	4
77	и к	3	4
78	из них	6	4
79	как в	4	4
80	другой стороны	5	4
81	что оно	2	4
82	что не	3	4
83	и наконец	2	4
84	и даже	4	4
85	в поэтической	5	4
86	одним словом	2	4
87	там где	6	4
88	здесь не	3	4
89	они не	2	4
90	ничего не	2	4
91	так как	6	4
92	но в	3	4
93	одного из	2	3
94	всех этих	2	3
95	главным образом	3	3
96	место в	3	3
97	была бы	2	3
98	и может	2	3
99	в какой	5	3
100	с другой	7	3
101	из этих	3	3
102	поэзии в	2	3
103	бы она	2	3
104	и здесь	6	3
105	и как	8	3
106	без всякой	2	3
107	из всего	2	3
108	например в	2	3
109	следует что	2	3
110	то это	2	3
111	в целом	4	3
112	все это	3	3
113	то и	3	3
114	на самом	2	3
115	материалом для	2	3
116	такой же	2	3
117	того что	4	3
118	того чтобы	9	3
119	для того	8	3
120	мы не	5	3
121	или в	5	3
122	и на	6	3
123	однако и	2	3
124	как к	2	3
125	к поэтической	2	3
126	и все	10	3
127	его в	3	3
128	том смысле	2	3
129	что это	10	3
130	так сказать	5	3
131	не то	4	3
132	самого начала	6	2
133	и более	2	2
134	и другие	2	2
135	все более	2	2
136	никогда не	4	2
137	состоит в	3	2
138	в этих	2	2
139	в качестве	2	2
140	тому что	6	2
141	для этого	2	2
142	перед нами	8	2
143	столь же	2	2
144	в одной	2	2
145	до крайности	4	2
146	в такой	3	2
147	в конце	2	2
148	не просто	2	2
149	бы совершенно	6	2
150	что именно	2	2
151	в тех	4	2
152	в ее	7	2
153	до конца	2	2
154	с самого	6	2
155	том что	14	2
156	идет о	4	2
157	но это	3	2
158	совсем не	3	2
159	очевидно что	2	2
160	но как	2	2
161	и другое	4	2
162	она не	6	2
163	со своей	2	2
164	мы в	2	2
165	едва ли	3	2
166	и о	3	2
167	совпадает с	2	2
168	в котором	6	2
169	не так	3	2
170	он был	3	2
171	один из	6	2
172	этих авторов	2	2
173	и тем	3	2
174	с теми	3	2
175	есть только	2	2
176	не к	3	2
177	ни в	3	2
178	ее в	4	2
179	со стороны	2	2
180	смысл и	4	2
181	по аналогии	2	2
182	на этом	5	2
183	должны были	2	2
184	в той	5	2
185	какой мере	2	2
186	не имеет	6	2
187	и по	2	2
188	в таком	3	2
189	здесь с	2	2
190	и то	8	2
191	и совершенно	4	2
192	их в	2	2
193	сказать что	4	2
194	между тем	7	2
195	он в	2	2
196	к его	2	2
197	при помощи	4	2
198	и это	8	2
199	из этого	8	2
200	что эта	4	2
201	этими двумя	2	2
202	должен был	2	2
203	потому что	14	2
204	как это	6	2
205	в которой	5	2
206	с ним	2	2
207	та же	3	2
208	не могли	4	2
209	в плане	3	2
210	в виду	4	2
211	из него	4	2
