N	2gram	Voloshinov_1	Russkaja
1	не может	12	22
2	и не	14	19
3	в том	2	17
4	в этом	10	17
5	и в	38	14
6	то что	8	13
7	таким образом	7	11
8	то же	14	11
9	точки зрения	10	11
10	же время	7	10
11	но и	13	10
12	в то	9	10
13	том что	3	9
14	не только	27	9
15	в себе	9	9
16	с точки	5	9
17	может быть	13	9
18	прежде всего	21	8
19	того чтобы	7	8
20	ни к	2	7
21	отнюдь не	10	7
22	к тому	4	7
23	не будет	3	7
24	самом деле	4	7
25	мы должны	10	7
26	о том	4	7
27	и с	5	7
28	если бы	4	6
29	на самом	3	6
30	что он	2	6
31	и к	4	6
32	и при	2	6
33	с тем	8	6
34	для него	3	6
35	для того	9	6
36	для всех	2	6
37	все это	4	6
38	и для	3	6
39	в своих	2	6
40	между собой	2	5
41	хотя бы	18	5
42	он должен	3	5
43	вопрос о	2	5
44	и на	6	5
45	или иной	4	5
46	при этом	9	5
47	было бы	7	5
48	конечно не	3	5
49	в своей	2	5
50	он не	2	5
51	никогда не	7	5
52	в нем	4	5
53	сих пор	2	5
54	во всех	6	5
55	из которых	3	5
56	а в	5	5
57	потому что	5	5
58	только в	6	5
59	между тем	3	5
60	но не	2	4
61	в мире	2	4
62	как и	10	4
63	как бы	28	4
64	себе и	2	4
65	все же	7	4
66	себя в	4	4
67	жизни и	3	4
68	вместе с	5	4
69	от того	3	4
70	что же	8	4
71	точку зрения	3	4
72	не в	6	4
73	можно было	4	4
74	и то	3	4
75	в этой	6	4
76	в его	6	4
77	и т.д	21	4
78	его в	4	4
79	так как	7	4
80	для них	2	3
81	что это	4	3
82	в конце	6	3
83	в будущем	3	3
84	главным образом	3	3
85	был и	2	3
86	при условии	2	3
87	этом случае	3	3
88	да и	4	3
89	и как	9	3
90	лишь в	4	3
91	должно быть	2	3
92	в качестве	4	3
93	еще не	3	3
94	несмотря на	2	3
95	в самом	4	3
96	мы говорили	2	3
97	одной из	2	3
98	той или	3	3
99	и потому	2	3
100	но мы	2	3
101	что и	3	3
102	из них	3	3
103	вряд ли	3	3
104	не было	2	3
105	что оно	3	3
106	в значительной	2	3
107	того что	4	3
108	друг друга	2	3
109	или в	2	3
110	тем что	2	3
111	связи с	3	3
112	конце концов	3	3
113	и ни	2	3
114	в сознании	3	3
115	место в	2	2
116	а с	5	2
117	зависит от	2	2
118	в частности	3	2
119	но даже	2	2
120	друг другу	2	2
121	были бы	4	2
122	его и	3	2
123	и от	7	2
124	с этим	2	2
125	этот вопрос	2	2
126	представить себе	3	2
127	ясно что	2	2
128	или иного	5	2
129	не должен	2	2
130	уже не	4	2
131	деятельности и	3	2
132	но это	2	2
133	совершенно не	3	2
134	но для	3	2
135	в ней	8	2
136	на это	4	2
137	и является	5	2
138	к чему	2	2
139	помнить что	2	2
140	в котором	3	2
141	и тем	6	2
142	не к	3	2
143	для нас	3	2
144	и тогда	2	2
145	тому что	5	2
146	целый ряд	3	2
147	отношения к	3	2
148	если не	3	2
149	все эти	2	2
150	не просто	2	2
151	и вот	3	2
152	только на	3	2
153	тем самым	7	2
154	а не	6	2
155	что такое	4	2
156	и наконец	5	2
157	и даже	3	2
158	не так	3	2
159	к нему	2	2
160	так же	4	2
161	общественной жизни	10	2
162	ведь в	3	2
163	их в	3	2
164	мы можем	7	2
165	даже и	2	2
166	с самим	2	2
167	мы уже	10	2
168	в начале	3	2
169	того или	5	2
170	в этих	2	2
171	с ним	2	2
172	в области	5	2
173	но в	5	2
