N	3gram	Vygotskiy__3	Psycholo
1	в том что	17	9
2	на то что	3	8
3	не может быть	2	8
4	о том что	3	7
5	во всяком случае	4	6
6	заключается в том	7	6
7	в то время	4	5
8	с одной стороны	5	5
9	само по себе	2	5
10	с другой стороны	3	5
11	в зависимости от	5	5
12	этой точки зрения	2	5
13	то время как	4	5
14	для того чтобы	7	5
15	так же как	6	4
16	с этой точки	2	4
17	как и в	2	4
18	мы никогда не	2	4
19	одной и той	2	3
20	и той же	2	3
21	так же точно	3	3
22	в отличие от	6	3
23	ни в какой	4	3
24	только в том	2	3
25	в собственном смысле	6	3
26	в последнее время	3	2
27	собственном смысле слова	2	2
28	так и в	2	2
29	смысле этого слова	4	2
30	в силу того	2	2
31	тем не менее	5	2
32	мы видели что	3	2
33	силу того что	2	2
34	в этом отношении	3	2
35	состоит в том	3	2
36	вместе с тем	10	2
37	в этом смысле	2	2
38	что и в	5	2
