N	3gram	Bakhtin_Pr_5	Marksizm
1	с точки зрения	2	13
2	не может быть	3	10
3	то же время	10	8
4	в то же	10	8
5	по отношению к	6	8
6	в том что	2	6
7	с самого начала	8	5
8	в большинстве случаев	2	5
9	но в то	4	5
10	смысле этого слова	2	4
11	той или иной	4	4
12	то ни было	3	4
13	бы то ни	3	4
14	в отношении к	7	4
15	на самом деле	9	4
16	в той или	4	3
17	одно и то	3	3
18	как мы уже	2	3
19	в отличие от	2	3
20	и то же	3	3
21	и не может	2	3
22	и не в	2	3
23	в высшей степени	3	3
24	или иной степени	2	2
25	во всяком случае	4	2
26	к тому же	3	2
27	мы можем сказать	2	2
28	и прежде всего	4	2
