N	2gram	Vygotskiy__3	Tragedij
1	и в	38	18
2	в этом	13	9
3	не только	12	8
4	и не	10	7
5	и на	6	7
6	может быть	19	7
7	как бы	14	7
8	что он	11	6
9	и его	6	6
10	у него	4	6
11	но в	3	6
12	все же	8	5
13	что это	10	5
14	не может	7	5
15	то же	10	5
16	а я	3	5
17	как и	8	5
18	в то	3	5
19	несмотря на	5	5
20	но и	5	4
21	то что	35	4
22	в целом	4	4
23	что в	20	4
24	все это	3	4
25	я не	5	4
26	и все	10	4
27	в нем	4	4
28	и даже	4	4
29	так же	2	4
30	том что	14	4
31	но это	3	4
32	в этой	13	4
33	и что	18	4
34	в себе	4	4
35	один из	6	3
36	с ее	2	3
37	что образ	2	3
38	отнюдь не	2	3
39	в своем	5	3
40	в конце	2	3
41	что за	2	3
42	как в	4	3
43	все эти	4	3
44	и как	8	3
45	в его	5	3
46	что с	4	3
47	для него	2	3
48	при этом	4	3
49	как будто	4	3
50	как это	6	3
51	с ним	2	3
52	то есть	15	3
53	это был	2	2
54	не имеет	6	2
55	перед нами	8	2
56	не могут	2	2
57	но они	2	2
58	что и	4	2
59	она должна	3	2
60	как же	2	2
61	данном случае	2	2
62	то и	3	2
63	по мнению	2	2
64	что все	3	2
65	и я	2	2
66	не просто	2	2
67	уже не	2	2
68	говорит что	8	2
69	к тому	6	2
70	столь же	2	2
71	не так	3	2
72	и здесь	6	2
73	ни в	3	2
74	он был	3	2
75	в ее	7	2
76	в том	25	2
77	до конца	2	2
78	говорит о	2	2
79	так что	8	2
80	в таком	3	2
81	не в	12	2
82	что этот	4	2
83	в данном	2	2
84	и то	8	2
85	одна из	4	2
86	потому что	14	2
87	с тем	8	2
88	тем что	3	2
89	в виде	2	2
90	в глаза	2	2
91	и ее	2	2
92	о том	6	2
93	его в	3	2
94	что эти	4	2
95	и это	8	2
96	в самом	25	2
97	этими двумя	2	2
98	не мог	4	2
99	ничего не	2	2
100	он не	6	2
101	в одном	8	2
102	что она	16	2
103	никогда не	4	2
