N	2gram	Propp_Isto_5	FransuaR
1	и в	25	45
2	и не	11	15
3	не только	13	14
4	в этом	10	14
5	в его	12	13
6	во всех	2	13
7	и его	9	13
8	как бы	2	12
9	во время	7	12
10	что в	8	12
11	то же	4	11
12	в то	3	11
13	прежде всего	6	10
14	в том	6	10
15	в нем	7	10
16	но и	13	10
17	как и	7	10
18	и с	3	10
19	вовсе не	2	8
20	как мы	5	8
21	в ней	5	8
22	и др	3	8
23	жизни и	2	8
24	таким образом	9	8
25	так же	5	8
26	том что	8	7
27	не в	6	7
28	что и	6	7
29	мы видели	7	7
30	все это	4	7
31	потому что	7	7
32	и все	3	7
33	что он	22	6
34	в этой	3	6
35	он не	4	6
36	того чтобы	3	6
37	для того	3	6
38	связи с	8	6
39	так как	11	6
40	с ним	4	5
41	мы видим	8	5
42	но это	7	5
43	на этом	3	5
44	например в	5	5
45	одним из	2	5
46	не может	6	5
47	в связи	4	5
48	все эти	8	5
49	в себя	3	5
50	самом деле	2	5
51	и как	3	5
52	и на	8	5
53	его в	9	5
54	перед нами	2	4
55	же как	4	4
56	об этом	2	4
57	мы не	5	4
58	у него	2	4
59	и здесь	7	4
60	такой же	2	4
61	но не	5	4
62	ничего не	2	4
63	мы уже	4	4
64	здесь как	2	4
65	эта связь	2	4
66	а не	2	4
67	его не	3	4
68	а в	3	4
69	сказать что	2	4
70	с этим	5	4
71	точки зрения	2	4
72	только в	7	4
73	о том	7	4
74	и это	4	4
75	это было	2	4
76	не менее	4	3
77	как в	6	3
78	это не	6	3
79	по существу	2	3
80	того же	2	3
81	связанные с	2	3
82	в своей	2	3
83	до сих	2	3
84	вместе с	22	3
85	сих пор	2	3
86	связь с	8	3
87	в течение	2	3
88	того что	2	3
89	и он	6	3
90	и для	2	3
91	в которых	3	3
92	но он	2	3
93	там где	6	3
94	о чем	2	3
95	с тем	8	2
96	особенности в	2	2
97	превращается в	7	2
98	что все	4	2
99	к этому	2	2
100	еще один	2	2
101	можно сказать	2	2
102	видим что	5	2
103	ли он	2	2
104	то что	7	2
105	и она	3	2
106	в пределах	4	2
107	в качестве	7	2
108	так например	2	2
109	что это	5	2
110	несмотря на	2	2
111	друг с	2	2
112	может быть	17	2
113	это время	2	2
114	еще в	2	2
115	если в	3	2
116	с другом	2	2
117	даже в	2	2
118	один из	2	2
119	должен быть	2	2
120	все же	10	2
121	в целом	3	2
122	когда он	2	2
123	на том	3	2
124	на него	8	2
125	не будем	5	2
126	данном случае	2	2
127	в различных	2	2
128	а именно	4	2
129	в свете	3	2
130	так в	2	2
131	в особенности	3	2
132	в истории	4	2
133	в одно	2	2
134	и что	8	2
135	к нему	3	2
136	роль в	2	2
137	в данном	3	2
138	мы можем	2	2
139	с представлением	2	2
140	и вообще	3	2
141	ту же	2	2
142	но мы	3	2
143	представлением о	3	2
144	уже и	2	2
145	том как	2	2
146	от этого	4	2
