N	2gram	Losev_Vlad_1	Formalny
1	и в	31	24
2	в его	12	23
3	и не	17	20
4	так и	6	18
5	не может	6	16
6	точки зрения	2	16
7	в этом	14	15
8	в нем	4	14
9	может быть	6	14
10	таким образом	3	13
11	и т	2	12
12	в своем	4	11
13	не менее	2	11
14	как и	4	11
15	в своей	4	11
16	вовсе не	5	10
17	то же	6	10
18	и его	7	10
19	и потому	6	9
20	все это	5	9
21	в то	8	9
22	же время	4	8
23	то что	18	8
24	как в	3	8
25	т д	2	8
26	лишь в	2	8
27	и на	3	8
28	не в	5	8
29	и с	14	8
30	место в	2	7
31	и от	5	7
32	не только	24	7
33	жизни и	5	7
34	но и	19	7
35	отнюдь не	3	6
36	и все	4	6
37	и здесь	3	6
38	было бы	2	6
39	в том	11	6
40	с позитивизмом	2	6
41	в этой	4	6
42	более или	3	6
43	еще не	2	6
44	в целом	3	6
45	или менее	3	6
46	а в	9	6
47	все эти	3	6
48	как это	7	6
49	хотя бы	2	5
50	у нас	6	5
51	при этом	2	5
52	только на	3	5
53	в самом	2	5
54	и до	2	5
55	со стороны	2	5
56	как мы	9	5
57	того что	2	5
58	с другой	3	5
59	но в	12	5
60	мы увидим	3	4
61	с его	11	4
62	главным образом	4	4
63	в частности	2	4
64	никогда не	9	4
65	и к	6	4
66	учение о	2	4
67	конечно не	2	4
68	всяком случае	2	4
69	в связи	3	4
70	что в	14	4
71	как на	2	4
72	в которой	4	4
73	не из	2	4
74	во всяком	2	4
75	в истории	4	4
76	к этой	2	4
77	но не	3	3
78	в отношении	3	3
79	в них	2	3
80	в жизни	3	3
81	на все	2	3
82	ясно что	2	3
83	что он	12	3
84	к тому	3	3
85	для него	7	3
86	это и	2	3
87	и как	4	3
88	но это	3	3
89	а н	2	3
90	так например	2	3
91	в общем	3	3
92	не по	2	3
93	он не	10	3
94	один из	4	3
95	все же	3	3
96	отношение к	3	3
97	когда он	5	3
98	в россии	4	3
99	в особенности	4	3
100	не было	5	3
101	и других	2	3
102	тем самым	2	3
103	и даже	15	3
104	жизнь и	3	3
105	связи со	2	3
106	в себе	4	3
107	как к	2	3
108	здесь не	3	3
109	под влиянием	3	2
110	нисколько не	2	2
111	с тем	2	2
112	в нашем	4	2
113	глубоко и	2	2
114	и особенно	4	2
115	в году	30	2
116	по истории	3	2
117	на всю	2	2
118	том чтобы	2	2
119	указать на	2	2
120	ни в	2	2
121	уже не	3	2
122	по существу	2	2
123	только в	9	2
124	ко времени	2	2
125	и если	5	2
126	одной из	2	2
127	к ней	4	2
128	как раз	7	2
129	за пределы	3	2
130	еще в	4	2
131	нет и	2	2
132	что и	5	2
133	на него	3	2
134	вместе с	3	2
135	он в	3	2
136	от нее	2	2
137	она была	2	2
138	позитивизма в	2	2
139	и вот	3	2
140	и что	6	2
141	раз и	3	2
142	в науке	3	2
143	часто и	2	2
144	значение для	2	2
145	в результате	2	2
146	даже и	9	2
147	в своих	5	2
148	чтобы он	2	2
149	на его	3	2
150	ничего не	3	2
151	и это	2	2
152	тех же	2	2
153	во всем	4	2
154	с ним	5	2
155	почти не	2	2
156	что такое	2	2
