N	2gram	Voloshinov_1	Marksizm
1	точки зрения	7	34
2	может быть	8	26
3	и не	8	26
4	не может	8	24
5	с точки	5	20
6	и в	13	19
7	и его	12	19
8	таким образом	6	17
9	языка как	3	17
10	абстрактного объективизма	10	16
11	в этом	2	16
12	как бы	6	15
13	в процессе	5	14
14	прежде всего	9	13
15	языка и	5	13
16	как и	3	12
17	социального общения	6	12
18	и пр	7	12
19	так и	3	11
20	и для	3	11
21	в самом	2	10
22	в нем	2	10
23	и т.п	7	10
24	самом деле	3	10
25	для него	2	9
26	лишь в	4	9
27	только в	6	9
28	при этом	2	8
29	но и	3	8
30	о языке	2	8
31	не только	6	8
32	все же	5	8
33	то что	6	8
34	в каждом	4	7
35	общественной психологии	2	7
36	в связи	2	7
37	все эти	2	7
38	так же	2	7
39	но в	4	7
40	в ее	3	7
41	то же	4	7
42	а не	2	7
43	с помощью	2	6
44	в том	2	6
45	в пределах	3	6
46	другой стороны	2	6
47	в его	7	6
48	мы не	4	6
49	с другой	2	5
50	не в	3	5
51	общения и	2	5
52	те же	2	5
53	и все	3	5
54	вовсе не	2	5
55	как системы	3	5
56	за пределы	3	5
57	языковых форм	2	5
58	входит в	2	5
59	хотя бы	5	5
60	ничего общего	3	5
61	может стать	2	5
62	самого начала	2	4
63	что в	3	4
64	не менее	2	4
65	в отношении	2	4
66	в лингвистике	2	4
67	с самого	2	4
68	в ней	2	4
69	не является	4	4
70	этой проблемы	2	4
71	форм и	2	4
72	к одному	3	4
73	здесь мы	3	4
74	не столько	3	4
75	а в	2	4
76	тот же	2	4
77	чем же	2	4
78	с этим	3	4
79	было бы	4	4
80	что же	3	4
81	как в	2	4
82	в языке	2	4
83	и эта	5	4
84	в данном	2	4
85	понятно что	3	3
86	а как	2	3
87	в целях	2	3
88	на язык	2	3
89	все это	4	3
90	по отношению	3	3
91	в материале	5	3
92	не имеет	2	3
93	между тем	2	3
94	нуждается в	2	3
95	нет ничего	2	3
96	слово в	3	3
97	сознания и	2	3
98	и к	2	3
99	том что	2	3
100	более того	2	3
101	и при	2	3
102	мы должны	6	3
103	общего с	3	3
104	в своей	4	3
105	и следовательно	2	3
106	и ее	2	3
107	вполне понятно	4	3
108	слова и	2	3
109	в которой	3	3
110	в области	2	3
111	никогда не	3	2
112	школы и	2	2
113	точку зрения	3	2
114	в действительности	2	2
115	мог бы	2	2
116	но для	3	2
117	и является	2	2
118	и др	2	2
119	подойти к	2	2
120	истории языка	2	2
121	и их	7	2
122	имеет место	2	2
123	в своих	2	2
124	с этой	2	2
125	так как	3	2
126	бы в	2	2
127	в сознании	4	2
128	от этого	2	2
129	к единству	3	2
130	если бы	2	2
131	до тех	4	2
132	не как	3	2
133	конечно в	2	2
134	в себе	3	2
135	зависимости от	2	2
136	тех пор	4	2
137	мы уже	2	2
138	к тому	2	2
139	явлений и	2	2
140	и этот	2	2
141	пор пока	3	2
142	отношению к	3	2
143	исследовательского пути	2	2
144	в двух	4	2
145	связана с	3	2
146	мы можем	4	2
147	тем что	2	2
148	могут быть	2	2
149	в другом	2	2
150	и т.д	5	2
151	там где	2	2
152	в чем	2	2
