N	2gram	Bakhtin_Fr_2	Myshleni
1	в том	3	33
2	том что	4	27
3	точки зрения	6	26
4	то что	6	20
5	в этом	15	19
6	с точки	5	18
7	и в	49	15
8	не только	17	15
9	что в	2	14
10	таким образом	7	14
11	что он	3	12
12	того чтобы	2	12
13	и т.д	2	12
14	в самом	3	11
15	но и	13	10
16	было бы	3	10
17	мы можем	2	10
18	в своем	5	9
19	может быть	5	9
20	не может	7	9
21	о том	3	9
22	в сущности	8	9
23	связи с	2	9
24	так и	6	8
25	никогда не	5	8
26	одной стороны	3	7
27	с одной	3	7
28	и не	15	7
29	на основе	2	7
30	как бы	11	7
31	тот же	5	7
32	и т.п	11	7
33	во всяком	2	7
34	в отношении	2	6
35	точку зрения	2	6
36	как мы	7	6
37	в этой	10	6
38	мы уже	6	6
39	в виду	3	6
40	на то	2	6
41	мы видели	3	6
42	в связи	2	6
43	мы находим	4	6
44	с другой	4	6
45	сказать что	6	6
46	в истории	6	6
47	мы должны	2	6
48	но в	4	6
49	вовсе не	10	6
50	и к	4	6
51	как и	11	6
52	как известно	2	6
53	вместе с	2	6
54	всяком случае	2	6
55	там где	4	6
56	уже в	5	5
57	и др	9	5
58	и даже	2	5
59	речь и	2	5
60	сравнению с	2	5
61	по существу	2	5
62	все что	2	5
63	от внешней	2	5
64	по сравнению	2	5
65	то же	7	5
66	можно было	3	5
67	связана с	3	4
68	прежде всего	19	4
69	из этих	5	4
70	по поводу	2	4
71	несмотря на	3	4
72	все это	9	4
73	в них	13	4
74	так же	2	4
75	а в	4	4
76	их в	3	4
77	и с	6	4
78	в предисловии	2	4
79	в начале	5	4
80	так как	6	4
81	с его	5	4
82	все же	7	4
83	в качестве	2	4
84	в своей	5	4
85	даже в	3	4
86	того как	2	4
87	и его	17	4
88	только в	13	4
89	в эту	5	4
90	во время	12	3
91	человека и	3	3
92	в собственном	3	3
93	что они	2	3
94	для него	9	3
95	при этом	5	3
96	точка зрения	3	3
97	из них	3	3
98	и до	4	3
99	что для	3	3
100	этом отношении	3	3
101	все эти	7	3
102	о мире	7	3
103	в самой	2	3
104	лишь в	4	3
105	с ним	4	3
106	и все	3	3
107	и особенно	3	3
108	уже говорили	5	3
109	но не	5	3
110	одной из	2	3
111	для которого	3	3
112	собственном смысле	2	3
113	на самом	2	3
114	значение в	4	3
115	и это	3	3
116	ничего не	2	3
117	в противоположность	2	2
118	своей книге	2	2
119	в этих	4	2
120	понятно что	2	2
121	к необходимости	2	2
122	на все	3	2
123	можно сказать	2	2
124	протяжении всего	5	2
125	ни в	3	2
126	но все	4	2
127	и более	4	2
128	не дает	3	2
129	очень хорошо	2	2
130	с ее	3	2
131	на этой	2	2
132	он как	2	2
133	могут быть	2	2
134	в их	2	2
135	целый ряд	2	2
136	и других	3	2
137	во все	2	2
138	также и	3	2
139	во всем	3	2
140	в одном	3	2
141	видит в	3	2
142	в книге	3	2
143	у него	2	2
144	связь с	3	2
145	именно в	6	2
146	становится на	2	2
147	с их	6	2
148	за пределы	2	2
149	к ней	2	2
150	в его	18	2
151	линии развития	2	2
152	ее в	2	2
153	раз в	3	2
154	во всех	6	2
155	без всякого	2	2
156	в течение	3	2
157	в себя	6	2
158	и эта	2	2
159	другом месте	2	2
160	тому как	2	2
161	тем что	4	2
162	подобно тому	2	2
163	в себе	4	2
164	в другом	2	2
165	на протяжении	7	2
166	и вообще	3	2
167	на эту	2	2
