N	2gram	Losev_Prob_4	Myshleni
1	и в	20	25
2	в том	20	23
3	том что	12	20
4	что в	3	17
5	так же	5	17
6	таким образом	8	17
7	с тем	4	16
8	как и	6	15
9	то что	15	15
10	в его	3	15
11	в этом	9	14
12	вместе с	5	14
13	может быть	9	13
14	между собой	2	13
15	так как	5	12
16	в качестве	10	12
17	по своему	6	11
18	перед нами	13	10
19	что они	2	10
20	как бы	4	10
21	и не	28	10
22	и что	2	10
23	было бы	14	10
24	что и	3	10
25	только в	23	10
26	заключается в	2	9
27	связи с	3	9
28	как в	5	9
29	мы не	7	9
30	ни в	17	9
31	того чтобы	2	8
32	не является	10	8
33	тем что	3	8
34	как мы	3	8
35	уже в	4	7
36	столь же	2	7
37	все эти	16	7
38	что мы	3	7
39	как это	3	7
40	по себе	11	7
41	для того	3	7
42	мы можем	3	7
43	в области	3	7
44	не менее	10	6
45	с другой	7	6
46	не в	13	6
47	не может	5	6
48	в связи	3	6
49	и на	3	6
50	потому что	15	6
51	приходит к	2	6
52	мы должны	3	6
53	что он	8	6
54	в отношении	4	6
55	зависимости от	3	6
56	но не	5	6
57	того же	2	6
58	со всеми	2	6
59	не только	24	6
60	все же	2	6
61	точки зрения	14	6
62	все это	9	6
63	можно было	4	6
64	так и	10	5
65	именно в	7	5
66	что это	2	5
67	тем не	10	5
68	и как	3	5
69	но это	6	5
70	для него	3	5
71	при этом	6	5
72	что она	4	5
73	на этой	2	5
74	и по	2	5
75	с ее	2	5
76	если бы	8	5
77	в зависимости	3	5
78	в понятии	2	5
79	и к	3	5
80	о том	5	5
81	из которых	3	5
82	в этой	4	5
83	и другое	3	5
84	независимо от	3	4
85	в частности	2	4
86	в своем	3	4
87	в какой	4	4
88	прежде всего	11	4
89	в смысле	5	4
90	к тому	3	4
91	всяком случае	4	4
92	время как	2	4
93	отнюдь не	10	4
94	что перед	2	4
95	из них	3	4
96	но и	14	4
97	то и	5	4
98	друг друга	2	4
99	а в	4	4
100	сказать что	7	4
101	в то	4	4
102	с ним	4	4
103	которая не	3	4
104	мы имеем	6	4
105	в известном	2	4
106	с этим	4	4
107	и все	8	4
108	так называемая	2	4
109	то время	2	4
110	еще не	7	4
111	он не	2	4
112	что понятие	3	4
113	это значит	10	4
114	во всяком	8	4
115	и это	2	4
116	значит что	8	4
117	в самом	2	3
118	в котором	2	3
119	от понятия	2	3
120	другой стороны	6	3
121	отличается от	4	3
122	но только	2	3
123	понятия и	3	3
124	с ними	2	3
125	в результате	8	3
126	во всем	2	3
127	его в	2	3
128	понятия но	2	3
129	были бы	3	3
130	по этому	2	3
131	в жизни	3	3
132	но как	3	3
133	то в	2	3
134	или иной	13	3
135	сами по	2	3
136	не есть	12	3
137	с ней	2	3
138	или менее	2	3
139	дело с	2	3
140	если мы	5	3
141	в виде	22	3
142	ничего общего	5	3
143	не могли	2	3
144	то же	7	2
145	все время	2	2
146	можно ли	3	2
147	в этих	5	2
148	все они	3	2
149	том виде	2	2
150	и от	6	2
151	виде как	3	2
152	и понятие	4	2
153	является для	3	2
154	для нас	6	2
155	ни было	2	2
156	так что	6	2
157	но все	3	2
158	является не	2	2
159	смысле слова	15	2
160	имеем дело	3	2
161	такого рода	7	2
162	в новое	3	2
163	как они	2	2
164	хотя и	5	2
165	той или	14	2
166	в нем	5	2
167	в корне	2	2
168	уже по	2	2
169	для этого	2	2
170	и только	4	2
171	в совершенно	2	2
172	здесь мы	3	2
173	совершенно ясно	2	2
174	иное чем	2	2
175	не тем	2	2
176	и мышления	3	2
177	на его	2	2
178	в начале	3	2
179	ни на	3	2
180	того или	3	2
181	бы быть	2	2
182	функции в	2	2
183	но они	2	2
184	с его	2	2
185	всех этих	6	2
186	но по	2	2
187	однако в	2	2
188	в них	5	2
189	только при	6	2
190	и во	4	2
191	в одном	4	2
192	этом смысле	3	2
193	ясно что	7	2
194	или иного	3	2
195	об этом	6	2
196	же в	4	2
197	в таком	6	2
198	указывает на	4	2
199	тот же	2	2
200	и может	2	2
201	как показывает	2	2
202	и потому	7	2
203	а также	6	2
204	не будет	2	2
205	в своей	4	2
206	показывает исследование	2	2
207	только что	2	2
208	уже не	5	2
209	тем самым	4	2
210	едва ли	10	2
211	и для	4	2
212	и его	10	2
213	или в	5	2
214	с другими	3	2
215	и то	2	2
216	понятие не	2	2
217	в каком	6	2
218	в себе	12	2
219	без этого	3	2
220	в чем	2	2
