N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	42
2	том что	3	35
3	с помощью	7	31
4	таким образом	10	25
5	точки зрения	8	24
6	в этом	15	24
7	и в	38	20
8	что в	7	19
9	в основе	5	17
10	то же	5	16
11	то что	8	15
12	не только	9	15
13	как мы	7	13
14	с другой	7	12
15	при этом	5	12
16	в их	10	12
17	может быть	26	12
18	в целом	3	11
19	в его	43	11
20	мы должны	2	11
21	с точки	6	11
22	того что	2	10
23	на основе	6	10
24	в истории	2	10
25	в себе	4	10
26	только в	13	10
27	слова в	7	9
28	и другие	2	9
29	и как	8	9
30	одной стороны	3	9
31	но и	9	9
32	другой стороны	4	9
33	с одной	3	9
34	между тем	7	9
35	как это	2	9
36	как и	7	9
37	что и	2	9
38	понятий и	2	9
39	и не	42	8
40	и тем	3	8
41	и что	2	8
42	этом смысле	3	8
43	было бы	8	8
44	и более	2	7
45	как бы	22	7
46	этом отношении	2	7
47	же самое	2	7
48	значение слова	4	7
49	в своей	7	7
50	самом деле	6	7
51	тем самым	4	7
52	а не	5	7
53	того чтобы	2	7
54	тем что	2	7
55	могут быть	5	7
56	в самом	7	6
57	не может	27	6
58	и на	3	6
59	сказать что	4	6
60	его в	9	6
61	слово в	2	6
62	что он	2	6
63	можно было	4	6
64	в частности	2	5
65	никогда не	5	5
66	это не	5	5
67	на то	2	5
68	не является	3	5
69	если бы	3	5
70	и его	16	5
71	и к	3	5
72	все же	6	5
73	о том	4	5
74	так и	5	5
75	как в	4	5
76	для того	2	5
77	все эти	5	5
78	мы можем	6	5
79	слова и	3	5
80	представляется нам	2	4
81	в нашем	4	4
82	в своем	5	4
83	первый план	2	4
84	и только	4	4
85	что оно	2	4
86	и те	2	4
87	и с	17	4
88	к этому	2	4
89	на первый	2	4
90	и при	2	4
91	нами в	2	4
92	между ними	4	4
93	не в	7	4
94	и для	11	4
95	нами выше	2	4
96	в области	11	4
97	на этом	2	3
98	не могут	2	3
99	не менее	4	3
100	в этих	2	3
101	в какой	2	3
102	формы и	5	3
103	и от	3	3
104	что все	2	3
105	а только	2	3
106	не имеют	2	3
107	одной из	3	3
108	в виду	4	3
109	в связи	2	3
110	и других	2	3
111	столь же	2	3
112	должно быть	5	3
113	тем как	5	3
114	к которому	4	3
115	оно может	2	3
116	но в	4	3
117	отнюдь не	19	3
118	и во	2	3
119	по существу	2	3
120	во всем	2	3
121	чем в	2	3
122	но не	12	3
123	со всеми	3	3
124	себя в	2	3
125	слова не	3	3
126	приводит к	3	3
127	совершенно не	7	3
128	со словами	2	3
129	ни в	11	3
130	в виде	2	3
131	связи с	2	3
132	в равной	2	3
133	что эта	2	3
134	в чем	2	3
135	как только	3	2
136	место в	8	2
137	мы будем	3	2
138	должна быть	4	2
139	в каждом	2	2
140	прежде всего	13	2
141	высшей степени	5	2
142	в свою	2	2
143	и отдельных	2	2
144	в нашей	2	2
145	случае не	2	2
146	что это	2	2
147	и у	2	2
148	в ней	4	2
149	в него	2	2
150	в нем	15	2
151	к нему	10	2
152	другими словами	2	2
153	данном случае	4	2
154	отличается от	2	2
155	в отличие	5	2
156	этой области	2	2
157	здесь мы	2	2
158	они не	3	2
159	действительности в	2	2
160	не имеет	9	2
161	а в	6	2
162	вообще не	7	2
163	которые могут	2	2
164	не знает	3	2
165	также и	3	2
166	в данном	4	2
167	и здесь	2	2
168	но как	2	2
169	в начале	2	2
170	ли мы	3	2
171	мы имеем	2	2
172	и которые	2	2
173	но они	4	2
174	находит свое	2	2
175	ясно что	3	2
176	со словом	5	2
177	еще не	7	2
178	мы в	3	2
179	том же	2	2
180	в современной	2	2
181	далеко не	5	2
182	не есть	6	2
183	входит в	8	2
184	момента в	2	2
185	слово и	2	2
186	и он	2	2
187	в слове	3	2
188	в высшей	5	2
189	в таком	3	2
190	отнесенности и	2	2
191	анализа и	2	2
192	может стать	3	2
193	вопроса о	3	2
194	и это	3	2
195	здесь не	4	2
196	едва ли	3	2
197	отличие от	5	2
