N	2gram	Medvedev_F_1	FransuaR
1	и в	24	45
2	и не	20	15
3	не только	7	14
4	в этом	15	14
5	но в	5	14
6	в его	23	13
7	во всех	5	13
8	и его	10	13
9	как бы	6	12
10	что в	4	12
11	в своем	11	11
12	то же	10	11
13	в то	9	11
14	прежде всего	22	10
15	в том	6	10
16	в нем	14	10
17	но и	7	10
18	как и	11	10
19	и с	8	10
20	же время	8	9
21	вовсе не	10	8
22	как мы	5	8
23	в ней	10	8
24	и др	5	8
25	жизни и	7	8
26	таким образом	13	8
27	в самой	2	8
28	так же	4	8
29	с его	4	7
30	не в	8	7
31	что и	2	7
32	мы видели	2	7
33	все это	9	7
34	и все	6	7
35	всех этих	3	6
36	что он	3	6
37	в этой	6	6
38	он не	3	6
39	здесь не	3	6
40	так и	18	6
41	связи с	3	6
42	в них	3	6
43	с ним	2	5
44	и к	4	5
45	одной из	2	5
46	это и	3	5
47	но это	3	5
48	со всеми	3	5
49	с ее	7	5
50	от всех	3	5
51	и их	10	5
52	как раз	2	5
53	не может	16	5
54	в связи	4	5
55	все эти	6	5
56	форм и	6	5
57	на самом	7	5
58	самом деле	6	5
59	и как	3	5
60	и на	8	5
61	его в	3	5
62	же как	2	4
63	и от	7	4
64	мы не	3	4
65	и здесь	6	4
66	его как	3	4
67	но не	3	4
68	здесь в	2	4
69	ничего не	2	4
70	в самом	5	4
71	в общем	3	4
72	в их	11	4
73	эта связь	2	4
74	а не	10	4
75	и даже	3	4
76	его не	2	4
77	как на	4	4
78	а в	6	4
79	в основе	3	4
80	чем же	2	4
81	с этим	2	4
82	точки зрения	16	4
83	только в	2	4
84	и это	2	4
85	бы в	3	4
86	как это	6	4
87	не менее	11	3
88	нисколько не	2	3
89	от их	2	3
90	как в	8	3
91	это не	2	3
92	в одном	2	3
93	единство и	2	3
94	ни в	2	3
95	по существу	2	3
96	для него	3	3
97	в своей	11	3
98	дело идет	3	3
99	от того	2	3
100	до сих	6	3
101	не могло	5	3
102	вместе с	2	3
103	сих пор	6	3
104	не было	3	3
105	именно в	8	3
106	всего этого	2	3
107	в году	2	3
108	и вот	2	3
109	с помощью	3	3
110	того что	5	3
111	менее всего	2	3
112	если мы	2	2
113	с тем	2	2
114	независимо от	4	2
115	на фоне	3	2
116	борьба с	3	2
117	жизни в	2	2
118	хотя бы	5	2
119	он должен	3	2
120	перестает быть	3	2
121	на все	3	2
122	значение и	3	2
123	к тому	3	2
124	в отношении	3	2
125	то что	8	2
126	как ее	2	2
127	в пределах	6	2
128	в большинстве	3	2
129	так например	3	2
130	из важнейших	2	2
131	было бы	6	2
132	и если	2	2
133	к ней	2	2
134	конечно не	4	2
135	может быть	14	2
136	еще в	2	2
137	нет и	2	2
138	произведение в	3	2
139	один из	3	2
140	должен быть	5	2
141	в каждом	3	2
142	все же	3	2
143	и отчасти	3	2
144	в целом	6	2
145	когда он	3	2
146	на него	2	2
147	и до	5	2
148	в различных	2	2
149	в особенности	3	2
150	при этом	5	2
151	становления и	3	2
152	но эта	2	2
153	в истории	4	2
154	чтобы не	2	2
155	лишь в	8	2
156	и что	2	2
157	в системе	2	2
158	и наконец	3	2
159	с точки	13	2
160	жизнь и	3	2
161	почти не	2	2
162	между тем	2	2
163	он в	2	2
164	могло не	2	2
165	большинстве случаев	2	2
166	в эту	2	2
167	оно было	2	2
168	от этого	2	2
