N	2gram	Losev_Vlad_2	Problemy
1	и в	30	35
2	как бы	5	31
3	и не	18	27
4	что он	13	24
5	в его	11	21
6	но в	8	19
7	не может	9	18
8	как и	5	18
9	в нем	4	16
10	то есть	7	16
11	то же	4	15
12	и все	7	15
13	но и	8	14
14	для него	9	14
15	может быть	7	14
16	все это	5	14
17	в сущности	2	14
18	и его	6	14
19	в этом	20	14
20	к нему	2	13
21	что я	3	13
22	он не	4	13
23	у достоевского	2	12
24	прежде всего	6	12
25	и с	14	12
26	и к	6	12
27	в то	9	11
28	не в	9	10
29	же время	3	10
30	не только	12	10
31	то что	20	10
32	в отношении	3	9
33	я не	4	8
34	так и	5	8
35	потому что	9	8
36	мы уже	2	8
37	все же	9	8
38	как мы	11	8
39	и для	3	8
40	и сам	2	7
41	так же	4	7
42	а в	11	7
43	и наконец	4	7
44	точки зрения	7	7
45	с ним	5	7
46	с его	4	7
47	вовсе не	4	7
48	себе и	2	7
49	для себя	5	7
50	что же	8	7
51	в виде	3	7
52	таким образом	3	7
53	он сам	2	6
54	что в	12	6
55	к тому	2	6
56	но это	4	6
57	и что	5	6
58	отношение к	4	6
59	в самом	2	6
60	стремится к	2	6
61	и на	4	6
62	но не	3	6
63	на меня	2	6
64	только в	6	6
65	в конце	13	5
66	в том	18	5
67	да и	3	5
68	так что	5	5
69	как к	2	5
70	и даже	10	5
71	он и	3	5
72	даже в	2	5
73	как в	3	5
74	и то	5	5
75	в себе	6	5
76	и это	3	5
77	никогда не	7	4
78	но все	2	4
79	до конца	7	4
80	на его	4	4
81	не о	2	4
82	же и	2	4
83	всяком случае	6	4
84	и вот	3	4
85	где он	3	4
86	но он	3	4
87	его в	4	4
88	так как	5	4
89	у него	19	4
90	в них	3	4
91	по себе	5	4
92	меня не	2	4
93	по своему	2	4
94	тот же	5	4
95	с которым	2	4
96	наконец в	3	4
97	еще в	2	4
98	полемика с	2	4
99	в своей	5	4
100	и прежде	2	4
101	в той	2	4
102	а не	7	4
103	что не	2	4
104	во всяком	6	4
105	я в	3	4
106	как будто	2	4
107	что это	4	4
108	в чем	2	4
109	а он	2	3
110	уже в	3	3
111	и от	2	3
112	совсем не	4	3
113	в общем	2	3
114	в виду	2	3
115	в целом	4	3
116	его и	2	3
117	я очень	2	3
118	все эти	5	3
119	не мог	8	3
120	того что	5	3
121	должно быть	3	3
122	это не	2	3
123	сказать что	11	3
124	и во	2	3
125	даже и	3	3
126	в начале	4	3
127	мы должны	4	3
128	или как	2	3
129	под влиянием	3	3
130	этого не	2	3
131	в котором	5	3
132	с тем	2	3
133	него и	2	3
134	бы его	2	3
135	с этим	5	3
136	раз и	2	3
137	том что	12	3
138	к концу	5	3
139	было бы	9	3
140	во всех	3	3
141	не могу	2	3
142	он уже	5	3
143	конце концов	3	3
144	что и	3	3
145	уже не	3	3
146	которой он	2	3
147	ничего не	2	3
148	вы не	2	2
149	не менее	7	2
150	отрывок из	2	2
151	что вы	2	2
152	в этих	4	2
153	с этой	4	2
154	он все	2	2
155	это в	3	2
156	мы знаем	4	2
157	ни в	7	2
158	без всякого	2	2
159	что его	4	2
160	в дальнейшем	5	2
161	из его	2	2
162	на этом	2	2
163	но что	5	2
164	при этом	5	2
165	хотя и	6	2
166	время как	2	2
167	в эти	7	2
168	мы видели	2	2
169	я хотел	2	2
170	в своем	8	2
171	те же	3	2
172	для вас	2	2
173	и по	2	2
174	их в	2	2
175	а что	2	2
176	в ней	4	2
177	к ней	3	2
178	из письма	2	2
179	i здесь	2	2
180	о том	4	2
181	как он	2	2
182	с которыми	4	2
183	тогда и	2	2
184	я и	2	2
185	всех этих	3	2
186	уже и	2	2
187	однако в	2	2
188	он дает	2	2
189	будто бы	2	2
190	меня в	2	2
191	мы с	4	2
192	быть в	3	2
193	то в	5	2
194	здесь в	2	2
195	кажется что	2	2
196	бы с	2	2
197	конечно не	4	2
198	о нем	2	2
199	друг друга	2	2
200	еще один	2	2
201	но уже	2	2
202	себя в	2	2
203	вместе с	8	2
204	им в	3	2
205	в отличие	3	2
206	на этот	4	2
207	и он	4	2
208	и как	3	2
209	хотя бы	3	2
210	с точки	3	2
211	в которой	4	2
212	той же	4	2
213	можно было	2	2
214	сам по	2	2
215	и вы	2	2
216	и вообще	10	2
217	из этого	5	2
218	отличие от	3	2
219	этот раз	3	2
220	это было	4	2
