N	2gram	Berdyaev_M_2	Problema
1	и не	18	28
2	не только	18	24
3	только в	3	23
4	в том	3	20
5	и в	46	20
6	ни в	3	17
7	смысле слова	3	15
8	то что	5	15
9	потому что	12	15
10	у нас	11	14
11	но и	15	14
12	точки зрения	2	14
13	или иной	2	13
14	не в	9	13
15	также и	4	13
16	в нашем	7	12
17	не есть	13	12
18	в себе	10	12
19	том что	4	12
20	прежде всего	12	11
21	по себе	2	11
22	как будто	2	11
23	так и	4	10
24	и его	5	10
25	может быть	21	9
26	в этом	20	9
27	если бы	3	8
28	что он	7	8
29	и все	5	8
30	но в	10	8
31	это не	5	7
32	есть в	3	7
33	такого рода	2	7
34	и потому	7	7
35	то же	5	7
36	а не	13	7
37	сказать что	3	7
38	и с	3	7
39	в ней	11	7
40	хотя бы	7	7
41	и от	3	6
42	так что	2	6
43	как и	13	6
44	но это	8	6
45	есть не	5	6
46	сам по	2	6
47	не существует	3	5
48	хотя и	2	5
49	в нем	22	5
50	и можно	3	5
51	да и	2	5
52	и если	2	5
53	человеческой жизни	2	5
54	жизни и	6	5
55	вместе с	2	5
56	как в	7	5
57	так же	6	5
58	не может	15	5
59	в них	3	5
60	только и	4	5
61	так как	8	5
62	уже не	4	5
63	в этих	2	5
64	о том	3	5
65	уже в	2	4
66	и есть	8	4
67	у достоевского	34	4
68	в отношении	5	4
69	и для	7	4
70	и во	3	4
71	это и	3	4
72	всегда есть	2	4
73	в этой	7	4
74	в своей	5	4
75	что она	5	4
76	как бы	8	4
77	не имеет	4	4
78	во всех	2	4
79	в разных	2	4
80	а в	2	4
81	что не	2	4
82	можно было	2	4
83	жизнь и	4	4
84	с ним	3	4
85	нет ни	2	4
86	человека в	14	3
87	к тому	5	3
88	можно ли	3	3
89	были бы	2	3
90	что всякий	3	3
91	в жизни	4	3
92	с собой	2	3
93	и к	7	3
94	он был	9	3
95	для него	18	3
96	идея и	3	3
97	это есть	2	3
98	связи с	2	3
99	сознания и	2	3
100	себе и	2	3
101	себе в	2	3
102	же и	2	3
103	в его	5	3
104	не так	3	3
105	но она	2	3
106	что и	4	3
107	что в	4	3
108	бы и	5	3
109	в своем	8	3
110	не было	11	3
111	все равно	3	3
112	для того	5	3
113	к нему	2	3
114	и на	3	3
115	тем что	3	3
116	правда в	2	3
117	нет ничего	3	3
118	все время	2	2
119	верит в	2	2
120	о великом	2	2
121	для этого	4	2
122	то он	2	2
123	в конце	5	2
124	на все	3	2
125	с его	4	2
126	то в	2	2
127	что они	3	2
128	они и	4	2
129	не что	3	2
130	тот же	2	2
131	говорит что	2	2
132	нет в	4	2
133	что это	6	2
134	на его	2	2
135	в самом	5	2
136	по преимуществу	5	2
137	он не	10	2
138	к ней	2	2
139	себя в	4	2
140	не будет	3	2
141	не к	2	2
142	не хотел	2	2
143	то перед	2	2
144	если он	2	2
145	и тогда	3	2
146	жизни в	3	2
147	на земле	8	2
148	но эта	2	2
149	чтобы не	3	2
150	и что	2	2
151	того чтобы	4	2
152	и он	11	2
153	друг друга	12	2
154	образ и	5	2
155	человеческая жизнь	2	2
156	приходит к	2	2
157	что иное	3	2
158	во всем	5	2
159	но этот	2	2
160	его в	3	2
161	и это	5	2
162	к своему	2	2
163	в идиоте	2	2
164	это все	2	2
165	в чем	3	2
166	в которой	2	2
167	иное как	3	2
168	еще более	2	2
