N	2gram	Trubetskoy_1	Istorich
1	и в	26	24
2	что он	4	21
3	не только	10	21
4	может быть	10	14
5	не может	4	14
6	в этих	4	13
7	что в	9	13
8	мы имеем	2	12
9	в этом	15	12
10	и здесь	2	12
11	но и	9	11
12	том что	7	10
13	а в	4	10
14	и что	4	10
15	и другие	3	9
16	с другой	8	9
17	не в	2	9
18	все же	6	9
19	о том	6	9
20	потому что	7	9
21	еще не	2	8
22	что и	6	8
23	все это	6	8
24	то же	4	8
25	а не	5	8
26	так как	9	8
27	один из	2	7
28	в том	11	7
29	мы видели	2	7
30	во всех	2	7
31	то что	7	7
32	вместе с	15	7
33	к нему	7	7
34	таким образом	22	7
35	с этой	3	6
36	так же	5	6
37	но не	8	6
38	в нем	4	6
39	он не	4	6
40	и все	2	6
41	того что	3	6
42	во время	4	6
43	только в	4	6
44	что это	3	6
45	не менее	3	5
46	одной стороны	7	5
47	отношение к	5	5
48	так и	6	5
49	с одной	7	5
50	но в	7	5
51	никогда не	5	4
52	не всегда	2	4
53	тем не	3	4
54	по существу	2	4
55	но все	7	4
56	представляет собой	3	4
57	при этом	3	4
58	одной из	5	4
59	же как	3	4
60	с того	2	4
61	как бы	12	4
62	если не	2	4
63	и не	8	4
64	не имеет	5	4
65	в других	3	4
66	точки зрения	13	4
67	мы должны	6	4
68	мы можем	2	4
69	уже в	2	3
70	после смерти	10	3
71	с его	2	3
72	в качестве	3	3
73	в них	2	3
74	превращается в	2	3
75	тогда когда	2	3
76	представление о	6	3
77	в образе	2	3
78	на то	2	3
79	так что	3	3
80	магической силы	9	3
81	этой задачи	2	3
82	и если	3	3
83	не вполне	3	3
84	связано с	2	3
85	когда он	3	3
86	с ней	3	3
87	сих пор	5	3
88	по своим	2	3
89	этой точки	2	3
90	и наконец	2	3
91	и даже	3	3
92	и по	4	3
93	из этих	10	3
94	связи с	9	3
95	что мы	2	3
96	в конце	6	3
97	на небе	2	2
98	но по	3	2
99	того же	6	2
100	и от	4	2
101	в китае	2	2
102	а после	3	2
103	к этому	3	2
104	прежде всего	2	2
105	не могут	2	2
106	в то	4	2
107	в силу	5	2
108	и нет	3	2
109	связанные с	7	2
110	так например	2	2
111	с целью	2	2
112	тот же	2	2
113	в самом	4	2
114	и о	3	2
115	к ним	3	2
116	должно было	2	2
117	в котором	4	2
118	если в	3	2
119	такое положение	2	2
120	оказывается что	3	2
121	связь с	2	2
122	отличается от	2	2
123	вплоть до	2	2
124	точно так	3	2
125	в связи	3	2
126	уже не	3	2
127	в другое	2	2
128	и у	8	2
129	на этот	4	2
130	в которой	3	2
131	его не	2	2
132	с тех	2	2
133	всех других	2	2
134	очень много	2	2
135	сказать что	2	2
136	ничем не	4	2
137	из них	7	2
138	он в	2	2
139	попадает в	4	2
140	и на	2	2
141	и после	2	2
142	что эти	3	2
143	все эти	6	2
144	и это	2	2
145	конечно не	2	2
146	должен был	4	2
147	до сих	5	2
148	в русских	2	2
149	но при	2	2
