N	2gram	Tiupa_Anal_3	Literetu
1	не только	22	24
2	при этом	11	19
3	в качестве	12	17
4	но и	13	17
5	а не	9	16
6	в том	9	16
7	в частности	12	15
8	том что	12	14
9	может быть	9	13
10	тогда как	20	13
11	в году	3	13
12	и не	12	12
13	в этом	14	12
14	состоит в	4	11
15	прежде всего	5	11
16	в своем	4	11
17	своего рода	8	11
18	такого рода	5	10
19	то что	2	10
20	в русской	7	10
21	произведение искусства	4	8
22	не в	6	8
23	в целом	3	8
24	и в	18	8
25	в тексте	9	8
26	только в	2	8
27	как это	3	8
28	не менее	4	7
29	коммуникативного события	11	7
30	в его	7	7
31	как бы	10	7
32	уже не	5	7
33	в себе	2	7
34	я и	3	7
35	в рамках	3	6
36	в жизни	2	6
37	как и	14	6
38	и сам	4	6
39	себя в	4	6
40	точки зрения	3	6
41	то есть	10	6
42	эстетического объекта	2	6
43	русской поэзии	2	5
44	с его	8	5
45	что он	4	5
46	наш взгляд	2	5
47	же в	2	5
48	же время	3	5
49	я в	5	5
50	в конечном	2	5
51	а также	2	5
52	русской литературе	4	5
53	как в	3	5
54	не может	2	5
55	то же	3	5
56	в отличие	2	5
57	уже в	3	5
58	тем самым	4	5
59	на наш	2	5
60	в данном	4	5
61	не столько	3	5
62	в то	3	5
63	отличие от	2	5
64	конечном счете	2	4
65	столь же	4	4
66	это не	2	4
67	о себе	2	4
68	в конце	5	4
69	в случае	5	4
70	представляет собой	5	4
71	но не	7	4
72	еще не	6	4
73	все же	4	4
74	по преимуществу	2	4
75	данном случае	3	4
76	со стороны	9	4
77	так и	14	4
78	и т.п	5	4
79	никогда не	5	4
80	всего лишь	8	4
81	лишь в	5	4
82	и его	13	4
83	как раз	7	4
84	не как	2	4
85	в этой	6	4
86	этого текста	4	3
87	не было	3	3
88	что в	9	3
89	с другой	7	3
90	человеческого я	2	3
91	самого пушкина	3	3
92	сводится к	2	3
93	не должен	2	3
94	этом как	2	3
95	да и	2	3
96	субъекта и	2	3
97	одна из	2	3
98	в культуре	2	3
99	с их	3	3
100	в пределах	4	3
101	и прежде	2	3
102	например в	2	3
103	в самом	5	3
104	в повестях	8	3
105	несмотря на	2	3
106	не мог	2	3
107	один из	2	3
108	ли не	4	3
109	в их	6	3
110	приводит к	4	3
111	по отношению	7	3
112	а в	10	3
113	таким образом	4	3
114	еще и	3	3
115	более чем	2	3
116	говоря словами	2	3
117	в принципе	2	3
118	и даже	8	3
119	той же	5	3
120	во всяком	2	3
121	нуждается в	2	3
122	он и	3	3
123	но в	2	3
124	по своей	2	3
125	далеко не	4	3
126	его в	3	3
127	дело в	2	3
128	в лирике	2	3
129	отнюдь не	4	2
130	однако в	5	2
131	все они	2	2
132	дело не	3	2
133	из этих	3	2
134	подобно тому	3	2
135	повестях белкина	7	2
136	в себя	2	2
137	в мире	5	2
138	к тому	6	2
139	вследствие которого	2	2
140	тем не	2	2
141	тому же	3	2
142	и того	3	2
143	или иной	5	2
144	того же	5	2
145	для него	6	2
146	одной стороны	2	2
147	было бы	3	2
148	по поводу	3	2
149	о своем	2	2
150	в искусстве	2	2
151	вплоть до	2	2
152	и самого	6	2
153	всяком случае	2	2
154	даже в	2	2
155	не является	5	2
156	в нем	2	2
157	не есть	4	2
158	отношению к	7	2
159	в сущности	5	2
160	освобождения от	2	2
161	этом отношении	3	2
162	с одной	2	2
163	все эти	2	2
164	художественного целого	6	2
165	самсона вырина	2	2
166	самом деле	2	2
167	во втором	4	2
168	что не	3	2
169	с точки	2	2
170	поскольку он	3	2
171	роль в	3	2
172	в слове	5	2
173	тому как	2	2
174	не случайно	8	2
175	между тем	5	2
176	тем что	2	2
177	одну из	2	2
178	могут быть	2	2
179	на себя	2	2
180	как эстетической	2	2
181	личностного я	2	2
182	как правило	5	2
183	о том	6	2
184	сознания к	2	2
185	нашего времени	3	2
186	а для	2	2
