N	2gram	Losev_Prob_2	Myshleni
1	в этом	17	29
2	точки зрения	2	28
3	и в	35	26
4	не только	24	24
5	для себя	9	24
6	то что	38	24
7	таким образом	4	23
8	представляет собой	2	19
9	и речи	3	19
10	того чтобы	2	19
11	в том	12	18
12	и не	37	18
13	для того	3	18
14	том что	19	17
15	потому что	13	16
16	как и	5	15
17	этом случае	7	14
18	того что	12	14
19	так же	5	14
20	так как	7	14
21	как мы	5	14
22	значение слова	4	13
23	что в	11	12
24	вместе с	2	12
25	но и	16	11
26	только не	3	11
27	мысли и	2	11
28	в слове	3	11
29	не может	13	11
30	что они	3	10
31	слова и	4	10
32	по своему	5	9
33	тому что	3	9
34	в самом	5	9
35	мышления и	2	9
36	что мы	14	9
37	значения слова	4	9
38	слово и	2	9
39	тем что	4	9
40	в себе	5	9
41	то же	5	8
42	что она	4	8
43	сказать что	24	8
44	что он	4	8
45	тем самым	7	8
46	той же	2	8
47	только в	14	8
48	самого начала	2	7
49	к тому	3	7
50	представление о	5	7
51	прежде всего	11	7
52	с самого	3	7
53	может быть	18	7
54	и к	3	7
55	мы не	7	7
56	и то	10	7
57	вопрос о	3	6
58	мы могли	2	6
59	и тем	4	6
60	заключается в	4	6
61	как на	2	6
62	мы должны	3	6
63	как бы	4	6
64	между собой	5	6
65	все что	3	6
66	и что	13	6
67	было бы	8	6
68	во всех	2	6
69	все эти	7	6
70	все же	8	6
71	самом деле	4	6
72	а не	10	6
73	можно сказать	6	5
74	что с	2	5
75	одной стороны	5	5
76	если бы	4	5
77	и следовательно	4	5
78	в виду	8	5
79	и значение	4	5
80	в целом	3	5
81	и их	3	5
82	данном случае	5	5
83	речь не	2	5
84	с одной	5	5
85	никак не	11	5
86	и с	10	5
87	себе в	2	5
88	же самое	6	5
89	могли бы	3	5
90	бы в	3	5
91	нашего исследования	3	5
92	с тем	3	5
93	тогда когда	3	5
94	в качестве	2	5
95	она не	3	5
96	слова как	3	5
97	если мы	9	5
98	и для	6	5
99	в данном	10	5
100	является в	2	5
101	не менее	13	4
102	не могут	4	4
103	в нашем	3	4
104	с другой	6	4
105	и от	3	4
106	в конце	7	4
107	в такой	2	4
108	не можем	4	4
109	на то	6	4
110	так что	11	4
111	которые мы	3	4
112	в свете	3	4
113	то и	4	4
114	и наконец	3	4
115	в его	7	4
116	о том	18	4
117	но в	6	4
118	о чем	6	4
119	по этому	3	4
120	стороны и	4	4
121	связи с	5	4
122	еще не	10	4
123	гораздо более	4	4
124	не есть	33	4
125	отношение между	2	4
126	нами в	2	4
127	это и	3	4
128	что оно	2	4
129	в той	2	4
130	не в	2	4
131	и только	4	4
132	едва ли	9	4
133	в области	6	4
134	учение о	2	3
135	содержит в	2	3
136	для этого	3	3
137	все это	4	3
138	из этих	3	3
139	есть то	5	3
140	тем не	12	3
141	только по	2	3
142	но это	6	3
143	есть в	4	3
144	совпадает с	2	3
145	в ней	2	3
146	и является	3	3
147	в основе	3	3
148	не является	7	3
149	но мы	3	3
150	значения и	11	3
151	только и	3	3
152	но только	4	3
153	и по	3	3
154	значения слов	2	3
155	он не	2	3
156	мы уже	3	3
157	были бы	2	3
158	представить себе	4	3
159	по себе	8	3
160	есть не	6	3
161	об этом	2	3
162	в то	6	3
163	но не	4	3
164	до сих	4	3
165	мы в	3	3
166	речи или	2	3
167	и о	4	3
168	нет и	3	3
169	что и	2	3
170	не совпадает	2	3
171	сих пор	4	3
172	так и	7	3
173	только на	9	3
174	как раз	8	3
175	этому поводу	2	3
176	на самом	4	3
177	и значения	7	3
178	к нему	2	3
179	отличается от	2	3
180	с другими	5	3
181	мы можем	6	3
182	в этой	9	3
183	связаны между	2	3
184	перед нами	2	2
185	уже в	3	2
186	что если	4	2
187	казалось бы	7	2
188	она должна	2	2
189	можно ли	6	2
190	от ее	2	2
191	одним и	2	2
192	в этих	4	2
193	никто не	3	2
194	точно так	3	2
195	что все	6	2
196	что при	4	2
197	только о	8	2
198	в математике	4	2
199	что на	4	2
200	от всякой	2	2
201	подобного рода	4	2
202	входит в	2	2
203	для нас	9	2
204	ни в	6	2
205	его от	2	2
206	мы и	6	2
207	является не	2	2
208	случае не	4	2
209	в действительности	2	2
210	несмотря на	3	2
211	и той	4	2
212	или в	2	2
213	ассоциативной психологии	2	2
214	но если	4	2
215	один из	3	2
216	есть только	8	2
217	друг от	2	2
218	значение в	4	2
219	это отношение	3	2
220	в их	3	2
221	одновременно и	3	2
222	этого термина	8	2
223	лишь в	3	2
224	эта связь	2	2
225	не имеет	7	2
226	как такового	2	2
227	должно быть	2	2
228	а в	4	2
229	что для	3	2
230	в своих	3	2
231	также и	12	2
232	мере в	2	2
233	и ничего	2	2
234	и есть	4	2
235	его в	3	2
236	и которые	2	2
237	возможно только	2	2
238	что слово	3	2
239	с этим	5	2
240	в случае	3	2
241	вовсе не	37	2
242	значение и	8	2
243	но эта	3	2
244	и здесь	4	2
245	у нас	18	2
246	и при	2	2
247	нельзя было	3	2
248	ведь это	2	2
249	но именно	4	2
250	о своем	2	2
251	совершенно не	2	2
252	от друга	2	2
253	мы ни	2	2
254	относится к	6	2
255	никаких сомнений	2	2
256	даже в	2	2
257	о которых	3	2
258	к другу	2	2
259	из этого	2	2
260	что же	9	2
261	между которыми	2	2
262	оказывается что	3	2
263	в отношении	4	2
264	внимание на	3	2
265	должны были	3	2
266	одной и	2	2
267	можно говорить	3	2
268	что не	5	2
269	из которых	2	2
270	можно было	5	2
271	нас в	3	2
272	во всяком	13	2
273	вещи и	2	2
274	и ее	2	2
275	я могу	3	2
276	если же	3	2
277	которые в	2	2
278	мы говорим	4	2
279	здесь как	2	2
280	ничего не	10	2
