N	2gram	Propp_Isto_7	Problema
1	то что	7	42
2	вовсе не	4	35
3	и в	24	32
4	и не	4	31
5	не просто	2	23
6	не менее	5	19
7	в этом	12	19
8	тем не	4	18
9	не только	21	17
10	потому что	9	16
11	а не	8	15
12	как бы	4	14
13	может быть	14	14
14	но в	5	14
15	и тем	2	13
16	в нем	6	13
17	сказать что	2	13
18	что мы	3	13
19	при помощи	3	13
20	что в	13	12
21	а именно	6	12
22	том что	10	12
23	так и	5	12
24	и т	17	11
25	и даже	3	11
26	о том	9	11
27	так как	8	11
28	то же	8	10
29	прежде всего	2	10
30	т д	16	10
31	об этом	6	10
32	ничего не	5	10
33	но не	6	9
34	в том	7	9
35	но и	11	9
36	и что	10	9
37	так же	6	9
38	еще не	8	9
39	в данном	4	9
40	и это	2	9
41	есть знак	2	8
42	на то	3	8
43	данном случае	3	8
44	не может	14	8
45	все эти	2	8
46	и о	2	8
47	и на	2	8
48	было бы	2	8
49	но это	3	8
50	и ее	2	8
51	тоже не	3	7
52	никогда не	4	7
53	ни в	2	7
54	все это	8	7
55	того что	6	7
56	всех этих	6	7
57	в них	3	7
58	и все	6	7
59	что он	21	7
60	во всех	7	7
61	как мы	3	7
62	тем что	6	7
63	только в	6	7
64	здесь не	2	7
65	в конце	3	6
66	так что	3	6
67	при этом	4	6
68	в самом	2	6
69	и если	3	6
70	хотя и	3	6
71	то и	4	6
72	таким образом	7	6
73	это не	10	6
74	и здесь	12	6
75	его в	3	6
76	как это	2	6
77	в то	2	6
78	что такое	2	6
79	перед нами	2	5
80	не знал	2	5
81	для нас	6	5
82	не имеют	2	5
83	мы уже	4	5
84	в котором	2	5
85	что она	5	5
86	мы должны	4	5
87	тем более	2	5
88	связи с	3	5
89	в других	4	5
90	тому что	2	4
91	точно так	2	4
92	не в	9	4
93	в дальнейшем	3	4
94	с целью	2	4
95	один из	7	4
96	после этого	3	4
97	на том	2	4
98	в их	4	4
99	или в	8	4
100	а в	10	4
101	как он	6	4
102	в отдельности	2	4
103	в литературе	2	4
104	как в	12	4
105	только на	2	4
106	если не	4	4
107	мы можем	4	4
108	в связи	2	4
109	что вы	2	3
110	уже в	3	3
111	что это	6	3
112	что не	2	3
113	в этих	13	3
114	с другой	9	3
115	что его	2	3
116	но все	4	3
117	что они	3	3
118	в действительности	2	3
119	но для	2	3
120	другими словами	2	3
121	из них	2	3
122	другой стороны	8	3
123	и его	3	3
124	этих случаях	16	3
125	с этим	2	3
126	но он	2	3
127	точки зрения	4	3
128	что здесь	7	3
129	с ним	5	3
130	есть еще	2	3
131	по этому	2	3
132	в ее	2	3
133	как и	6	3
134	того же	2	3
135	есть и	4	3
136	до сих	2	3
137	мы увидим	6	3
138	он не	6	3
139	говорит о	2	3
140	сих пор	3	3
141	того как	3	3
142	уже не	2	3
143	на этот	2	3
144	к нему	7	3
145	очень много	2	3
146	в чем	5	3
147	которые не	2	3
148	не могут	2	2
149	же как	4	2
150	вообще не	2	2
151	не содержит	2	2
152	в целях	2	2
153	без всякого	2	2
154	нас не	2	2
155	не стоит	2	2
156	оказывается что	2	2
157	кроме того	3	2
158	например в	3	2
159	на его	2	2
160	здесь нет	3	2
161	только после	2	2
162	не имеет	4	2
163	по его	2	2
164	во многих	2	2
165	от всех	2	2
166	знаем что	3	2
167	из этих	3	2
168	мы имеем	12	2
169	с собой	7	2
170	или когда	3	2
171	тот кто	5	2
172	с его	3	2
173	становится ясным	2	2
174	а потом	2	2
175	и так	2	2
176	на первый	4	2
177	по существу	4	2
178	мы видим	10	2
179	в качестве	3	2
180	она не	2	2
181	но есть	3	2
182	между прочим	3	2
183	не будет	2	2
184	вместе с	7	2
185	ее в	3	2
186	мы здесь	2	2
187	мы не	4	2
188	в ряд	2	2
189	что этот	2	2
190	он в	2	2
191	на себя	2	2
192	представление об	5	2
193	и другое	2	2
194	в таких	2	2
195	в которой	2	2
196	не можем	2	2
