N	3gram	Voloshinov_1	Formalny
1	в связи с	7	10
2	не может быть	13	10
3	с точки зрения	20	7
4	в этом отношении	3	7
5	то же время	3	5
6	в самом деле	9	5
7	в то же	3	5
8	языка и его	3	5
9	во всяком случае	2	5
10	не могут быть	2	4
11	пр и пр	2	4
12	и пр и	2	4
13	в высшей степени	3	4
14	связи с этим	3	3
15	в большинстве случаев	3	3
16	и не может	9	3
17	с другой стороны	5	3
18	может быть и	3	3
19	быть и речи	2	3
20	для того чтобы	3	3
21	речевого общения в	2	2
22	в отличие от	5	2
23	на первый план	2	2
24	все без исключения	3	2
25	с самого начала	4	2
26	в конце концов	3	2
27	между этими двумя	2	2
28	и прежде всего	2	2
29	как мы знаем	5	2
30	в этом смысле	2	2
31	в том что	3	2
32	но все же	3	2
