N	2gram	Vygotskiy__4	Myslijsy
1	потому что	12	49
2	для нас	4	31
3	и в	20	24
4	может быть	12	23
5	в сознании	4	23
6	то что	15	20
7	и не	8	19
8	а не	7	18
9	в том	42	18
10	что в	19	16
11	не только	15	15
12	того же	9	14
13	при этом	12	13
14	было бы	8	13
15	не в	4	13
16	в слове	2	13
17	но не	3	12
18	не может	6	12
19	то же	16	12
20	мы можем	5	12
21	если бы	5	11
22	что мы	7	11
23	что и	9	11
24	вместе с	8	11
25	только в	10	11
26	таким образом	25	11
27	для него	2	10
28	в себе	10	10
29	так что	3	10
30	как в	5	10
31	тогда как	2	10
32	так как	10	10
33	тогда когда	8	10
34	точно так	3	9
35	в нем	2	9
36	как бы	7	9
37	но и	9	9
38	под влиянием	2	8
39	а только	3	8
40	а в	2	8
41	том что	35	8
42	и на	6	8
43	в этом	24	8
44	могут быть	7	8
45	не могут	3	7
46	прежде всего	2	7
47	во всяком	4	7
48	всяком случае	3	7
49	как и	9	7
50	того что	10	7
51	тем что	7	7
52	с этим	5	7
53	в чем	3	7
54	того как	2	7
55	что если	2	6
56	связи с	3	6
57	с другой	12	6
58	не есть	2	6
59	и того	5	6
60	и как	9	6
61	свою очередь	2	6
62	в свою	2	6
63	не имеет	2	6
64	между тем	9	6
65	между двумя	2	6
66	одного и	6	6
67	этого слова	11	6
68	и только	4	6
69	слова в	9	5
70	уже в	6	5
71	не менее	3	5
72	столь же	3	5
73	по мере	4	5
74	что они	14	5
75	в памяти	2	5
76	представляется нам	4	5
77	тот же	9	5
78	на то	5	5
79	о том	5	5
80	так и	5	5
81	от того	3	5
82	для того	5	5
83	в мысли	2	5
84	из них	4	5
85	все же	5	5
86	в которой	3	5
87	место в	2	4
88	никогда не	5	4
89	из этих	2	4
90	что он	6	4
91	такой же	2	4
92	еще не	2	4
93	в самом	6	4
94	с одной	9	4
95	что оно	4	4
96	если не	2	4
97	и сами	2	4
98	и что	8	4
99	тем самым	7	4
100	которые могут	2	4
101	в таком	2	4
102	тому как	2	4
103	подобно тому	2	4
104	они не	2	4
105	к общему	2	4
106	как он	4	4
107	том смысле	2	4
108	с тем	6	4
109	но в	3	4
110	что это	2	3
111	смысле этого	7	3
112	это не	5	3
113	и от	3	3
114	мы называем	2	3
115	на все	3	3
116	что на	2	3
117	и при	4	3
118	одной стороны	9	3
119	мы в	2	3
120	вслед за	2	3
121	говоря о	2	3
122	которые мы	3	3
123	не совсем	2	3
124	в ней	2	3
125	и во	3	3
126	его в	6	3
127	с таким	3	3
128	и тем	8	3
129	слова и	5	3
130	в целом	11	3
131	со стороны	3	3
132	и тогда	2	3
133	только что	4	3
134	в языке	2	3
135	те же	6	3
136	если мы	10	3
137	и у	2	3
138	тем же	4	3
139	и для	4	3
140	от слова	2	3
141	той же	6	3
142	во многих	2	3
143	и то	10	3
144	в каком	2	3
145	далеко не	2	3
146	в этих	3	3
147	которое мы	2	3
148	представлений и	3	3
149	которые не	2	3
150	на деле	3	3
151	и той	4	2
152	между различными	3	2
153	в каждом	2	2
154	при определении	2	2
155	этом смысле	8	2
156	в нашем	4	2
157	выражается в	2	2
158	и его	5	2
159	в какой	3	2
160	что слово	2	2
161	и это	2	2
162	одной и	5	2
163	поэтому оно	2	2
164	что все	3	2
165	языка мы	2	2
166	между ними	4	2
167	состоит в	4	2
168	к этому	4	2
169	для образования	3	2
170	в собственном	7	2
171	животных и	2	2
172	указывают на	4	2
173	бы в	3	2
174	с первого	3	2
175	все эти	5	2
176	так же	11	2
177	в образовании	7	2
178	у него	2	2
179	но что	3	2
180	одно и	6	2
181	что с	4	2
182	значением слова	3	2
183	в нашей	2	2
184	ли мы	2	2
185	и тот	7	2
186	в действительности	5	2
187	связь между	2	2
188	на предмет	2	2
189	в его	11	2
190	когда это	2	2
191	один из	3	2
192	на образование	2	2
193	указывает на	2	2
194	нам не	2	2
195	не имеют	3	2
196	другой стороны	9	2
197	внимание на	3	2
198	в связи	3	2
199	а с	2	2
200	к мысли	2	2
201	и других	3	2
202	самом деле	7	2
203	того чтобы	7	2
204	к другой	2	2
205	что такое	5	2
206	мы видим	10	2
207	должно быть	3	2
208	друг друга	4	2
209	как это	9	2
210	и здесь	2	2
211	нас в	3	2
212	тем как	3	2
213	их в	2	2
214	сказать что	6	2
215	тому что	4	2
216	различие в	3	2
217	на более	2	2
218	существует только	2	2
219	во всем	3	2
220	мы должны	11	2
221	может стать	2	2
222	могли бы	9	2
223	на этом	3	2
224	факт что	2	2
225	как оно	2	2
226	к которому	3	2
227	когда мы	2	2
228	оно может	3	2
229	влияния на	2	2
230	и поэтому	3	2
231	но вместе	2	2
