N	2gram	Bakhtin_Pr_5	formyVre
1	и в	35	46
2	в этом	14	22
3	прежде всего	12	14
4	вовсе не	7	13
5	и его	14	12
6	только в	6	11
7	не только	10	11
8	во всех	3	11
9	во время	5	10
10	в том	5	10
11	как бы	31	10
12	точки зрения	7	10
13	то есть	16	10
14	но в	19	10
15	у него	4	9
16	не в	10	9
17	мы уже	8	9
18	вместе с	2	9
19	но и	14	9
20	и не	27	9
21	и для	8	9
22	как и	18	8
23	в его	21	8
24	то же	15	8
25	с точки	2	8
26	потому что	8	8
27	из них	3	8
28	всех этих	2	7
29	в них	4	7
30	в одном	6	7
31	может быть	14	7
32	то что	10	7
33	так и	8	7
34	и на	6	7
35	так сказать	2	7
36	никогда не	4	6
37	и во	3	6
38	и все	15	6
39	при этом	2	6
40	как мы	8	6
41	здесь в	2	6
42	еще не	7	6
43	его в	4	6
44	все же	8	6
45	все это	14	6
46	те же	2	6
47	и наконец	7	6
48	так как	4	6
49	и с	12	6
50	в своем	2	5
51	с этим	3	5
52	в дальнейшем	2	5
53	в пределах	11	5
54	в то	11	5
55	но не	6	5
56	он не	13	5
57	в нем	16	5
58	что в	6	5
59	все эти	3	5
60	и у	4	5
61	должно быть	3	5
62	уже в	3	4
63	с этой	2	4
64	же время	10	4
65	с ним	7	4
66	том что	3	4
67	так что	5	4
68	что они	6	4
69	с другом	4	4
70	друг с	4	4
71	в котором	3	4
72	уже говорили	5	4
73	в мире	4	4
74	конечно не	2	4
75	как в	5	4
76	а не	4	4
77	и он	2	4
78	их в	2	4
79	к себе	18	4
80	в себе	5	4
81	о том	2	4
82	и самое	2	4
83	все его	4	4
84	себя и	8	3
85	та же	4	3
86	переходим к	4	3
87	к тому	6	3
88	что он	24	3
89	а затем	2	3
90	и как	2	3
91	в большинстве	2	3
92	для него	14	3
93	себе самому	18	3
94	тот же	4	3
95	в реальном	3	3
96	хотя и	2	3
97	что на	2	3
98	в этот	2	3
99	нет и	4	3
100	как можно	2	3
101	что и	3	3
102	слова и	11	3
103	отношение к	6	3
104	но эти	2	3
105	в форме	3	3
106	таким образом	7	3
107	уже не	3	3
108	того что	3	3
109	и даже	5	3
110	и по	2	3
111	и прежде	4	3
112	а в	7	3
113	жизнь и	2	3
114	для других	3	3
115	в которых	2	3
116	тем что	4	3
117	здесь еще	2	3
118	в другом	12	3
119	на протяжении	5	3
120	в этих	2	3
121	большинстве случаев	2	3
122	в виду	3	3
123	на этом	2	2
124	в роман	2	2
125	по своему	4	2
126	и та	2	2
127	друг другу	4	2
128	говорить о	3	2
129	лежит в	2	2
130	с другой	4	2
131	это не	3	2
132	и так	4	2
133	в одной	3	2
134	что все	2	2
135	по себе	4	2
136	дело идет	3	2
137	или иной	4	2
138	очень часто	2	2
139	одна и	2	2
140	но эта	2	2
141	в отношении	9	2
142	протяжении всего	4	2
143	без всякого	2	2
144	как его	3	2
145	не мог	3	2
146	с тем	3	2
147	совсем не	3	2
148	тон и	4	2
149	всего романа	2	2
150	до конца	4	2
151	было бы	3	2
152	со всеми	3	2
153	и к	12	2
154	в сущности	14	2
155	словом и	3	2
156	наконец в	4	2
157	мы видели	2	2
158	быть и	2	2
159	и т.п	6	2
160	не может	18	2
161	и вот	4	2
162	в той	4	2
163	лишь в	7	2
164	так же	7	2
165	особенно в	2	2
166	рядом с	4	2
167	каждый из	2	2
168	друг на	2	2
169	но это	6	2
170	то в	2	2
171	он так	2	2
172	и от	3	2
173	но он	4	2
174	самим собою	9	2
175	на друга	2	2
176	не знает	6	2
177	него и	3	2
178	которой он	3	2
179	в конце	5	2
180	как он	2	2
181	и это	5	2
182	в последующем	3	2
183	там где	7	2
184	во всяком	4	2
185	в последнем	2	2
186	мире и	2	2
