N	2gram	Bakhtin_Fr_2	DiskursI
1	в качестве	2	34
2	не только	17	28
3	в том	3	23
4	то есть	32	20
5	том что	4	19
6	может быть	5	17
7	и в	49	16
8	как и	11	16
9	в этом	15	15
10	еще не	2	14
11	но и	13	14
12	при этом	5	13
13	и т.п	11	12
14	прежде всего	19	11
15	но не	5	11
16	и не	15	11
17	с другой	4	10
18	далеко не	3	10
19	в нем	9	9
20	одной стороны	3	9
21	не может	7	9
22	с одной	3	9
23	так и	6	8
24	о том	3	8
25	но в	4	8
26	в его	18	7
27	то же	7	7
28	не было	4	7
29	роль в	5	7
30	в себе	4	7
31	только в	13	7
32	в своем	5	6
33	можно сказать	2	5
34	как бы	11	5
35	в своей	5	5
36	то что	6	5
37	во всех	6	5
38	а в	4	5
39	в себя	6	5
40	в их	2	5
41	в эпоху	13	5
42	и на	17	5
43	с его	5	4
44	что в	2	4
45	в них	13	4
46	и к	4	4
47	что он	3	4
48	для него	9	4
49	в истории	6	4
50	же время	6	4
51	одной из	2	4
52	связи с	2	4
53	на его	2	4
54	такого рода	2	4
55	и о	4	4
56	отношение к	8	4
57	в особенности	5	4
58	лишь в	4	4
59	могут быть	2	4
60	и т.д	2	4
61	вследствие этого	2	3
62	в ее	3	3
63	времени и	6	3
64	в самом	3	3
65	еще в	2	3
66	один из	7	3
67	все же	7	3
68	из них	3	3
69	таким образом	7	3
70	именно в	6	3
71	другой стороны	3	3
72	и даже	2	3
73	в своих	4	3
74	сказать что	6	3
75	тем что	4	3
76	точки зрения	6	3
77	в то	6	3
78	тому как	2	3
79	также и	3	3
80	зрения на	2	3
81	в произведении	2	3
82	и потому	5	3
83	литературы в	2	2
84	в противоположность	2	2
85	но они	3	2
86	по словам	2	2
87	никогда не	5	2
88	и без	2	2
89	и во	4	2
90	или меньшей	3	2
91	и все	3	2
92	в одном	3	2
93	одного из	2	2
94	это в	2	2
95	для понимания	2	2
96	в году	13	2
97	в литературе	6	2
98	в тех	2	2
99	эти жанры	2	2
100	в г	3	2
101	направлен на	3	2
102	в пределах	2	2
103	в значительной	3	2
104	есть в	2	2
105	большей или	3	2
106	так например	2	2
107	своего времени	2	2
108	в начале	5	2
109	в сущности	8	2
110	значительной степени	2	2
111	одним из	2	2
112	хотя и	2	2
113	и др	9	2
114	точка зрения	3	2
115	из наиболее	2	2
116	с ее	3	2
117	в форме	4	2
118	за пределы	2	2
119	целый ряд	2	2
120	жизни в	3	2
121	как к	2	2
122	отношения к	4	2
123	уже в	5	2
124	как мы	7	2
125	и его	17	2
126	здесь в	6	2
127	во всяком	2	2
128	одну из	2	2
129	подобно тому	2	2
130	что касается	2	2
131	характер и	4	2
132	наших дней	2	2
133	в другом	2	2
134	на протяжении	7	2
135	и вообще	3	2
136	в этой	10	2
137	в виду	3	2
138	о чем	3	2
