N	2gram	Bakhtin_Fr_1	KulturaY
1	потому что	5	25
2	и в	65	23
3	не только	10	20
4	в том	16	19
5	в этом	15	18
6	и не	22	16
7	ни к	2	15
8	так как	6	15
9	может быть	6	15
10	точки зрения	7	14
11	в самом	4	12
12	все эти	10	12
13	том что	6	11
14	в области	7	11
15	но в	14	11
16	что в	3	10
17	вовсе не	18	9
18	в сущности	16	9
19	то что	3	9
20	самом деле	3	9
21	не может	3	9
22	с другой	3	8
23	прежде всего	11	8
24	не в	4	8
25	уже не	3	8
26	и пр	5	8
27	с точки	3	8
28	все же	6	7
29	но и	10	7
30	и с	3	7
31	это не	3	6
32	да и	2	6
33	в этой	4	6
34	но не	2	6
35	что не	2	6
36	этот вопрос	2	6
37	между тем	5	6
38	и на	11	6
39	что мы	2	6
40	не могут	3	5
41	что он	3	5
42	еще не	6	5
43	несмотря на	2	5
44	в его	9	5
45	приводит к	2	5
46	все это	9	5
47	и вот	2	5
48	речи и	2	5
49	и здесь	3	5
50	только в	7	5
51	в узком	4	4
52	в них	5	4
53	можно сказать	2	4
54	к тому	2	4
55	для нас	4	4
56	но все	3	4
57	или в	2	4
58	от того	2	4
59	хотя и	2	4
60	как бы	22	4
61	в нем	13	4
62	на этой	3	4
63	сказать что	6	4
64	могут быть	2	4
65	в особенности	2	4
66	ничего не	3	4
67	так и	10	4
68	всех этих	8	3
69	главным образом	6	3
70	на фоне	3	3
71	же в	2	3
72	но это	3	3
73	большей или	4	3
74	до конца	2	3
75	в большей	5	3
76	совершенно не	4	3
77	связи с	4	3
78	меньшей степени	5	3
79	но для	3	3
80	в ней	6	3
81	он не	2	3
82	в процессе	2	3
83	как в	5	3
84	как раз	3	3
85	в форме	3	3
86	этом отношении	3	3
87	не знает	6	3
88	как мы	6	3
89	того что	2	3
90	и по	2	3
91	и его	10	3
92	или меньшей	4	3
93	в таких	2	3
94	и это	2	3
95	есть в	5	3
96	в виду	3	3
97	в отношении	6	2
98	мы будем	3	2
99	это в	4	2
100	в частности	5	2
101	никогда не	6	2
102	и от	2	2
103	и все	5	2
104	и до	4	2
105	не просто	3	2
106	на все	2	2
107	его к	2	2
108	в самой	3	2
109	узком смысле	2	2
110	и потому	10	2
111	так называемые	2	2
112	с одной	2	2
113	в обычном	3	2
114	вся эта	3	2
115	при этом	6	2
116	новый тип	2	2
117	между прочим	2	2
118	это определение	2	2
119	в свое	2	2
120	и даже	8	2
121	и выражения	2	2
122	к нему	3	2
123	превращается в	5	2
124	в своей	5	2
125	в их	4	2
126	взглянуть на	3	2
127	в своем	8	2
128	в отличие	4	2
129	и для	2	2
130	еще и	5	2
131	на самом	6	2
132	как и	5	2
133	образом в	2	2
134	в году	6	2
135	в той	5	2
136	можно говорить	3	2
137	свое время	2	2
138	и вовсе	3	2
139	и у	6	2
140	на этот	2	2
141	рядом с	5	2
142	роль в	2	2
143	конечно и	3	2
144	быть только	2	2
145	даже и	3	2
146	во введении	3	2
147	он и	3	2
148	в своих	5	2
149	выходит за	4	2
150	и еще	4	2
151	и вообще	3	2
152	ни на	2	2
153	большинстве случаев	2	2
154	отличие от	5	2
155	отношения к	2	2
