N	2gram	Bakhtin_Pr_1	Istorich
1	и в	23	26
2	так как	7	18
3	никогда не	5	13
4	потому что	12	13
5	что в	8	12
6	таким образом	11	12
7	в том	11	12
8	и на	10	12
9	в этом	25	12
10	может быть	21	11
11	с другой	2	10
12	том что	9	10
13	и не	34	10
14	не только	13	10
15	что он	10	9
16	еще не	5	9
17	но и	11	9
18	в нем	20	8
19	все же	5	8
20	вместе с	2	8
21	другой стороны	2	8
22	все эти	8	8
23	и это	5	8
24	с ним	6	8
25	уже не	8	7
26	например в	3	7
27	и его	13	7
28	у него	6	7
29	о том	2	7
30	но в	4	7
31	то что	18	6
32	мы уже	2	6
33	как в	6	6
34	не может	11	6
35	и с	4	6
36	как он	2	6
37	мы не	2	6
38	как и	8	5
39	мы видим	3	5
40	в его	24	5
41	так и	10	5
42	то же	10	5
43	тем что	3	5
44	в то	10	5
45	только в	8	5
46	его в	4	5
47	там где	6	5
48	и этим	2	5
49	это не	10	4
50	из этих	2	4
51	прежде всего	7	4
52	с его	6	4
53	здесь мы	2	4
54	но это	5	4
55	до сих	2	4
56	все что	3	4
57	на его	2	4
58	в книге	3	4
59	как бы	28	4
60	и тем	2	4
61	что и	5	4
62	сих пор	2	4
63	как мы	5	4
64	и по	2	4
65	но как	3	4
66	и другие	2	3
67	если бы	10	3
68	в них	3	3
69	на котором	2	3
70	в одном	9	3
71	должна быть	2	3
72	к этому	2	3
73	вопрос о	4	3
74	таким же	2	3
75	не в	6	3
76	они не	3	3
77	то время	2	3
78	кроме того	3	3
79	она не	5	3
80	от того	2	3
81	один из	2	3
82	в своей	11	3
83	данном случае	2	3
84	что она	2	3
85	со стороны	2	3
86	а в	7	3
87	при этом	3	3
88	и других	5	3
89	и вот	2	3
90	из которых	2	3
91	и наконец	5	3
92	как на	2	3
93	в своих	2	3
94	в данном	2	3
95	их в	2	3
96	сказать что	5	3
97	в себе	5	3
98	не было	3	3
99	как будто	3	3
100	не потому	2	3
101	перед нами	4	2
102	что герой	2	2
103	и как	8	2
104	однако в	2	2
105	в этих	2	2
106	в своем	8	2
107	но он	2	2
108	отличается от	2	2
109	в одной	4	2
110	вовсе не	8	2
111	можно сказать	2	2
112	для нас	3	2
113	по отношению	11	2
114	но все	4	2
115	одна из	2	2
116	отсюда же	2	2
117	как у	2	2
118	но не	8	2
119	так же	6	2
120	на западе	2	2
121	только то	3	2
122	героя в	4	2
123	было бы	6	2
124	и сам	2	2
125	кажется что	3	2
126	него в	2	2
127	но для	2	2
128	что из	2	2
129	всяком случае	3	2
130	ни одной	2	2
131	даже в	2	2
132	нам кажется	4	2
133	отношению к	11	2
134	жизни и	6	2
135	ни в	3	2
136	но эти	2	2
137	на него	2	2
138	в форме	6	2
139	то и	2	2
140	точно так	2	2
141	он не	4	2
142	человека в	5	2
143	именно на	2	2
144	а не	20	2
145	того что	2	2
146	можно было	3	2
147	во всяком	4	2
148	говорит он	8	2
149	он и	5	2
150	к себе	2	2
151	в которых	2	2
152	из его	3	2
153	мы должны	2	2
154	зависимости от	3	2
155	в этой	4	2
156	то он	3	2
157	мира и	7	2
158	ничего не	6	2
159	нет ни	2	2
160	или как	5	2
