N	2gram	Vygotskiy__2	Literetu
1	и не	10	22
2	и в	32	16
3	при этом	13	15
4	не только	12	14
5	но и	10	14
6	в этом	13	14
7	а не	7	12
8	то что	21	12
9	может быть	18	12
10	в том	37	12
11	в частности	3	11
12	не в	8	10
13	то же	13	9
14	так и	3	9
15	того что	8	9
16	в то	5	9
17	в жизни	4	8
18	том что	21	8
19	не может	17	8
20	в этой	6	8
21	как бы	6	8
22	в своей	3	7
23	же время	2	7
24	точки зрения	17	7
25	только в	7	7
26	с его	2	6
27	состоит в	3	6
28	с другой	3	6
29	к тому	7	6
30	эстетического объекта	2	6
31	еще не	2	6
32	в его	2	6
33	и его	7	6
34	в себе	2	6
35	о том	6	6
36	это не	2	5
37	что он	13	5
38	в ее	2	5
39	как и	10	5
40	в целом	4	5
41	вместе с	2	5
42	как в	9	5
43	а в	4	5
44	этом отношении	5	5
45	в основе	11	5
46	то есть	21	5
47	в поэзии	3	5
48	отличие от	2	5
49	место в	2	4
50	но не	2	4
51	никогда не	9	4
52	по существу	3	4
53	до конца	3	4
54	и для	4	4
55	из них	4	4
56	данном случае	4	4
57	в данном	4	4
58	как будто	7	4
59	в одном	2	4
60	все время	6	3
61	отнюдь не	5	3
62	а я	2	3
63	в романе	2	3
64	и как	7	3
65	совершенно не	4	3
66	например в	3	3
67	и к	3	3
68	на его	2	3
69	в самом	12	3
70	вслед за	5	3
71	искусства и	9	3
72	однако не	2	3
73	и тем	4	3
74	с ее	3	3
75	жизни и	4	3
76	бы и	3	3
77	самом деле	16	3
78	с точки	10	3
79	как на	5	3
80	той же	8	3
81	тому как	3	3
82	потому что	21	3
83	там где	2	3
84	едва ли	4	3
85	как это	4	3
86	но в	3	3
87	между тем	4	3
88	художественного произведения	5	2
89	что в	20	2
90	не менее	8	2
91	если бы	6	2
92	все более	2	2
93	в полном	2	2
94	читателя и	2	2
95	то ни	2	2
96	что у	5	2
97	оно не	2	2
98	с этой	4	2
99	искусство в	2	2
100	не как	3	2
101	он все	3	2
102	в конце	3	2
103	и другого	3	2
104	искусство как	4	2
105	по себе	12	2
106	на то	11	2
107	в нем	4	2
108	и ее	3	2
109	всякий раз	2	2
110	и при	2	2
111	а на	4	2
112	того же	2	2
113	в свою	3	2
114	было бы	11	2
115	и сам	4	2
116	что не	3	2
117	несмотря на	4	2
118	во всех	3	2
119	том чтобы	3	2
120	вплоть до	2	2
121	поэзии и	7	2
122	не вполне	2	2
123	один из	3	2
124	то это	3	2
125	что и	17	2
126	все же	4	2
127	бы то	2	2
128	художника и	3	2
129	отношение к	2	2
130	когда он	10	2
131	так же	18	2
132	как раз	5	2
133	в нас	3	2
134	и только	2	2
135	художественное произведение	6	2
136	и наоборот	2	2
137	из того	2	2
138	и вот	3	2
139	для такого	2	2
140	того чтобы	14	2
141	для того	13	2
142	которому он	2	2
143	другой стороны	2	2
144	и даже	5	2
145	доверие к	2	2
146	в своих	9	2
147	и на	5	2
148	и с	4	2
149	тем что	9	2
150	он в	3	2
151	подобно тому	2	2
152	далеко не	5	2
153	же самое	6	2
154	могли бы	2	2
