N	2gram	Vygotskiy__3	Problema
1	то есть	15	46
2	в его	5	43
3	и не	10	42
4	и в	38	38
5	не может	7	27
6	может быть	19	26
7	как бы	14	22
8	отнюдь не	2	19
9	и его	6	16
10	в нем	4	15
11	в этом	13	15
12	и т	14	14
13	только в	4	13
14	т п	5	13
15	ни в	3	11
16	во всех	4	11
17	и для	4	11
18	таким образом	12	10
19	но и	5	9
20	не имеет	6	9
21	его в	3	9
22	не только	12	9
23	место в	3	8
24	в том	25	8
25	и как	8	8
26	точки зрения	16	8
27	было бы	12	8
28	то что	35	8
29	что в	20	7
30	с другой	7	7
31	не в	12	7
32	в самом	25	7
33	между тем	7	7
34	как и	8	7
35	совершенно не	5	7
36	в своей	5	7
37	как мы	7	7
38	в плане	3	7
39	не к	3	6
40	и наконец	2	6
41	а в	7	6
42	все же	8	6
43	самом деле	21	6
44	с точки	9	6
45	мы можем	7	6
46	там где	6	6
47	отношения к	2	6
48	ничего не	2	6
49	то же	10	5
50	все они	2	5
51	в своем	5	5
52	при этом	4	5
53	имеет место	2	5
54	никогда не	4	5
55	все эти	4	5
56	в основе	3	5
57	далеко не	3	5
58	с ним	2	5
59	себя как	2	5
60	в них	3	5
61	конечно не	4	5
62	и о	3	5
63	а не	7	5
64	должна быть	5	4
65	не должна	2	4
66	на самом	2	4
67	в ней	15	4
68	в виду	4	4
69	другой стороны	5	4
70	данном случае	2	4
71	и только	3	4
72	которых мы	6	4
73	сказать что	4	4
74	в то	3	4
75	о том	6	4
76	но в	3	4
77	но они	2	4
78	в ее	7	4
79	как в	4	4
80	что не	3	4
81	хотя бы	2	4
82	в данном	2	4
83	в себе	4	4
84	здесь не	3	4
85	как только	3	3
86	дано в	3	3
87	в тех	4	3
88	но это	3	3
89	одной стороны	5	3
90	несмотря на	5	3
91	например в	2	3
92	и тем	3	3
93	в целом	4	3
94	все это	3	3
95	и другими	2	3
96	с одной	6	3
97	которую мы	4	3
98	они не	2	3
99	и даже	4	3
100	и на	6	3
101	все то	7	3
102	если бы	14	3
103	и все	10	3
104	ясно что	6	3
105	и к	3	3
106	она может	3	3
107	том что	14	3
108	мы увидим	12	3
109	со всеми	2	3
110	мы в	2	3
111	он не	6	3
112	в таком	3	3
113	здесь совершенно	4	3
114	и это	8	3
115	едва ли	3	3
116	на этом	5	2
117	я не	5	2
118	не могут	2	2
119	том как	2	2
120	и другие	2	2
121	в этих	2	2
122	в какой	5	2
123	столь же	2	2
124	что все	3	2
125	была бы	2	2
126	на то	16	2
127	что оно	2	2
128	не можем	4	2
129	не более	2	2
130	в свою	4	2
131	что это	10	2
132	не имеют	2	2
133	совпадает с	2	2
134	какой мере	2	2
135	в котором	6	2
136	и значение	3	2
137	он может	2	2
138	как к	2	2
139	в самой	4	2
140	здесь мы	4	2
141	и что	18	2
142	того что	4	2
143	есть только	2	2
144	и здесь	6	2
145	в своих	4	2
146	к себе	2	2
147	к его	2	2
148	но как	2	2
149	в истории	2	2
150	о котором	5	2
151	же самое	10	2
152	можем сказать	2	2
153	как это	6	2
154	и которые	3	2
155	и более	2	2
156	следует что	2	2
157	и во	2	2
158	к этому	3	2
159	вовсе не	8	2
160	о которых	9	2
161	что он	11	2
162	у нас	2	2
163	по существу	2	2
164	одна из	4	2
165	здесь в	2	2
166	лучшем случае	2	2
167	она не	6	2
168	должен быть	3	2
169	что и	4	2
170	не совпадает	2	2
171	бы не	3	2
172	нами в	2	2
173	в двух	9	2
174	к своему	2	2
175	того чтобы	9	2
176	для того	8	2
177	из которых	4	2
178	тенденцию к	2	2
179	к чему	6	2
180	в лучшем	2	2
181	или в	5	2
182	тем что	3	2
183	в виде	2	2
184	и ее	2	2
185	в другом	5	2
186	показать что	7	2
187	без всякой	2	2
188	что эта	4	2
189	не могли	4	2
