N	2gram	Tiupa_Lite_2	Problema
1	то есть	5	39
2	то что	7	38
3	и не	11	37
4	вовсе не	2	37
5	и в	19	35
6	не только	8	24
7	том что	7	19
8	даже и	2	18
9	о том	2	18
10	может быть	17	18
11	у нас	5	18
12	в этом	9	17
13	но и	10	16
14	такого рода	9	15
15	не менее	6	13
16	и что	2	13
17	потому что	2	13
18	не может	9	13
19	тем не	2	12
20	в том	10	12
21	того что	5	12
22	хотя бы	2	12
23	что в	4	11
24	прежде всего	4	11
25	так что	4	11
26	и даже	8	11
27	и с	3	10
28	еще не	2	10
29	а не	20	10
30	в данном	3	10
31	и то	3	10
32	ничего не	3	10
33	для нас	2	9
34	в этой	3	9
35	едва ли	4	9
36	для себя	2	9
37	уже не	2	8
38	было бы	2	8
39	в виду	2	8
40	как раз	2	8
41	все же	2	8
42	в конце	2	7
43	этом случае	2	7
44	не является	2	7
45	в его	4	7
46	так и	7	7
47	так как	3	7
48	тем самым	3	7
49	мы не	4	7
50	с другой	8	6
51	но это	3	6
52	был бы	2	6
53	и т	2	6
54	а именно	3	6
55	но как	2	6
56	в то	9	6
57	по крайней	2	6
58	крайней мере	2	6
59	и для	3	6
60	но в	2	6
61	в области	4	6
62	в частности	4	5
63	и без	2	5
64	отнюдь не	4	5
65	данном случае	3	5
66	с одной	7	5
67	и на	6	5
68	как и	10	5
69	но уже	2	5
70	то же	12	5
71	одной стороны	6	5
72	что не	2	5
73	другой стороны	4	5
74	в себе	6	5
75	не говоря	2	4
76	и как	3	4
77	как бы	2	4
78	не вполне	2	4
79	говоря уже	2	4
80	и только	2	4
81	но только	2	4
82	а в	3	4
83	в результате	2	4
84	уже о	2	4
85	на свете	2	4
86	тем что	4	4
87	все еще	2	4
88	что он	3	4
89	но не	5	4
90	тот же	2	4
91	то и	3	4
92	слова и	7	4
93	уже в	2	3
94	в нашем	2	3
95	один из	4	3
96	в целом	2	3
97	в их	3	3
98	для этого	2	3
99	не было	2	3
100	при этом	6	3
101	и наконец	2	3
102	не знает	2	3
103	в своих	2	3
104	в основе	2	3
105	в истории	2	3
106	с тем	2	3
107	перестает быть	3	3
108	и к	2	3
109	одна из	5	3
110	все что	2	3
111	все равно	2	3
112	для того	2	3
113	тому как	2	3
114	том числе	2	2
115	не в	4	2
116	ведь мы	2	2
117	и сам	2	2
118	из которых	2	2
119	себе и	3	2
120	в него	2	2
121	и др	3	2
122	даже в	4	2
123	не так	2	2
124	как на	3	2
125	каждый из	4	2
126	в ней	4	2
127	точки зрения	4	2
128	есть по	2	2
129	для всех	5	2
130	в них	2	2
131	в такой	2	2
132	представляет собой	2	2
133	в качестве	5	2
134	ведь это	2	2
135	по преимуществу	2	2
136	он не	5	2
137	а также	2	2
138	еще в	4	2
139	речь идет	3	2
140	что и	2	2
141	во всех	3	2
142	вместе с	5	2
143	мысли и	2	2
144	свидетельствует о	2	2
145	той же	2	2
146	подобно тому	2	2
