N	2gram	Bakhtin_fo_2	Istorich
1	что он	3	24
2	и т	14	19
3	не только	11	18
4	т д	3	18
5	может быть	7	17
6	никогда не	6	15
7	и в	46	15
8	мы имеем	2	15
9	но и	9	14
10	так как	6	14
11	так же	2	13
12	что в	5	12
13	а в	3	12
14	то что	7	12
15	в этих	3	11
16	и не	9	11
17	в этом	22	11
18	что они	4	10
19	его в	6	10
20	то же	8	10
21	с тем	2	9
22	еще не	6	9
23	все же	6	9
24	в другом	3	9
25	потому что	8	9
26	связи с	8	8
27	один из	2	8
28	он не	5	8
29	мы видим	2	8
30	том что	4	7
31	и пр	2	7
32	в нем	5	7
33	вместе с	9	7
34	сих пор	2	7
35	таким образом	3	7
36	смерти и	4	7
37	не в	9	7
38	так что	4	6
39	до сих	2	6
40	мы уже	9	6
41	наряду с	2	6
42	в его	8	6
43	как бы	10	6
44	что и	3	6
45	в том	10	6
46	только в	11	6
47	но в	10	6
48	и есть	2	5
49	с этим	5	5
50	прежде всего	14	5
51	в одном	7	5
52	этом случае	2	5
53	к тому	3	5
54	как в	4	5
55	она не	2	5
56	было бы	2	5
57	в котором	4	5
58	в иной	2	5
59	так и	7	5
60	не может	2	5
61	в связи	8	5
62	а не	4	5
63	и наконец	6	5
64	имеем в	3	5
65	с одной	2	4
66	и другие	3	4
67	и др	5	4
68	а потом	2	4
69	очень часто	2	4
70	у него	9	4
71	но это	2	4
72	в этой	2	4
73	в одной	2	4
74	при этом	6	4
75	но он	2	4
76	после этого	2	4
77	и они	3	4
78	и с	6	4
79	тем что	3	4
80	и на	7	4
81	в себе	4	4
82	что здесь	2	4
83	все эти	5	4
84	всех этих	7	3
85	в качестве	3	3
86	не мог	2	3
87	и его	12	3
88	из этих	4	3
89	он был	2	3
90	как это	2	3
91	о том	4	3
92	в их	3	3
93	все это	6	3
94	в себя	2	3
95	того что	3	3
96	роль в	3	3
97	как он	2	3
98	и это	2	3
99	здесь мы	3	3
100	уже в	4	2
101	во время	10	2
102	не было	3	2
103	они были	2	2
104	и более	2	2
105	могут быть	2	2
106	себя и	3	2
107	дано в	2	2
108	на острове	4	2
109	на котором	2	2
110	с другой	2	2
111	это не	2	2
112	и так	2	2
113	к себе	4	2
114	представление о	2	2
115	не знает	2	2
116	человеческого тела	12	2
117	о его	2	2
118	а затем	3	2
119	именно в	2	2
120	в основном	8	2
121	по существу	5	2
122	как и	8	2
123	мы видели	2	2
124	но не	5	2
125	есть и	4	2
126	здесь в	6	2
127	кроме того	3	2
128	того чтобы	8	2
129	и для	9	2
130	в сущности	2	2
131	на смерть	3	2
132	а также	3	2
133	ее в	3	2
134	принадлежит к	2	2
135	из них	8	2
136	во всех	11	2
137	и их	4	2
138	в некоторых	2	2
139	не могла	2	2
140	и только	2	2
141	человека в	6	2
142	не боится	2	2
143	и по	3	2
144	другом месте	2	2
145	в которых	3	2
146	находится в	2	2
147	сказал что	2	2
148	здесь не	2	2
149	так сказать	7	2
150	в особенности	6	2
151	их в	4	2
152	в виду	3	2
