N	2gram	Voloshinov_1	Problema
1	и не	4	28
2	не только	7	24
3	только в	4	23
4	в том	3	20
5	и в	16	20
6	ни в	5	17
7	все эти	5	16
8	то что	3	15
9	было бы	2	14
10	но и	4	14
11	точки зрения	8	14
12	не есть	2	12
13	том что	3	12
14	прежде всего	9	11
15	с точки	6	11
16	не менее	2	10
17	отнюдь не	4	10
18	так и	4	10
19	и его	8	10
20	едва ли	3	10
21	может быть	17	9
22	все это	4	9
23	и даже	4	9
24	в этом	9	9
25	что он	2	8
26	таким образом	9	8
27	во всяком	3	8
28	и все	4	8
29	но в	4	8
30	есть в	2	7
31	еще не	5	7
32	мы не	2	7
33	и потому	3	7
34	то же	2	7
35	сказать что	7	7
36	и с	8	7
37	хотя бы	4	7
38	по крайней	3	6
39	для нас	2	6
40	как и	2	6
41	но это	2	6
42	по своему	2	6
43	при этом	6	6
44	крайней мере	3	6
45	в одно	2	6
46	в каком	2	6
47	и вообще	2	6
48	не существует	2	5
49	на самом	4	5
50	в нем	4	5
51	можно сказать	4	5
52	и о	2	5
53	жизни и	3	5
54	вместе с	3	5
55	так же	2	5
56	не может	8	5
57	в них	2	5
58	только и	2	5
59	так как	4	5
60	если мы	2	5
61	в этих	3	5
62	о том	2	5
63	и есть	3	4
64	и для	2	4
65	в одном	3	4
66	и ее	4	4
67	в этой	4	4
68	в своей	2	4
69	как бы	5	4
70	всяком случае	3	4
71	во всех	3	4
72	и только	9	4
73	с этим	2	4
74	а в	3	4
75	что не	2	4
76	и наконец	4	4
77	с ним	2	4
78	для всех	4	3
79	вообще не	2	3
80	в жизни	2	3
81	этом смысле	3	3
82	и к	6	3
83	как мы	4	3
84	для него	6	3
85	и как	3	3
86	в начале	2	3
87	учение о	3	3
88	сознания и	2	3
89	совершенно не	8	3
90	конечно не	6	3
91	в его	4	3
92	и этот	2	3
93	только для	5	3
94	что и	2	3
95	что в	3	3
96	другими словами	2	3
97	меньше всего	2	3
98	самом деле	6	3
99	что мы	2	3
100	с другими	3	3
101	понятия и	2	3
102	и на	4	3
103	но как	2	3
104	как это	3	3
105	в области	3	3
106	мы можем	9	3
107	в частности	2	2
108	а может	2	2
109	между собой	2	2
110	для этого	2	2
111	с его	7	2
112	нет и	2	2
113	в пределах	2	2
114	и может	4	2
115	со всеми	2	2
116	кажется что	2	2
117	что это	2	2
118	в самом	2	2
119	за пределы	2	2
120	между собою	2	2
121	он не	2	2
122	об его	2	2
123	и всех	2	2
124	нам кажется	2	2
125	с ее	4	2
126	на этой	3	2
127	не будет	2	2
128	можно назвать	2	2
129	только на	3	2
130	всех других	2	2
131	и притом	3	2
132	ни было	2	2
133	и по	2	2
134	с ними	4	2
135	говорить о	2	2
136	его в	4	2
137	и это	6	2
138	в чем	5	2
139	того же	2	2
