N	2gram	Bakhtin_Pr_1	Problema
1	и в	29	44
2	вовсе не	7	37
3	и не	31	35
4	не есть	2	35
5	может быть	24	28
6	потому что	8	25
7	по себе	8	25
8	то что	15	23
9	в том	8	21
10	только в	10	19
11	а не	22	18
12	в этом	22	17
13	сказать что	3	16
14	и даже	2	14
15	не только	15	14
16	не в	7	13
17	и т	4	13
18	то же	14	13
19	так что	2	12
20	но в	7	12
21	том что	7	12
22	но и	14	10
23	как и	12	10
24	так и	7	10
25	это не	9	9
26	и от	2	9
27	в нем	19	9
28	и с	4	9
29	как бы	19	9
30	так как	6	9
31	что он	8	9
32	художественный образ	2	9
33	в то	10	9
34	никак не	2	9
35	в его	24	9
36	что и	4	9
37	в данном	2	9
38	во всяком	5	9
39	и это	5	9
40	таким образом	12	9
41	перед нами	5	8
42	что в	8	8
43	ни в	3	8
44	но это	4	8
45	было бы	5	8
46	он не	5	8
47	что же	4	8
48	как раз	6	8
49	как мы	4	8
50	в себе	7	8
51	связи с	2	8
52	с другой	3	7
53	данном случае	2	7
54	не может	12	7
55	уже не	13	7
56	все эти	9	7
57	и что	2	7
58	мы должны	3	7
59	с ним	5	7
60	это и	5	7
61	и потому	6	7
62	на самом	5	7
63	никогда не	3	6
64	то ни	2	6
65	всяком случае	3	6
66	в целом	6	6
67	жизни и	2	6
68	имеет значение	2	6
69	сами по	3	6
70	и к	2	6
71	все же	9	6
72	не было	4	5
73	или даже	2	5
74	в конце	6	5
75	и сам	2	5
76	и есть	2	5
77	в ней	2	5
78	другой стороны	3	5
79	все это	6	5
80	то и	2	5
81	в своем	8	5
82	и вполне	2	5
83	а в	7	5
84	точки зрения	19	5
85	и здесь	3	5
86	еще не	5	5
87	за пределы	7	5
88	и о	5	5
89	в своей	8	5
90	как в	6	5
91	так же	6	5
92	тоже не	2	5
93	и его	14	5
94	он сам	3	4
95	тому что	3	4
96	при этом	2	4
97	отличается от	3	4
98	дело здесь	2	4
99	же и	2	4
100	но как	3	4
101	могли бы	2	4
102	раз и	4	4
103	бы то	2	4
104	мы уже	2	4
105	на этот	2	4
106	можно было	2	4
107	тем что	4	4
108	уже в	3	3
109	именно потому	2	3
110	прежде всего	7	3
111	есть то	3	3
112	ни было	2	3
113	и как	7	3
114	но все	5	3
115	в этой	4	3
116	для него	18	3
117	кроме того	3	3
118	жизни а	2	3
119	в самом	10	3
120	человека но	2	3
121	на себе	2	3
122	бы к	2	3
123	отношения к	3	3
124	но эта	4	3
125	с этой	2	3
126	в которых	2	3
127	его в	6	3
128	конце концов	5	3
129	или как	5	3
130	если бы	9	3
131	само по	3	3
132	для его	3	3
133	в настоящем	2	3
134	в условиях	2	3
135	же в	2	3
136	но не	9	3
137	в художественном	3	3
138	она не	7	3
139	не значит	4	3
140	его как	4	3
141	во всей	2	3
142	в той	2	3
143	самом деле	6	3
144	хотя бы	2	3
145	с другими	7	3
146	этот вопрос	2	3
147	и ее	2	3
148	как будто	3	3
149	если же	3	3
150	ничего не	5	3
151	именно в	5	2
152	в отношении	2	2
153	своих героев	2	2
154	образ а	2	2
155	всех этих	2	2
156	до сих	2	2
157	является не	2	2
158	и нет	2	2
159	со своим	2	2
160	у тургенева	2	2
161	и следовательно	4	2
162	в контексте	2	2
163	в котором	2	2
164	однако в	2	2
165	для самого	2	2
166	и до	3	2
167	от того	4	2
168	в их	3	2
169	что оно	2	2
170	произведения и	2	2
171	друг друга	3	2
172	как на	3	2
173	в результате	4	2
174	в основе	4	2
175	с этим	2	2
176	он и	5	2
177	зрения на	7	2
178	только то	3	2
179	бы в	3	2
180	произведения в	2	2
181	поэтому и	4	2
182	в самой	6	2
183	с которой	2	2
184	а как	7	2
185	нисколько не	2	2
186	были бы	4	2
187	всей его	2	2
188	на котором	3	2
189	то он	2	2
190	и во	2	2
191	он есть	4	2
192	по существу	3	2
193	только он	2	2
194	есть и	2	2
195	с их	5	2
196	но именно	3	2
197	типа и	3	2
198	для себя	2	2
199	в процессе	4	2
200	сих пор	2	2
201	образ в	2	2
202	нами в	2	2
203	и могут	2	2
204	героя в	4	2
205	из которых	2	2
206	и у	3	2
207	бы как	2	2
208	и для	4	2
209	с точки	13	2
210	но с	3	2
211	он в	3	2
212	могут быть	6	2
213	слова а	2	2
214	в которой	2	2
215	же не	2	2
