N	2gram	Trubetskoy_1	Psycholo
1	то что	18	44
2	и в	23	33
3	в этом	12	28
4	как бы	10	25
5	и что	8	25
6	потому что	9	24
7	для того	8	23
8	может быть	16	22
9	том что	19	22
10	того чтобы	8	22
11	что в	8	21
12	в том	30	21
13	о том	7	20
14	что он	7	20
15	сейчас же	3	16
16	только что	3	15
17	что это	5	13
18	таким образом	31	13
19	и не	8	13
20	так же	8	13
21	то есть	2	13
22	все это	11	13
23	к тому	8	12
24	в самом	8	12
25	все то	2	12
26	и все	7	12
27	так как	7	12
28	было бы	3	12
29	если мы	4	12
30	самом деле	12	12
31	что все	5	11
32	он не	3	11
33	на то	9	10
34	не может	17	10
35	в его	5	10
36	если бы	8	10
37	в этой	6	9
38	и если	6	9
39	то же	4	9
40	в конце	4	8
41	для этого	7	8
42	совершенно ясно	2	8
43	вместе с	6	8
44	как будто	5	8
45	в своем	10	7
46	для нас	3	7
47	так что	5	7
48	в нем	3	7
49	и только	2	7
50	не только	7	7
51	тому что	2	6
52	это не	3	6
53	в самой	2	6
54	что они	2	6
55	в ней	3	6
56	все эти	19	6
57	точки зрения	13	6
58	что мы	4	6
59	как на	4	6
60	у него	5	6
61	мы должны	4	6
62	в сущности	2	6
63	на самом	7	6
64	в себе	5	6
65	что эта	4	6
66	мы будем	3	5
67	никогда не	4	5
68	в целом	5	5
69	целый ряд	4	5
70	что для	4	5
71	и на	6	5
72	вовсе не	2	5
73	с ним	6	5
74	мы можем	6	5
75	ясно что	8	5
76	с этим	11	5
77	как и	9	5
78	и может	3	5
79	мы уже	4	5
80	все же	13	5
81	заключается в	2	5
82	и это	3	5
83	из этого	6	5
84	я не	2	4
85	в частности	2	4
86	что у	2	4
87	прямой линии	4	4
88	друг с	9	4
89	том чтобы	2	4
90	совершенно не	3	4
91	и уже	2	4
92	из них	5	4
93	жизни и	2	4
94	а в	3	4
95	и других	2	4
96	того что	6	4
97	с этой	3	4
98	знаем что	8	4
99	при помощи	3	4
100	с тем	2	4
101	на нас	3	4
102	и так	2	4
103	в жизни	3	4
104	к этому	5	4
105	у нас	3	4
106	одна из	2	4
107	никто не	2	4
108	не будет	5	4
109	на него	2	4
110	как мы	2	4
111	с точки	8	4
112	в таком	4	4
113	жизнь и	3	4
114	этот вопрос	2	4
115	с другом	9	4
116	только в	6	4
117	в которой	5	4
118	не то	3	4
119	же как	3	3
120	что если	3	3
121	с одной	3	3
122	в сторону	2	3
123	что оно	3	3
124	к которой	3	3
125	он все	2	3
126	в мире	6	3
127	что его	4	3
128	тому же	6	3
129	которой мы	2	3
130	тот же	3	3
131	должно быть	4	3
132	на этом	2	3
133	одной стороны	2	3
134	но если	2	3
135	всяком случае	2	3
136	с ее	2	3
137	но и	9	3
138	и до	3	3
139	конечно не	3	3
140	не было	2	3
141	в своих	2	3
142	в которых	2	3
143	их в	2	3
144	в то	6	3
145	его в	5	3
146	та же	3	3
147	в основе	2	3
148	всех этих	4	3
149	при таком	2	3
150	говорить о	2	3
151	но не	2	3
152	до сих	8	3
153	она не	2	3
154	и из	2	3
155	конце концов	4	3
156	что и	7	3
157	сих пор	8	3
158	так и	10	3
159	и сейчас	4	3
160	тем самым	3	3
161	из которых	4	3
162	и для	6	3
163	из этой	2	3
164	во всяком	2	3
165	мы все	2	3
166	в виде	4	3
167	далеко не	5	3
168	этого слова	2	3
169	столь же	5	2
170	с другой	6	2
171	и от	5	2
172	из этих	8	2
173	на все	5	2
174	прежде всего	3	2
175	вопрос о	3	2
176	в такой	4	2
177	ее и	3	2
178	в тех	3	2
179	мы знаем	10	2
180	к такому	2	2
181	но все	5	2
182	такой же	2	2
183	же время	2	2
184	при этом	9	2
185	в виду	2	2
186	в котором	2	2
187	только одно	2	2
188	о них	2	2
189	все они	5	2
190	в их	4	2
191	другой стороны	5	2
192	именно в	5	2
193	те же	2	2
194	образом в	3	2
195	и наконец	3	2
196	к таким	2	2
197	в результате	9	2
198	и с	5	2
199	одно из	3	2
200	во всем	3	2
201	также и	2	2
202	не в	8	2
203	и потому	3	2
204	почти все	2	2
205	на нее	2	2
206	но в	4	2
207	только не	2	2
208	до тех	2	2
209	в них	2	2
210	что касается	6	2
211	эти мысли	3	2
212	если он	2	2
213	в англию	2	2
214	и к	5	2
215	о которых	6	2
216	по существу	6	2
217	что при	6	2
218	тех пор	2	2
219	во всех	10	2
220	иначе говоря	4	2
221	которую он	2	2
222	даже в	3	2
223	бы то	2	2
224	что эти	2	2
225	оказывается что	5	2
226	а с	4	2
227	одной и	2	2
228	сводится к	2	2
229	то время	2	2
230	хотя бы	4	2
231	однако мы	2	2
232	и то	4	2
233	ничем не	4	2
234	между двумя	5	2
235	и ее	2	2
236	связи с	4	2
237	так чтобы	2	2
238	не потому	2	2
