N	3gram	Bakhtin_Fr_5	formyVre
1	кн i гл	2	15
2	еды и питья	9	15
3	с точки зрения	2	8
4	в связи с	5	7
5	для того чтобы	6	7
6	шута и дурака	2	6
7	в романе рабле	7	5
8	то же время	9	4
9	кн iii гл	3	4
10	в то же	9	4
11	друг с другом	2	4
12	в том числе	4	3
13	в средние века	2	3
14	в эпизоде с	4	3
15	о том как	2	3
16	и прежде всего	3	3
17	в большинстве случаев	2	3
18	в том что	6	3
19	мы уже говорили	2	3
20	том числе и	2	2
21	в этом отношении	5	2
22	в другом месте	2	2
23	связи с этим	3	2
24	до сих пор	3	2
25	и во всех	3	2
26	то же самое	2	2
