N	2gram	Vygotskiy__6	Myslijsy
1	потому что	22	33
2	то что	28	29
3	может быть	13	26
4	таким образом	18	24
5	в том	28	23
6	и в	28	23
7	в этом	27	23
8	и не	11	18
9	что в	17	17
10	при этом	3	15
11	только в	18	15
12	для нас	2	14
13	как и	6	14
14	в себе	4	14
15	то же	7	14
16	того что	24	14
17	так как	10	14
18	если бы	7	13
19	том что	19	12
20	а не	3	12
21	по себе	3	11
22	что я	2	11
23	но и	10	11
24	не в	4	11
25	не может	19	11
26	что мы	11	10
27	по отношению	10	10
28	не только	16	10
29	тем что	8	10
30	мы можем	9	10
31	в своем	7	8
32	было бы	9	8
33	тогда когда	6	8
34	отношению к	10	8
35	мы не	6	8
36	сказать что	13	8
37	но в	5	8
38	с тем	5	7
39	по мере	3	7
40	это не	5	7
41	понятия о	2	7
42	на то	4	7
43	в нем	7	7
44	что и	4	7
45	в силу	17	7
46	и что	6	7
47	очевидно что	3	7
48	могут быть	5	7
49	как в	3	7
50	мысли и	2	7
51	мы говорим	2	7
52	с этим	4	7
53	что такое	3	7
54	этого слова	2	7
55	что если	2	6
56	независимо от	3	6
57	и к	6	6
58	для того	8	6
59	в ряду	2	6
60	вместе с	7	6
61	того как	5	6
62	тем и	3	6
63	известно что	2	6
64	когда мы	6	6
65	в которой	7	6
66	так и	6	6
67	значение слова	3	5
68	только тогда	4	5
69	так что	6	5
70	для него	6	5
71	хотя и	3	5
72	в его	3	5
73	как бы	11	5
74	этом случае	2	5
75	все это	2	5
76	не менее	2	5
77	внимание на	2	5
78	а в	2	5
79	с ним	2	5
80	не из	2	5
81	образом в	3	5
82	и то	4	5
83	есть в	3	5
84	не имеет	6	5
85	на вопрос	2	4
86	и более	2	4
87	и все	5	4
88	что все	5	4
89	что он	18	4
90	мысли есть	2	4
91	до сих	3	4
92	на котором	2	4
93	можно сказать	6	4
94	в одном	2	4
95	от того	10	4
96	в котором	2	4
97	и тем	5	4
98	языке и	2	4
99	между ними	7	4
100	сих пор	3	4
101	только на	2	4
102	в той	4	4
103	тем самым	8	4
104	того чтобы	10	4
105	так же	15	4
106	с другими	2	4
107	точки зрения	13	4
108	в данном	2	4
109	в сознании	4	4
110	в то	6	4
111	же самое	6	4
112	могли бы	9	4
113	его в	6	4
114	мы имеем	4	4
115	до того	3	3
116	только не	3	3
117	все более	2	3
118	никогда не	8	3
119	связи с	3	3
120	в этих	2	3
121	в них	3	3
122	говорим что	2	3
123	чем более	2	3
124	именно в	4	3
125	мысль что	2	3
126	но это	2	3
127	к одному	2	3
128	переход от	4	3
129	еще не	8	3
130	мы уже	2	3
131	к тому	10	3
132	например в	4	3
133	на его	3	3
134	в самом	8	3
135	и следовательно	4	3
136	известной степени	2	3
137	в каждом	3	3
138	в процессе	9	3
139	только что	2	3
140	языка и	5	3
141	связь между	4	3
142	и только	3	3
143	образом мы	2	3
144	той же	4	3
145	в разных	5	3
146	все эти	2	3
147	и других	7	3
148	что у	2	3
149	те же	3	3
150	самом деле	2	3
151	ко всем	4	3
152	и по	3	3
153	что то	3	3
154	с ними	2	3
155	и на	5	3
156	это есть	3	3
157	в мысли	4	3
158	этот вопрос	3	3
159	в которых	2	3
160	то в	5	3
161	ту же	3	3
162	с точки	10	3
163	в первом	4	3
164	там где	7	3
165	нашей мысли	3	3
166	возможно только	3	3
167	относящихся к	3	2
168	можно только	2	2
169	я не	4	2
170	не могут	5	2
171	самого начала	7	2
172	в другой	3	2
173	состоит в	2	2
174	том же	5	2
175	и как	6	2
176	в нашем	4	2
177	тому что	11	2
178	нечто такое	2	2
179	в состоянии	4	2
180	с другой	2	2
181	оно не	4	2
182	из этих	3	2
183	когда оно	2	2
184	языка в	2	2
185	в наших	4	2
186	представить себе	3	2
187	вопрос о	5	2
188	отношение к	7	2
189	что на	4	2
190	и здесь	3	2
191	у нас	2	2
192	из этого	2	2
193	мы и	4	2
194	это объяснение	2	2
195	от него	2	2
196	чем в	2	2
197	мы могли	12	2
198	по своему	2	2
199	что чем	2	2
200	имеем дело	2	2
201	отношения между	4	2
202	но что	4	2
203	она не	2	2
204	в сущности	7	2
205	за ним	2	2
206	к другим	11	2
207	он не	7	2
208	и др	2	2
209	как оно	3	2
210	один из	3	2
211	не с	2	2
212	идет от	2	2
213	на том	2	2
214	отношений между	10	2
215	развития и	10	2
216	мы видим	7	2
217	мысли от	3	2
218	если мы	2	2
219	каким образом	2	2
220	хотя в	2	2
221	как мы	10	2
222	и другое	2	2
223	до известной	3	2
224	на этот	4	2
225	друг друга	4	2
226	и его	3	2
227	в других	2	2
228	можно было	7	2
229	нас в	2	2
230	в своих	3	2
231	том смысле	2	2
232	к его	2	2
233	своем развитии	4	2
234	и вообще	2	2
235	бы в	3	2
236	мы должны	3	2
237	но мы	3	2
238	мысли в	4	2
239	в области	6	2
