N	2gram	Vygotskiy__3	StatiiOP
1	и в	25	44
2	в том	23	36
3	что в	17	30
4	том что	20	29
5	в этом	14	21
6	то что	15	18
7	не только	6	18
8	было бы	10	17
9	а в	4	17
10	о том	5	17
11	и не	10	16
12	может быть	13	15
13	в области	7	14
14	как в	9	13
15	можно было	6	13
16	не в	6	12
17	в этой	5	11
18	того чтобы	8	11
19	точки зрения	6	11
20	ясно что	2	10
21	для того	7	10
22	что он	6	10
23	но и	4	10
24	только в	10	10
25	в отношении	6	9
26	с другой	6	9
27	если бы	5	9
28	в то	4	9
29	как и	15	9
30	того что	10	9
31	так и	5	9
32	в его	15	9
33	все же	6	8
34	из них	4	8
35	не может	6	8
36	и его	2	8
37	прежде всего	4	7
38	в самом	3	7
39	для нас	2	7
40	другой стороны	3	7
41	таким образом	17	7
42	этом отношении	3	7
43	сказать что	4	7
44	что они	10	7
45	потому что	6	6
46	из этих	4	6
47	так что	2	6
48	но это	5	6
49	для него	5	6
50	что и	10	6
51	в своей	2	6
52	именно в	5	6
53	во всяком	4	6
54	всяком случае	4	6
55	не менее	6	5
56	никогда не	4	5
57	так же	17	5
58	что мы	7	5
59	в котором	3	5
60	в нем	2	5
61	в целом	13	5
62	все это	6	5
63	той же	4	5
64	то же	2	5
65	и по	5	5
66	в которых	3	5
67	и то	2	5
68	тем что	8	5
69	могут быть	5	5
70	все эти	7	5
71	так как	12	5
72	там где	4	5
73	в основу	4	4
74	что это	5	4
75	в частности	4	4
76	можно ли	2	4
77	столь же	7	4
78	что она	5	4
79	или иного	2	4
80	но все	2	4
81	является не	2	4
82	и что	10	4
83	в качестве	12	4
84	того или	2	4
85	как бы	10	4
86	на то	4	4
87	заключается в	9	4
88	этот вопрос	3	4
89	как это	7	4
90	к которому	3	4
91	в основе	16	3
92	а с	3	3
93	по этому	3	3
94	тому что	2	3
95	поэтому в	2	3
96	в какой	4	3
97	с этой	3	3
98	не является	8	3
99	так называемая	4	3
100	в тех	2	3
101	очень часто	2	3
102	ни в	9	3
103	об этом	2	3
104	в начале	2	3
105	то в	3	3
106	же как	6	3
107	но не	6	3
108	того же	6	3
109	еще не	4	3
110	в деле	4	3
111	и для	2	3
112	отношению к	2	3
113	внимание на	2	3
114	по отношению	3	3
115	ничего общего	3	3
116	и только	2	3
117	в виде	3	3
118	с одной	5	3
119	что оно	4	3
120	на этот	2	3
121	тем же	4	3
122	в таком	2	3
123	значит что	4	3
124	в чем	2	3
125	в результате	3	3
126	в каком	2	3
127	обстоятельство что	3	3
128	связанные с	2	3
129	между тем	3	3
130	с этим	4	3
131	уже в	7	2
132	а как	2	2
133	всех этих	2	2
134	но на	3	2
135	одним и	2	2
136	в этих	2	2
137	в случае	3	2
138	в своем	4	2
139	с которыми	3	2
140	и во	2	2
141	имеем дело	2	2
142	что там	2	2
143	нет никаких	4	2
144	смысле этого	4	2
145	бы что	4	2
146	всякий раз	2	2
147	при этом	5	2
148	то время	4	2
149	ни один	4	2
150	что с	4	2
151	одной стороны	5	2
152	и сам	3	2
153	со всеми	6	2
154	совпадает с	6	2
155	и потому	2	2
156	а также	2	2
157	этого слова	4	2
158	если в	3	2
159	тем не	5	2
160	знака в	3	2
161	которой можно	2	2
162	такого рода	2	2
163	которые в	3	2
164	и их	3	2
165	и речи	20	2
166	что как	2	2
167	вытекает из	2	2
168	для этого	2	2
169	то обстоятельство	3	2
170	оба эти	3	2
171	из того	2	2
172	в пользу	5	2
173	тем самым	2	2
174	и у	6	2
175	мы не	9	2
176	или иначе	2	2
177	в своих	2	2
178	дело с	3	2
179	их в	3	2
180	от этого	6	2
181	ни на	2	2
182	он не	4	2
183	в себе	2	2
184	по своей	7	2
185	о котором	2	2
186	и все	4	2
187	его в	3	2
188	и это	4	2
189	нас сейчас	2	2
190	говорит об	2	2
191	могло бы	4	2
192	мы имеем	4	2
193	время как	4	2
