N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	28
2	может быть	16	25
3	не может	9	15
4	а не	14	15
5	никогда не	2	14
6	мы имеем	2	13
7	что в	5	12
8	то же	6	12
9	не только	10	12
10	только в	3	11
11	что он	2	10
12	все же	6	10
13	прежде всего	7	10
14	но и	11	10
15	в том	8	9
16	о том	4	9
17	то что	5	9
18	и не	15	9
19	не в	3	9
20	так и	9	9
21	в этом	16	8
22	но в	11	8
23	в этих	3	7
24	это не	3	7
25	том что	10	7
26	еще не	6	7
27	в ней	2	7
28	а в	2	7
29	с другой	5	6
30	не менее	7	6
31	в исторической	3	6
32	что и	2	6
33	в этой	4	6
34	его в	3	6
35	вместе с	2	6
36	должна быть	2	5
37	не знает	3	5
38	в одном	4	5
39	восходит к	3	5
40	но не	7	5
41	например в	3	5
42	в качестве	16	5
43	другой стороны	2	5
44	в своем	5	5
45	их в	2	5
46	героя в	5	5
47	в его	3	5
48	все это	2	4
49	в пределах	4	4
50	но это	3	4
51	представляет собой	11	4
52	в большинстве	2	4
53	одной стороны	4	4
54	с одной	4	4
55	как и	16	4
56	и для	2	4
57	и с	2	4
58	и на	5	4
59	потому что	4	4
60	в основе	4	4
61	могут быть	3	4
62	как будто	3	4
63	все эти	3	4
64	здесь не	2	4
65	не знают	3	3
66	перед нами	3	3
67	не с	2	3
68	именно в	2	3
69	при этом	17	3
70	в котором	3	3
71	отношению к	4	3
72	из них	3	3
73	что же	2	3
74	уже не	3	3
75	и его	3	3
76	по отношению	4	3
77	также и	3	3
78	в другом	3	3
79	в то	5	3
80	дело в	2	3
81	а с	5	2
82	в рамках	7	2
83	отличие от	12	2
84	в частности	12	2
85	к этому	4	2
86	столь же	3	2
87	а сам	2	2
88	вследствие этого	2	2
89	как уже	2	2
90	здесь в	3	2
91	к своему	2	2
92	живет в	2	2
93	и как	3	2
94	по своей	6	2
95	не более	2	2
96	для него	5	2
97	мысль о	3	2
98	на первый	2	2
99	же как	2	2
100	легко может	2	2
101	как бы	4	2
102	еще в	3	2
103	в сказании	3	2
104	в нем	7	2
105	с той	2	2
106	но уже	2	2
107	себя в	6	2
108	в целом	2	2
109	в русской	3	2
110	с ней	2	2
111	со стороны	10	2
112	как в	8	2
113	не на	2	2
114	в отличие	12	2
115	он не	3	2
116	первый взгляд	2	2
117	там же	2	2
118	приводит к	3	2
119	должно быть	2	2
120	ни к	5	2
121	между тем	2	2
122	можно назвать	4	2
123	в себе	19	2
124	ведет к	3	2
125	в области	2	2
