N	3gram	Vygotskiy__5	Myslijsy
1	по отношению к	12	8
2	в том что	11	7
3	само по себе	2	5
4	о том что	4	5
5	в этом случае	3	5
6	не может быть	3	5
7	можно сказать что	5	4
8	то же самое	4	4
9	до сих пор	3	4
10	и то что	2	4
11	для того чтобы	14	4
12	не то что	3	3
13	не только не	3	3
14	с точки зрения	9	3
15	вместе с тем	2	3
16	потому что в	2	3
17	от того что	2	3
18	в своем развитии	4	2
19	таким образом что	2	2
20	то и другое	2	2
21	подобно тому как	4	2
22	один и тот	3	2
23	вопрос о том	3	2
24	на этот вопрос	4	2
25	мы могли бы	6	2
26	не в состоянии	4	2
27	и тот же	3	2
