N	2gram	Losev_Prob_5	Analitik
1	не только	18	22
2	и в	30	18
3	как и	7	14
4	так и	7	14
5	в этом	17	14
6	но и	13	13
7	и его	6	13
8	в частности	4	12
9	том что	17	12
10	в качестве	4	12
11	и не	12	12
12	при этом	4	11
13	а в	6	10
14	как бы	6	10
15	то есть	21	10
16	может быть	7	9
17	что в	5	9
18	а не	5	9
19	в том	12	9
20	в первой	2	8
21	и даже	14	8
22	с другой	6	7
23	но не	7	7
24	в его	12	7
25	в русской	3	7
26	отношению к	2	7
27	как раз	5	7
28	по отношению	2	7
29	к тому	2	6
30	не в	7	6
31	в начале	3	6
32	еще не	3	6
33	в этой	10	6
34	он не	3	6
35	и самого	3	6
36	о том	12	6
37	никогда не	7	5
38	однако в	3	5
39	в конце	8	5
40	прежде всего	6	5
41	в свою	2	5
42	того же	4	5
43	такого рода	2	5
44	в самом	5	5
45	что и	6	5
46	другой стороны	6	5
47	уже не	6	5
48	в результате	7	5
49	между тем	2	5
50	мы имеем	2	5
51	не менее	5	4
52	отнюдь не	4	4
53	в своем	11	4
54	по крайней	4	4
55	в одном	3	4
56	по себе	2	4
57	что он	7	4
58	можно сказать	6	4
59	и к	4	4
60	и как	6	4
61	во втором	2	4
62	и сам	4	4
63	крайней мере	4	4
64	все же	9	4
65	русской литературе	3	4
66	внимание на	3	4
67	ли не	2	4
68	таким образом	13	4
69	и на	6	4
70	в данном	2	4
71	далеко не	4	4
72	уже в	2	3
73	и без	2	3
74	к этому	2	3
75	не всегда	3	3
76	в ее	3	3
77	что они	3	3
78	было бы	4	3
79	указывает на	3	3
80	по поводу	2	3
81	не будет	2	3
82	данном случае	2	3
83	как в	2	3
84	который в	9	3
85	то же	2	3
86	еще и	4	3
87	именно в	3	3
88	в году	5	3
89	что не	2	3
90	по его	2	3
91	его не	2	3
92	мы не	2	3
93	ничего не	2	3
94	точки зрения	10	3
95	что касается	3	3
96	он и	5	3
97	в то	4	3
98	жизнь и	3	3
99	его в	6	3
100	здесь не	7	3
101	едва ли	4	3
102	в противоположность	3	2
103	все эти	2	2
104	в них	2	2
105	это не	2	2
106	о себе	2	2
107	в нем	6	2
108	несмотря на	6	2
109	тем не	5	2
110	же в	3	2
111	да и	2	2
112	говорит о	7	2
113	в дальнейшем	7	2
114	с тем	5	2
115	мира и	2	2
116	его за	2	2
117	в глаза	2	2
118	одной стороны	3	2
119	со всеми	2	2
120	о своем	2	2
121	на его	2	2
122	хотя и	8	2
123	в ней	3	2
124	об этом	4	2
125	а также	3	2
126	всяком случае	2	2
127	по своей	2	2
128	гораздо более	4	2
129	один из	2	2
130	то что	18	2
131	когда он	2	2
132	в сравнении	3	2
133	вместе с	7	2
134	доказывает что	2	2
135	не может	5	2
136	и каждое	2	2
137	с одной	3	2
138	самом деле	2	2
139	в значительной	2	2
140	не мог	4	2
141	с точки	8	2
142	и он	4	2
143	и для	6	2
144	сравнении с	3	2
145	сказать что	9	2
146	во всяком	2	2
147	мы можем	5	2
148	тем что	2	2
149	мере в	2	2
150	в себе	4	2
151	только в	9	2
152	и все	9	2
153	дело в	2	2
154	но в	9	2
155	любви к	2	2
