N	2gram	Vinokur_Ku_1	Hudozhes
1	в качестве	7	19
2	состоит в	3	16
3	и не	12	16
4	в том	30	15
5	и в	24	15
6	не только	10	15
7	в частности	4	13
8	может быть	13	13
9	тогда как	2	13
10	при этом	6	12
11	а в	5	12
12	и его	5	12
13	но не	5	11
14	в этом	14	11
15	в себе	3	11
16	как бы	7	10
17	отношению к	9	10
18	но и	6	10
19	так и	7	10
20	по отношению	8	10
21	то же	8	10
22	а не	8	10
23	в его	12	9
24	точки зрения	14	9
25	в рамках	4	8
26	сводится к	3	8
27	с другой	7	7
28	или иной	3	7
29	в то	2	7
30	но в	2	7
31	с его	4	6
32	что в	17	6
33	том что	21	6
34	не в	11	6
35	же время	2	6
36	не может	7	6
37	можно сказать	3	5
38	ни в	2	5
39	только в	11	5
40	тем самым	4	5
41	в самом	10	5
42	того что	9	5
43	в нем	4	5
44	то что	9	5
45	между ними	2	5
46	или менее	3	5
47	другой стороны	6	5
48	в их	3	5
49	уже не	8	5
50	более или	3	5
51	а на	2	4
52	в этих	4	4
53	не столько	2	4
54	прежде всего	9	4
55	к тому	5	4
56	а только	8	4
57	и как	2	4
58	еще не	5	4
59	например в	5	4
60	хотя и	3	4
61	он не	2	4
62	и тем	2	4
63	в своей	2	4
64	со стороны	4	4
65	в слове	2	4
66	и то	3	4
67	между тем	5	4
68	речи и	5	4
69	мы имеем	6	4
70	роли в	2	4
71	как это	3	4
72	к которому	3	4
73	не менее	7	3
74	если бы	9	3
75	это не	7	3
76	одного и	2	3
77	этом смысле	3	3
78	была бы	3	3
79	или иного	3	3
80	что он	6	3
81	тем не	4	3
82	и того	2	3
83	в пределах	4	3
84	того же	4	3
85	в свою	3	3
86	о чем	2	3
87	иначе говоря	2	3
88	того или	4	3
89	как раз	8	3
90	в целом	4	3
91	не на	4	3
92	таким образом	12	3
93	как и	2	3
94	в той	5	3
95	лишь в	2	3
96	и что	5	3
97	во втором	2	3
98	с точки	9	3
99	и для	2	3
100	в таком	3	3
101	не случайно	6	3
102	потому что	23	3
103	что можно	2	3
104	в данном	4	3
105	в структуре	2	3
106	в которой	6	3
107	в области	7	3
108	в виду	5	3
109	я не	2	2
110	том и	2	2
111	речь идет	2	2
112	и более	2	2
113	в сторону	2	2
114	в контексте	2	2
115	так или	2	2
116	тому что	3	2
117	в своем	3	2
118	в них	7	2
119	превращается в	2	2
120	в одном	3	2
121	вовсе не	10	2
122	по себе	2	2
123	роль в	4	2
124	к своему	2	2
125	идет о	2	2
126	тем более	2	2
127	есть в	4	2
128	свою очередь	3	2
129	с их	3	2
130	несмотря на	3	2
131	и потому	4	2
132	к жизни	2	2
133	втором случае	2	2
134	даже в	3	2
135	не является	2	2
136	к какому-либо	2	2
137	оно не	3	2
138	не все	2	2
139	знания о	2	2
140	по преимуществу	2	2
141	дело не	2	2
142	как в	4	2
143	а именно	2	2
144	слова как	3	2
145	здесь не	3	2
146	а с	3	2
147	именно в	6	2
148	все эти	6	2
149	это и	4	2
150	от себя	2	2
151	этого термина	2	2
152	того чтобы	17	2
153	для того	16	2
154	или в	2	2
155	так же	4	2
156	с ним	5	2
157	или иначе	2	2
158	и на	4	2
159	в силу	10	2
160	одно из	2	2
161	языка в	12	2
162	с языком	2	2
163	в этой	3	2
164	о том	9	2
165	еще один	2	2
