N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	41
2	таким образом	6	19
3	в этом	10	15
4	и все	2	14
5	как и	4	14
6	в этой	3	13
7	то же	3	13
8	в его	4	12
9	прежде всего	4	11
10	в том	11	11
11	как мы	4	11
12	никто не	3	10
13	так и	12	10
14	все это	3	10
15	в то	6	10
16	в качестве	5	9
17	и его	12	9
18	не в	2	9
19	же время	3	9
20	но и	10	9
21	в своем	6	9
22	что в	9	9
23	в конце	2	8
24	и от	4	8
25	то что	6	8
26	но в	3	8
27	в них	4	7
28	вовсе не	2	7
29	как бы	2	7
30	в нем	6	7
31	и не	14	7
32	у него	4	6
33	это не	2	6
34	ни в	5	6
35	только в	4	6
36	о том	6	6
37	уже в	4	5
38	к этому	5	5
39	не только	7	5
40	и к	2	5
41	на этом	2	5
42	в ней	3	5
43	вместе с	9	5
44	что и	7	5
45	всего в	2	5
46	как в	3	5
47	до нас	4	5
48	того как	3	5
49	и у	2	5
50	а в	3	5
51	к нему	3	5
52	и для	4	5
53	точки зрения	4	5
54	и это	2	5
55	потому что	6	5
56	место в	4	4
57	том числе	3	4
58	что это	4	4
59	хотя и	4	4
60	в образе	3	4
61	и здесь	6	4
62	том что	9	4
63	но все	3	4
64	одна из	2	4
65	после того	2	4
66	было бы	8	4
67	может быть	11	4
68	он не	2	4
69	в виду	2	4
70	целый ряд	2	4
71	рядом с	2	4
72	и на	7	4
73	и с	5	4
74	мира в	4	4
75	из самых	2	3
76	связанных с	2	3
77	и другие	2	3
78	и есть	2	3
79	что у	4	3
80	того же	3	3
81	во время	6	3
82	нового времени	2	3
83	в одном	2	3
84	в мире	2	3
85	он был	2	3
86	в руках	4	3
87	в своей	3	3
88	в это	2	3
89	из них	7	3
90	например в	3	3
91	и их	3	3
92	что он	5	3
93	жизни и	3	3
94	во всех	3	3
95	в их	3	3
96	не может	3	3
97	для этой	2	3
98	не было	3	3
99	мы найдем	3	3
100	в той	2	3
101	за то	4	3
102	не имеет	3	3
103	той же	3	3
104	можно было	4	3
105	с ними	2	3
106	тем что	3	3
107	его в	4	3
108	так как	4	3
109	от этого	2	3
110	с его	5	2
111	все время	2	2
112	ни было	2	2
113	в изображении	2	2
114	а на	2	2
115	в этих	4	2
116	в лице	2	2
117	и во	2	2
118	в одной	2	2
119	с этим	5	2
120	человека в	3	2
121	в следующем	2	2
122	и ее	2	2
123	к тому	12	2
124	интерес к	3	2
125	и еще	2	2
126	отношению к	3	2
127	в построении	2	2
128	своего времени	2	2
129	по своему	2	2
130	отношение к	2	2
131	тот же	2	2
132	еще не	6	2
133	в доме	6	2
134	одной из	4	2
135	же в	4	2
136	по отношению	3	2
137	в связи	3	2
138	в течение	2	2
139	еще более	2	2
140	то ли	2	2
141	в средней	3	2
142	для всех	3	2
143	с самого	2	2
144	из которых	3	2
145	роль в	2	2
146	мы не	2	2
147	или в	3	2
148	во всяком	2	2
149	как он	3	2
150	бы в	2	2
151	в которой	5	2
152	по адресу	4	2
153	мы имеем	2	2
154	это было	4	2
