N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	56
2	то есть	12	24
3	в его	3	18
4	все эти	3	15
5	в этом	16	14
6	в том	8	13
7	так и	9	13
8	и его	3	12
9	в то	5	12
10	в этих	3	11
11	как бы	4	11
12	и т.п	12	11
13	в них	3	11
14	то же	6	11
15	же время	5	10
16	еще не	6	10
17	только в	3	9
18	но и	11	9
19	и не	15	9
20	том что	10	8
21	не только	10	8
22	в нем	7	8
23	все это	2	8
24	и с	2	8
25	в частности	12	7
26	в большинстве	2	7
27	и на	5	7
28	прежде всего	7	6
29	в этой	4	6
30	в той	2	6
31	той же	2	6
32	потому что	4	6
33	точки зрения	4	6
34	и все	3	6
35	но в	11	6
36	но не	7	5
37	с его	6	5
38	никогда не	2	5
39	в пределах	4	5
40	с ее	2	5
41	как и	16	5
42	он не	3	5
43	своего рода	10	5
44	что в	5	5
45	не было	3	5
46	в творчестве	3	5
47	роль в	4	5
48	в результате	2	5
49	такой же	2	5
50	в области	2	5
51	времени и	2	4
52	и ее	3	4
53	в себе	19	4
54	в качестве	16	4
55	например в	3	4
56	в ней	2	4
57	хвалы и	2	4
58	с одной	4	4
59	при этом	17	4
60	в основе	4	4
61	в своих	6	4
62	их в	2	4
63	о том	4	4
64	по своей	6	4
65	перед нами	3	3
66	на рубеже	3	3
67	в своем	5	3
68	не подлежит	2	3
69	хвала и	5	3
70	здесь в	3	3
71	может быть	16	3
72	а также	8	3
73	что и	2	3
74	то что	5	3
75	время в	2	3
76	не на	2	3
77	уже не	3	3
78	и наконец	3	3
79	времени в	4	3
80	не в	3	3
81	между тем	2	3
82	к его	4	3
83	в другом	3	3
84	с другой	5	2
85	это не	3	2
86	на языке	2	2
87	в одном	4	2
88	это в	2	2
89	к этому	4	2
90	что он	2	2
91	можно сказать	3	2
92	интерес к	2	2
93	ни в	7	2
94	и как	3	2
95	но это	3	2
96	момент в	2	2
97	для него	5	2
98	с их	2	2
99	одной стороны	4	2
100	картина мира	4	2
101	из них	3	2
102	картины мира	7	2
103	мире в	3	2
104	а в	2	2
105	по преимуществу	2	2
106	что на	2	2
107	в котором	3	2
108	все же	6	2
109	в своей	6	2
110	в мире	11	2
111	это мир	2	2
112	вместе с	2	2
113	данном случае	6	2
114	другой стороны	2	2
115	не может	9	2
116	нового времени	5	2
117	а не	14	2
118	и для	2	2
119	с точки	2	2
120	его в	3	2
121	в данном	7	2
122	и то	4	2
123	также и	3	2
124	той или	3	2
125	далеко не	2	2
126	дело в	2	2
127	мира и	4	2
