N	2gram	Tiupa_Hudo_2	KulturaY
1	и т	4	54
2	т п	2	41
3	т е	2	32
4	и в	28	23
5	точки зрения	2	23
6	в том	15	22
7	не только	11	17
8	было бы	3	16
9	в этом	13	16
10	с точки	2	16
11	может быть	8	14
12	самом деле	3	14
13	что в	5	13
14	в самом	5	13
15	не менее	5	12
16	для того	4	12
17	потому что	2	12
18	том что	19	11
19	а не	14	11
20	в его	11	11
21	того чтобы	4	11
22	можно было	3	11
23	и не	18	10
24	прежде всего	3	9
25	тем не	4	9
26	еще не	3	9
27	хотя бы	2	9
28	если бы	6	8
29	лишь в	2	8
30	до сих	2	8
31	сих пор	2	8
32	т д	2	8
33	уже не	10	8
34	как на	2	8
35	в нашем	2	7
36	с другой	3	7
37	или иной	2	7
38	на фоне	3	7
39	те же	2	7
40	в данном	2	7
41	сказать что	2	7
42	как это	7	7
43	того как	2	7
44	что и	4	6
45	что он	8	6
46	при этом	11	6
47	так и	8	6
48	не может	4	6
49	то же	6	6
50	говорить о	2	6
51	только в	4	6
52	о том	12	6
53	ничего не	5	6
54	что же	2	5
55	я не	7	5
56	вовсе не	2	5
57	как и	11	5
58	не в	13	5
59	что она	7	5
60	как бы	5	5
61	все же	2	5
62	как мы	2	5
63	а в	6	5
64	тем что	6	5
65	из этих	2	5
66	в первом	2	5
67	тому что	4	4
68	один из	2	4
69	а также	2	4
70	для нас	3	4
71	одной стороны	3	4
72	не случайно	10	4
73	столь же	3	4
74	в своей	6	4
75	и о	4	4
76	в ее	18	4
77	то что	6	4
78	данном случае	2	4
79	как в	5	4
80	как раз	4	4
81	в своем	5	4
82	не было	6	4
83	с одной	3	4
84	о них	3	4
85	тем самым	2	4
86	что не	2	4
87	не столько	2	4
88	между тем	8	4
89	что это	5	3
90	это уже	2	3
91	отнюдь не	2	3
92	как о	3	3
93	это не	6	3
94	именно в	2	3
95	или иного	2	3
96	к тому	7	3
97	и к	2	3
98	что на	3	3
99	как же	2	3
100	то в	4	3
101	но не	4	3
102	по поводу	3	3
103	по преимуществу	3	3
104	он не	4	3
105	отношение к	2	3
106	зрения на	2	3
107	но и	9	3
108	на него	3	3
109	по отношению	7	3
110	тому же	2	3
111	а с	3	3
112	не по	2	3
113	в ней	3	3
114	в ряду	2	3
115	и с	6	3
116	бы и	4	3
117	той же	2	3
118	в то	6	3
119	и только	2	3
120	она не	5	3
121	того или	2	3
122	бы не	3	3
123	я и	6	3
124	только для	2	2
125	все это	3	2
126	о чем	8	2
127	в частности	7	2
128	все они	3	2
129	не как	2	2
130	в одном	3	2
131	что все	3	2
132	не более	2	2
133	можно сказать	6	2
134	состоит в	7	2
135	что они	4	2
136	он будет	2	2
137	когда в	3	2
138	в качестве	4	2
139	все те	2	2
140	в котором	6	2
141	однако в	2	2
142	его в	2	2
143	не все	3	2
144	деле не	3	2
145	не с	2	2
146	отношению к	7	2
147	своего рода	16	2
148	вместе с	2	2
149	дело не	2	2
150	мысли и	2	2
151	внимание на	3	2
152	то и	4	2
153	в двух	2	2
154	и об	2	2
155	чтобы не	3	2
156	именно так	2	2
157	именно на	2	2
158	более чем	2	2
159	ни одного	2	2
160	так же	3	2
161	на себя	3	2
162	с другими	3	2
163	а вот	2	2
164	тому как	4	2
165	на этом	2	2
166	еще и	2	2
167	как он	3	2
168	в этих	3	2
169	здесь не	2	2
170	она может	2	2
171	но в	2	2
