N	2gram	Propp_Russ_2	Myshleni
1	то что	5	26
2	в этом	11	25
3	потому что	5	21
4	таким образом	6	19
5	в том	22	18
6	не может	5	18
7	того чтобы	6	17
8	что в	22	16
9	и в	29	16
10	того что	3	16
11	так как	13	16
12	не только	10	16
13	так же	4	15
14	том что	22	15
15	для того	6	14
16	между собой	2	13
17	вопрос о	4	12
18	и что	5	12
19	но не	5	10
20	было бы	3	10
21	как мы	3	10
22	а не	4	10
23	может быть	13	9
24	должно быть	2	8
25	о том	9	8
26	как это	4	8
27	как и	11	8
28	то же	4	8
29	же как	4	7
30	но он	3	7
31	представляет собой	2	7
32	переход от	2	7
33	не в	4	6
34	в этой	3	6
35	но если	3	6
36	но и	8	6
37	и на	6	6
38	но в	5	6
39	состоит в	15	6
40	связанные с	2	6
41	этот вопрос	2	6
42	никогда не	2	5
43	показывает что	8	5
44	что с	2	5
45	как бы	18	5
46	в то	2	5
47	тогда когда	4	5
48	из нее	2	5
49	как в	7	5
50	того как	2	5
51	можно было	2	5
52	тем что	3	5
53	в которой	2	5
54	все эти	3	4
55	с другой	2	4
56	эта теория	4	4
57	это не	5	4
58	с этой	2	4
59	то время	2	4
60	в новой	2	4
61	так что	4	4
62	при этом	6	4
63	в свете	3	4
64	именно в	4	4
65	не имеет	3	4
66	и по	3	4
67	в качестве	3	4
68	еще не	6	4
69	для объяснения	2	4
70	вместе с	6	4
71	тому как	3	4
72	и то	2	4
73	могут быть	2	4
74	подобно тому	3	4
75	не менее	2	3
76	прежде всего	2	3
77	как уже	2	3
78	из основных	2	3
79	и как	2	3
80	одной стороны	2	3
81	до конца	3	3
82	к нему	4	3
83	нас к	3	3
84	мы видели	7	3
85	в их	2	3
86	с одной	2	3
87	а в	9	3
88	и с	10	3
89	в этих	3	3
90	между тем	3	3
91	мы не	6	3
92	к жизни	5	3
93	с тем	6	3
94	с этим	2	3
95	к этому	5	3
96	этом случае	6	3
97	все же	2	3
98	по существу	4	3
99	это и	2	3
100	чем в	2	3
101	еще в	2	3
102	что и	2	3
103	говорит о	2	3
104	ее в	8	3
105	на этом	3	3
106	из которых	2	3
107	связи с	2	3
108	и другие	14	2
109	и от	3	2
110	совершенно очевидно	2	2
111	предположить что	4	2
112	очевидно что	2	2
113	одним из	2	2
114	в виду	2	2
115	совершенно не	2	2
116	в котором	3	2
117	в своей	2	2
118	из них	4	2
119	в отличие	3	2
120	представляют собой	7	2
121	что она	3	2
122	все это	10	2
123	то и	4	2
124	образом в	2	2
125	что для	3	2
126	в своих	2	2
127	в момент	2	2
128	с развитием	2	2
129	на нее	6	2
130	их в	4	2
131	в этот	10	2
132	о чем	4	2
133	в них	4	2
134	представления о	2	2
135	если он	2	2
136	его в	8	2
137	не с	2	2
138	же в	6	2
139	отличие от	3	2
140	у нас	4	2
141	приводит нас	2	2
142	во всем	2	2
143	во всех	3	2
144	а с	2	2
145	должны были	2	2
146	и потом	4	2
147	вывод что	2	2
148	из этого	2	2
149	эти теории	2	2
