N	2gram	Bakhtin_Pr_1	Formalny
1	и в	38	24
2	художественного произведения	11	23
3	в его	43	23
4	прежде всего	13	22
5	и не	42	20
6	так и	5	18
7	и пр	2	17
8	не может	27	16
9	точки зрения	8	16
10	в этом	15	15
11	в нем	15	14
12	может быть	26	14
13	на почве	3	13
14	с точки	6	13
15	таким образом	10	13
16	и т	14	12
17	в своем	5	11
18	не менее	4	11
19	как и	7	11
20	должно быть	5	11
21	в своей	7	11
22	в их	10	11
23	вовсе не	2	10
24	и ее	2	10
25	то же	5	10
26	в ней	4	10
27	а не	5	10
28	и его	16	10
29	формальный метод	3	9
30	и потому	4	9
31	все это	3	9
32	в то	4	9
33	произведения в	5	8
34	его целом	5	8
35	в ее	4	8
36	же время	3	8
37	в свою	2	8
38	то что	8	8
39	как в	4	8
40	лишь в	2	8
41	произведения и	2	8
42	и на	3	8
43	не в	7	8
44	и с	17	8
45	место в	8	7
46	должна быть	4	7
47	и от	3	7
48	не должна	4	7
49	в единстве	12	7
50	не только	9	7
51	но и	9	7
52	на самом	4	7
53	отнюдь не	19	6
54	и все	3	6
55	и здесь	2	6
56	было бы	8	6
57	как таковой	2	6
58	в том	8	6
59	самом деле	6	6
60	в пределах	6	6
61	она не	2	6
62	еще не	7	6
63	как бы	22	6
64	в целом	3	6
65	художественное произведение	8	6
66	входит в	8	6
67	а в	6	6
68	отношения к	6	6
69	все эти	5	6
70	форм и	2	6
71	на основе	6	6
72	как это	2	6
73	хотя бы	4	5
74	формы и	5	5
75	должен быть	2	5
76	в искусстве	12	5
77	у нас	2	5
78	лишь как	4	5
79	при этом	5	5
80	и др	8	5
81	во всех	11	5
82	в самом	7	5
83	как мы	7	5
84	искусства и	3	5
85	того что	2	5
86	должны быть	4	5
87	с другой	7	5
88	но в	4	5
89	мы увидим	3	4
90	с его	2	4
91	независимо от	13	4
92	искусства в	2	4
93	в частности	2	4
94	никогда не	5	4
95	художественных произведений	2	4
96	с другими	3	4
97	и к	3	4
98	в мире	3	4
99	одной стороны	3	4
100	если бы	3	4
101	конечно не	5	4
102	оно не	3	4
103	отношению к	19	4
104	по отношению	21	4
105	т п	13	4
106	в связи	2	4
107	что в	7	4
108	с одной	3	4
109	задачи и	2	4
110	в истории	2	4
111	познания и	30	4
112	но не	12	3
113	вне ее	2	3
114	связи с	2	3
115	перестает быть	4	3
116	поэтического произведения	3	3
117	материала и	2	3
118	в них	5	3
119	то ни	3	3
120	он должен	2	3
121	бы то	3	3
122	ясно что	3	3
123	или иного	2	3
124	что он	2	3
125	с помощью	7	3
126	художественном произведении	5	3
127	и закономерности	2	3
128	его как	3	3
129	и как	8	3
130	но это	3	3
131	в большинстве	5	3
132	в каждом	2	3
133	со всеми	3	3
134	действительности и	3	3
135	произведении как	3	3
136	дело идет	2	3
137	он не	3	3
138	об искусстве	3	3
139	произведение как	4	3
140	лучшем случае	2	3
141	произведение в	6	3
142	все же	6	3
143	отношение к	10	3
144	отличается от	2	3
145	бытия в	3	3
146	в россии	2	3
147	представлять себе	4	3
148	на фоне	3	3
149	в особенности	2	3
150	особенно в	2	3
151	не было	2	3
152	и других	2	3
153	культуры и	3	3
154	тем самым	4	3
155	и наконец	6	3
156	и даже	3	3
157	между ними	4	3
158	его в	9	3
159	материала в	10	3
160	в лучшем	2	3
161	от всех	4	3
162	более того	4	3
163	в основе	5	3
164	они не	3	3
165	в себе	4	3
166	как к	2	3
167	в художественном	20	3
168	здесь не	4	3
169	в области	11	3
170	содержания как	2	2
171	а лишь	2	2
172	того или	2	2
173	другими областями	2	2
174	художественной формы	9	2
175	а как	3	2
176	к миру	3	2
177	и должна	3	2
178	и более	2	2
179	искусства как	2	2
180	в нашем	4	2
181	единство и	2	2
182	этой науки	2	2
183	что содержание	2	2
184	это не	5	2
185	русский формальный	2	2
186	в применении	3	2
187	художественного восприятия	2	2
188	не можем	2	2
189	здесь в	2	2
190	а только	2	2
191	в содержание	5	2
192	ни было	3	2
193	ни в	11	2
194	в самой	2	2
195	в строгом	2	2
196	по существу	2	2
197	войти в	2	2
198	почти совершенно	3	2
199	одна из	2	2
200	из важнейших	3	2
201	только в	13	2
202	только как	6	2
203	действительности в	2	2
204	одной из	3	2
205	подхода к	2	2
206	нем и	2	2
207	таком положении	2	2
208	в эстетике	2	2
209	в него	2	2
210	за пределы	12	2
211	была бы	2	2
212	нет и	3	2
213	точка зрения	3	2
214	не с	4	2
215	что и	2	2
216	не есть	6	2
217	строгом смысле	2	2
218	на него	3	2
219	не дает	2	2
220	эстетики и	3	2
221	искусства не	3	2
222	лишь для	2	2
223	не на	5	2
224	и содержание	3	2
225	может и	4	2
226	конститутивным моментом	4	2
227	применении к	3	2
228	и что	2	2
229	приводит к	3	2
230	раз и	2	2
231	менее всего	3	2
232	как такового	3	2
233	его не	2	2
234	и те	2	2
235	есть лишь	3	2
236	значение для	3	2
237	между тем	7	2
238	чтобы стать	4	2
239	является конечно	2	2
240	в своих	2	2
241	к которому	4	2
242	ничего не	6	2
243	и это	3	2
244	в произведении	4	2
245	во всем	2	2
246	большинстве случаев	5	2
247	к действительности	3	2
248	с ним	5	2
249	и должно	3	2
250	произведения это	2	2
251	быть поняты	2	2
252	оно было	2	2
253	произведения как	8	2
