N	2gram	Bakhtin_Pr_1	Psycholo
1	и в	29	38
2	то что	15	35
3	все время	2	30
4	в том	8	25
5	в самом	10	25
6	самом деле	6	21
7	что в	8	20
8	может быть	24	19
9	и что	2	18
10	что она	6	16
11	точки зрения	19	16
12	в ней	2	15
13	если бы	9	14
14	том что	7	14
15	как бы	19	14
16	и т	4	14
17	потому что	8	14
18	в этой	4	13
19	в этом	22	13
20	мы видим	2	12
21	было бы	5	12
22	не только	15	12
23	таким образом	12	12
24	не в	7	12
25	что он	8	11
26	в сущности	5	10
27	то же	14	10
28	и не	31	10
29	с точки	13	9
30	все же	9	8
31	перед нами	5	8
32	с этим	2	8
33	в одном	10	8
34	вовсе не	7	8
35	как и	12	8
36	так что	2	8
37	и как	7	8
38	как раз	6	8
39	и это	5	8
40	с другой	3	7
41	а не	22	7
42	никак не	2	7
43	не может	12	7
44	как мы	4	7
45	а в	7	7
46	между тем	5	7
47	мы уже	2	7
48	все то	4	7
49	и здесь	3	6
50	до сих	2	6
51	она не	7	6
52	один из	2	6
53	в котором	2	6
54	тому что	3	6
55	он не	5	6
56	так как	6	6
57	и его	14	6
58	и на	7	6
59	в которых	2	6
60	самого начала	2	6
61	там где	10	6
62	я не	3	5
63	должна быть	5	5
64	в своем	8	5
65	несмотря на	6	5
66	в своей	8	5
67	но и	14	5
68	сих пор	2	5
69	другой стороны	3	5
70	т п	3	5
71	в той	2	5
72	в его	24	5
73	могли бы	2	5
74	так сказать	4	5
75	в которой	2	5
76	никогда не	3	4
77	идет о	4	4
78	при этом	2	4
79	и для	4	4
80	конечно не	2	4
81	в самой	6	4
82	в нем	19	4
83	что и	4	4
84	в целом	6	4
85	как в	6	4
86	все эти	9	4
87	здесь мы	2	4
88	из которых	2	4
89	и даже	2	4
90	в своих	3	4
91	сказать что	3	4
92	у него	5	4
93	только в	10	4
94	как будто	3	4
95	одна из	3	4
96	в себе	7	4
97	как на	3	3
98	дано в	3	3
99	были бы	4	3
100	в них	3	3
101	из одного	4	3
102	и к	2	3
103	ни в	3	3
104	но это	4	3
105	весь этот	2	3
106	тот же	2	3
107	в один	2	3
108	и о	5	3
109	в основе	4	3
110	был бы	6	3
111	все это	6	3
112	то и	2	3
113	тем что	4	3
114	далеко не	3	3
115	в то	10	3
116	бы в	3	3
117	его в	6	3
118	в плане	5	3
119	но в	7	3
120	в данном	2	2
121	но они	2	2
122	не могут	6	2
123	всех этих	2	2
124	была бы	3	2
125	и одновременно	3	2
126	хотя бы	2	2
127	с этой	2	2
128	и во	2	2
129	своих героев	2	2
130	на самом	5	2
131	во всяком	5	2
132	друг другу	2	2
133	что оно	2	2
134	и ее	2	2
135	о мире	6	2
136	же в	2	2
137	как же	4	2
138	до конца	8	2
139	уже не	13	2
140	по существу	3	2
141	только то	3	2
142	лучшем случае	2	2
143	для него	18	2
144	он все	2	2
145	они не	4	2
146	в первой	2	2
147	например в	3	2
148	но он	2	2
149	по преимуществу	2	2
150	совпадает с	2	2
151	всяком случае	3	2
152	все те	2	2
153	и уже	2	2
154	он может	3	2
155	благодаря этому	2	2
156	данном случае	2	2
157	что же	4	2
158	так же	6	2
159	в одной	6	2
160	нами в	2	2
161	отношения к	3	2
162	и наконец	4	2
163	той же	5	2
164	в лучшем	2	2
165	здесь с	3	2
166	в конце	6	2
167	их в	4	2
168	героев в	3	2
169	он в	3	2
170	говорит он	6	2
171	автора и	5	2
172	и следовательно	4	2
173	одно из	2	2
174	к себе	2	2
175	как к	3	2
176	но как	3	2
177	заставляет его	2	2
178	в истории	2	2
179	его к	2	2
180	заметить что	2	2
181	с ним	5	2
182	ничего не	5	2
183	себя как	2	2
