N	2gram	Tiupa_Hudo_1	Narrotol
1	не только	16	32
2	может быть	14	25
3	но и	10	23
4	в качестве	24	21
5	и не	15	20
6	и в	19	19
7	то есть	18	19
8	в том	18	18
9	в этом	11	17
10	в тексте	9	16
11	в частности	13	14
12	том что	8	14
13	не в	7	14
14	состоит в	16	13
15	в рамках	8	12
16	а не	9	12
17	своего рода	5	12
18	тогда как	13	12
19	коммуникативного события	2	12
20	представляет собой	10	12
21	то что	4	11
22	а в	12	11
23	не может	7	10
24	точки зрения	10	10
25	при этом	13	9
26	со стороны	2	9
27	так и	11	9
28	в его	9	9
29	в мире	21	9
30	с другой	7	8
31	не является	4	8
32	во времени	4	8
33	и т.п	4	8
34	в себе	9	8
35	времени и	2	7
36	и т.д	3	7
37	как и	2	7
38	еще не	3	7
39	к тому	4	7
40	такого рода	10	7
41	а также	5	7
42	как в	2	7
43	по отношению	9	7
44	с одной	2	7
45	одной стороны	2	7
46	том числе	2	6
47	с его	6	6
48	что он	3	6
49	отношению к	9	6
50	то в	2	6
51	но не	11	6
52	именно в	2	6
53	в себя	2	6
54	в той	3	6
55	высказывания в	4	6
56	тем самым	4	6
57	как это	5	6
58	иначе говоря	4	6
59	о том	2	6
60	но в	7	6
61	и как	3	5
62	отнюдь не	2	5
63	по себе	2	5
64	или иной	7	5
65	можно сказать	5	5
66	картина мира	5	5
67	себя в	7	5
68	не предполагает	3	5
69	картины мира	3	5
70	не все	2	5
71	в форме	4	5
72	уже не	4	5
73	к нему	3	5
74	и его	12	5
75	в данном	4	5
76	в основе	4	5
77	между двумя	2	5
78	в отличие	7	5
79	отличие от	7	5
80	в этой	2	5
81	далеко не	2	5
82	мира в	2	5
83	во втором	4	4
84	прежде всего	4	4
85	в пространстве	2	4
86	в нем	5	4
87	то же	10	4
88	же время	5	4
89	имеет место	2	4
90	одной из	2	4
91	той или	4	4
92	как бы	9	4
93	и тем	2	4
94	внутреннего зрения	7	4
95	другой стороны	5	4
96	отличается от	2	4
97	в принципе	5	4
98	не столько	3	4
99	в рассказе	3	4
100	сказать что	4	4
101	только в	5	4
102	как правило	2	4
103	героя и	5	4
104	здесь не	2	4
105	не менее	3	3
106	по мысли	2	3
107	а с	2	3
108	жизни в	2	3
109	что в	6	3
110	могут быть	4	3
111	никогда не	2	3
112	из этих	3	3
113	в свою	3	3
114	тем не	3	3
115	ни в	5	3
116	одна из	2	3
117	свою очередь	2	3
118	хотя и	3	3
119	он не	4	3
120	мог бы	3	3
121	один из	2	3
122	не с	2	3
123	с ее	5	3
124	не будет	2	3
125	как говорит	3	3
126	коммуникативное событие	2	3
127	в ее	5	3
128	в притче	2	3
129	не обязательно	2	3
130	а именно	2	3
131	коммуникативной стратегии	2	3
132	сводится к	7	3
133	значении этого	4	3
134	жизни как	3	3
135	высказывания и	2	3
136	или иначе	4	3
137	и на	2	3
138	между тем	4	3
139	в конечном	5	3
140	по своей	7	3
141	в то	6	3
142	по бахтину	2	3
143	в произведении	3	3
144	присутствия в	8	3
145	референтная компетенция	2	3
146	художественной литературы	2	3
147	художественного высказывания	2	2
148	говорит и	3	2
149	себя и	2	2
150	конечном счете	5	2
151	между собой	2	2
152	в своем	2	2
153	в какой	2	2
154	в противоположность	3	2
155	текста в	3	2
156	или даже	3	2
157	не как	2	2
158	не могло	2	2
159	личности в	4	2
160	форма авторства	2	2
161	или иного	3	2
162	вокруг я	2	2
163	совершенно иной	2	2
164	не сводится	5	2
165	кто говорит	5	2
166	присутствующего в	2	2
167	или субъектом	2	2
168	субъекта и	3	2
169	только о	2	2
170	речевого замысла	2	2
171	есть в	2	2
172	более или	5	2
173	м.м бахтин	2	2
174	между ними	4	2
175	имеем дело	2	2
176	для него	4	2
177	в пределах	3	2
178	читателя в	3	2
179	в аспекте	2	2
180	например в	3	2
181	в роли	3	2
182	в молчание	2	2
183	и потому	2	2
184	для автора	2	2
185	авторской позиции	2	2
186	и др	2	2
187	так или	3	2
188	даже в	3	2
189	по сути	3	2
190	говоря словами	5	2
191	внутреннего слуха	2	2
192	в культуре	3	2
193	или менее	5	2
194	приводит к	5	2
195	который в	2	2
196	отношение к	5	2
197	во всей	3	2
198	так же	2	2
199	как раз	3	2
200	ценностного центра	3	2
201	не на	3	2
202	как к	2	2
203	отношения к	2	2
204	все эти	2	2
205	это позиция	2	2
206	того или	3	2
207	коммуникативную стратегию	2	2
208	времени в	2	2
209	и для	2	2
210	с точки	3	2
211	это не	2	2
212	этического выбора	2	2
213	или в	2	2
214	являет собой	3	2
215	я героя	2	2
216	не случайно	3	2
217	участок текста	2	2
218	нового времени	2	2
219	однако в	4	2
220	одно из	2	2
221	всей его	2	2
222	может оказаться	2	2
223	всей своей	2	2
224	и ее	3	2
225	но как	2	2
226	говорить о	3	2
227	индивидуального речевого	2	2
228	художественного текста	13	2
229	без исключения	4	2
230	в структуре	3	2
231	и соответственно	2	2
232	этого слова	2	2
233	жизни но	2	2
234	его в	2	2
235	всего лишь	4	2
236	мира и	2	2
237	мы имеем	6	2
238	к которому	4	2
239	текста как	3	2
240	о чем	2	2
241	и одновременно	5	2
