N	2gram	Tiupa_Anal_3	DiskursI
1	в качестве	12	34
2	не только	22	28
3	в том	9	23
4	а не	9	22
5	то есть	10	20
6	том что	12	19
7	тогда как	20	19
8	может быть	9	17
9	представляет собой	5	17
10	и в	18	16
11	как и	14	16
12	в этом	14	15
13	еще не	6	14
14	но и	13	14
15	коммуникативного события	11	14
16	при этом	11	13
17	и т.п	5	12
18	прежде всего	5	11
19	но не	7	11
20	и не	12	11
21	по своей	2	11
22	с другой	7	10
23	как в	3	10
24	далеко не	4	10
25	в частности	12	9
26	состоит в	4	9
27	в нем	2	9
28	отношению к	7	9
29	одной стороны	2	9
30	по отношению	7	9
31	не может	2	9
32	с одной	2	9
33	а также	2	8
34	отнюдь не	4	8
35	своего рода	8	8
36	так и	14	8
37	о том	6	8
38	но в	2	8
39	в его	7	7
40	со стороны	9	7
41	то же	3	7
42	не было	3	7
43	роль в	3	7
44	в себе	2	7
45	только в	2	7
46	не в	6	7
47	в своем	4	6
48	и как	4	6
49	пока еще	3	6
50	в рамках	3	5
51	к тому	6	5
52	или иной	5	5
53	можно сказать	4	5
54	тому же	3	5
55	коммуникативной ситуации	2	5
56	как бы	10	5
57	то что	2	5
58	во всех	2	5
59	в составе	2	5
60	в отличие	2	5
61	художественного дискурса	2	5
62	а в	10	5
63	в себя	2	5
64	в их	6	5
65	сводится к	2	5
66	отличие от	2	5
67	и на	4	5
68	в данном	4	5
69	с его	8	4
70	что в	9	4
71	не является	5	4
72	в них	2	4
73	во втором	4	4
74	не как	2	4
75	форма авторства	3	4
76	жанровая форма	2	4
77	и к	4	4
78	что он	4	4
79	уже не	5	4
80	для него	6	4
81	в целом	3	4
82	не предполагает	2	4
83	же время	3	4
84	о блудном	12	4
85	на его	2	4
86	такого рода	5	4
87	блудном сыне	11	4
88	по сути	2	4
89	внимание на	4	4
90	в притче	4	4
91	в особенности	3	4
92	лишь в	5	4
93	что не	3	4
94	между тем	5	4
95	могут быть	2	4
96	и т.д	2	4
97	как правило	5	4
98	сказания и	2	4
99	перед нами	4	3
100	очевидным образом	2	3
101	однако в	5	3
102	того же	5	3
103	столь же	4	3
104	это не	2	3
105	жанры как	2	3
106	как уже	2	3
107	по себе	4	3
108	что и	5	3
109	в ее	3	3
110	и того	3	3
111	сказания или	3	3
112	свою очередь	4	3
113	по своему	2	3
114	в свою	5	3
115	с этим	3	3
116	в самом	5	3
117	той или	3	3
118	ситуации рассказывания	2	3
119	картина мира	4	3
120	один из	2	3
121	не с	2	3
122	все же	4	3
123	к содержанию	3	3
124	ли не	4	3
125	таким образом	4	3
126	именно в	3	3
127	другой стороны	5	3
128	и даже	8	3
129	притча и	2	3
130	являет собой	3	3
131	сказать что	2	3
132	тем что	2	3
133	точки зрения	3	3
134	в то	3	3
135	тому как	2	3
136	в первом	2	3
137	в произведении	3	3
138	притча в	2	3
139	и потому	2	3
140	в противоположность	2	2
141	но они	2	2
142	известной степени	3	2
143	притчи о	4	2
144	как формы	2	2
145	однако и	3	2
146	ни столь	2	2
147	говорит и	3	2
148	не менее	4	2
149	никогда не	5	2
150	сказания это	2	2
151	и без	3	2
152	по крайней	4	2
153	одного и	3	2
154	и все	2	2
155	в одном	4	2
156	в каждом	3	2
157	к этому	3	2
158	имеем дело	4	2
159	не всегда	3	2
160	в году	3	2
161	не более	2	2
162	в тех	2	2
163	об этом	2	2
164	крайней мере	4	2
165	его как	3	2
166	дискурса в	2	2
167	в соответствии	2	2
168	и анекдот	2	2
169	в пределах	4	2
170	тот или	2	2
171	воспринимающего сознания	3	2
172	речевого замысла	2	2
173	в значительной	2	2
174	участников коммуникативного	3	2
175	указывает на	3	2
176	не от	2	2
177	в начале	6	2
178	в сущности	5	2
179	значительной степени	2	2
180	иначе говоря	2	2
181	в принципе	2	2
182	хотя и	2	2
183	как показывает	2	2
184	например в	2	2
185	не есть	4	2
186	с ее	3	2
187	себя в	4	2
188	в культуре	2	2
189	когда он	2	2
190	героя и	4	2
191	дело не	3	2
192	в тексте	9	2
193	в форме	2	2
194	данном случае	3	2
195	приводит к	4	2
196	дело с	3	2
197	как к	2	2
198	отношения к	2	2
199	хоровое слово	2	2
200	хотя в	2	2
201	уже в	3	2
202	то ли	2	2
203	жанровая ситуация	2	2
204	более чем	2	2
205	или притчи	2	2
206	и он	2	2
207	и по	2	2
208	текста в	6	2
209	для притчи	2	2
210	формы целого	2	2
211	и его	13	2
212	в литературу	2	2
213	во всяком	2	2
214	притчи в	2	2
215	в момент	2	2
216	одну из	2	2
217	мы имеем	5	2
218	следует признать	3	2
219	подобно тому	3	2
220	что касается	3	2
221	на себя	2	2
222	коммуникативным событием	2	2
223	и ее	2	2
224	но как	3	2
225	индивидуального речевого	2	2
226	могла бы	2	2
227	в этой	6	2
228	так сказать	2	2
229	едва ли	3	2
230	о чем	4	2
231	в новом	2	2
