N	2gram	Medvedev_F_2	Dialekti
1	не есть	3	40
2	и не	20	30
3	по себе	7	25
4	т е	26	25
5	и т	14	21
6	т д	5	19
7	и в	38	18
8	ничего не	4	17
9	может быть	23	17
10	точки зрения	8	17
11	в нем	13	16
12	ни в	2	15
13	не имеет	2	15
14	а не	6	14
15	потому что	2	14
16	что в	7	13
17	то что	6	13
18	не только	9	13
19	и даже	4	13
20	если бы	5	12
21	было бы	6	12
22	с точки	7	12
23	в этом	27	12
24	не может	14	12
25	что это	3	11
26	что он	5	11
27	как бы	4	11
28	все это	3	11
29	так как	4	11
30	прежде всего	15	10
31	то же	6	10
32	сказать что	2	10
33	никогда не	2	9
34	отнюдь не	8	9
35	это не	2	9
36	в том	11	9
37	так и	8	9
38	том что	2	9
39	и то	2	9
40	но это	2	8
41	совершенно не	4	8
42	к нему	3	8
43	не просто	2	7
44	вовсе не	11	7
45	и как	3	7
46	то в	2	7
47	но и	13	7
48	что не	4	7
49	как она	2	7
50	с другой	3	6
51	хотя бы	6	6
52	она не	2	6
53	не было	6	6
54	не в	15	6
55	его не	2	6
56	в то	5	6
57	ни на	2	6
58	в чем	2	6
59	с ним	2	6
60	не то	3	6
61	но в	4	6
62	сам по	3	6
63	в этих	2	5
64	в дальнейшем	4	5
65	и пр	21	5
66	ни о	5	5
67	все же	8	5
68	отношение к	2	5
69	в особенности	4	5
70	что оно	4	5
71	есть только	2	5
72	а в	6	5
73	и с	9	5
74	говорить о	5	5
75	в виду	2	5
76	и более	2	4
77	в конце	2	4
78	к тому	4	4
79	что эта	2	4
80	во всяком	5	4
81	как таковой	3	4
82	это и	5	4
83	но не	2	4
84	от него	2	4
85	же время	5	4
86	хотя и	3	4
87	не о	4	4
88	в котором	2	4
89	то это	3	4
90	быть и	3	4
91	другой стороны	4	4
92	как раз	6	4
93	смысл и	2	4
94	мы говорим	4	4
95	только и	3	4
96	как мы	7	4
97	как это	2	4
98	а лишь	3	3
99	всех этих	3	3
100	тому что	2	3
101	та же	2	3
102	этом смысле	2	3
103	должна быть	5	3
104	не является	3	3
105	же это	2	3
106	что и	8	3
107	а только	2	3
108	что они	4	3
109	и о	2	3
110	он не	6	3
111	в его	10	3
112	если в	3	3
113	даже в	2	3
114	его с	3	3
115	один из	2	3
116	жизни и	3	3
117	что же	5	3
118	даже не	2	3
119	в их	6	3
120	только на	3	3
121	в самом	16	3
122	еще более	5	3
123	но все	3	3
124	на самом	3	3
125	самом деле	8	3
126	была бы	3	3
127	должно быть	2	3
128	что для	2	3
129	конце концов	2	3
130	ничем не	2	3
131	в основе	5	3
132	в ней	6	3
133	могут быть	6	3
134	даже и	4	3
135	только в	6	3
136	и все	3	3
137	бы в	5	3
138	от этого	3	3
139	на этом	2	2
140	того что	3	2
141	они были	2	2
142	же как	3	2
143	на нем	2	2
144	именно в	5	2
145	а о	3	2
146	в качестве	2	2
147	как в	4	2
148	не как	4	2
149	и от	2	2
150	из этих	3	2
151	раз и	4	2
152	с другими	10	2
153	к этому	4	2
154	как и	9	2
155	лишь как	4	2
156	что именно	2	2
157	такой же	3	2
158	является не	2	2
159	и другое	2	2
160	чем он	4	2
161	как о	4	2
162	для него	7	2
163	и может	3	2
164	для того	3	2
165	в корне	7	2
166	всяком случае	5	2
167	для нее	2	2
168	из них	4	2
169	в своей	7	2
170	и их	3	2
171	со стороны	2	2
172	она ни	3	2
173	нужно понимать	2	2
174	для этого	2	2
175	как например	2	2
176	т п	9	2
177	с этим	5	2
178	этом отношении	7	2
179	себе а	2	2
180	все эти	6	2
181	если мы	5	2
182	в эпоху	2	2
183	уже не	7	2
184	можно говорить	2	2
185	и для	5	2
186	с ними	2	2
187	и совершенно	2	2
188	же и	2	2
189	именно как	4	2
190	то и	3	2
191	он и	3	2
192	как таковая	2	2
193	но как	2	2
194	и это	2	2
195	если это	2	2
196	это было	3	2
