N	2gram	Bakhtin_Fr_5	StatiiOP
1	и в	45	29
2	том что	7	27
3	в том	10	27
4	в этом	14	21
5	но и	10	19
6	что в	12	19
7	не только	14	19
8	о том	4	17
9	что он	6	13
10	в его	13	13
11	то что	2	11
12	все это	7	11
13	к тому	2	10
14	таким образом	8	10
15	в своем	11	9
16	так и	6	9
17	этом отношении	5	9
18	и не	15	9
19	как на	4	9
20	потому что	7	9
21	он не	6	9
22	по поводу	4	8
23	как раз	5	8
24	но в	14	8
25	в г	2	7
26	с тем	2	7
27	так например	2	7
28	в самом	4	7
29	в ней	8	7
30	в своей	3	7
31	вместе с	3	7
32	для того	6	7
33	не столько	2	7
34	об этом	4	6
35	в одном	3	6
36	вовсе не	8	6
37	до сих	3	6
38	одним из	5	6
39	все же	2	6
40	в течение	3	6
41	и что	2	6
42	того чтобы	6	6
43	и его	13	6
44	и на	5	6
45	о чем	3	5
46	прежде всего	10	5
47	в качестве	2	5
48	было бы	2	5
49	как бы	12	5
50	своего рода	4	5
51	сих пор	3	5
52	а не	4	5
53	того что	3	5
54	между тем	2	5
55	точки зрения	4	5
56	именно в	3	4
57	к этому	2	4
58	в романе	11	4
59	не в	7	4
60	для него	3	4
61	кроме того	4	4
62	и к	5	4
63	и о	4	4
64	хотя и	5	4
65	в нем	10	4
66	дело в	3	4
67	ничего не	4	4
68	в другом	3	4
69	связи с	6	4
70	и с	10	4
71	в общем	4	3
72	не менее	3	3
73	же как	4	3
74	что это	2	3
75	но он	3	3
76	вообще не	3	3
77	с этим	4	3
78	что на	3	3
79	ни в	3	3
80	не мог	4	3
81	тому же	4	3
82	но это	5	3
83	в начале	2	3
84	но не	4	3
85	одной из	5	3
86	например в	5	3
87	и даже	4	3
88	не могло	3	3
89	самом деле	5	3
90	подчеркнуть что	2	3
91	как в	3	3
92	в их	4	3
93	не было	3	3
94	еще и	3	3
95	на самом	5	3
96	в году	3	3
97	и он	3	3
98	хотя бы	2	3
99	так же	8	3
100	его не	4	3
101	и здесь	4	3
102	что эта	2	3
103	в эту	2	3
104	сцены в	2	2
105	в отношении	2	2
106	но они	3	2
107	во время	12	2
108	с его	7	2
109	совершенно так	2	2
110	и другие	3	2
111	борьба с	2	2
112	и др	8	2
113	в них	6	2
114	в одной	3	2
115	в конце	7	2
116	в духе	2	2
117	связь с	3	2
118	конечно в	2	2
119	что и	7	2
120	находим в	3	2
121	народа в	2	2
122	его как	4	2
123	он был	7	2
124	по существу	3	2
125	как и	10	2
126	и как	5	2
127	из его	2	2
128	в этой	6	2
129	другом месте	2	2
130	в истории	2	2
131	в то	11	2
132	по своему	4	2
133	раз в	2	2
134	несмотря на	2	2
135	может быть	2	2
136	первой части	4	2
137	том же	2	2
138	а также	4	2
139	еще в	2	2
140	даже в	2	2
141	нет и	2	2
142	только в	4	2
143	также и	7	2
144	взглянуть на	2	2
145	не может	5	2
146	в особенности	2	2
147	то же	11	2
148	все эти	5	2
149	при этом	2	2
150	там где	3	2
151	в отличие	2	2
152	в значительной	2	2
153	на этот	3	2
154	не имеет	3	2
155	с точки	2	2
156	в данном	2	2
157	конечно и	2	2
158	сказать что	4	2
159	это время	2	2
160	и вообще	2	2
161	от его	3	2
162	в период	2	2
163	его в	5	2
164	как он	3	2
165	и это	4	2
166	возвышенное в	2	2
167	почти все	3	2
168	так как	6	2
169	как это	4	2
170	того же	3	2
171	отличие от	2	2
172	это очень	2	2
173	это было	4	2
